cityname,i_o_length,prediction_horizon,grid_size,time_stamp,MSE_train
madrid,4,1,55,3525,4731.633703729925
madrid,4,1,55,4663,840.8240855903817
madrid,4,1,55,8376,3545.9123376368284
madrid,4,1,55,260,734.4522144034455
madrid,4,1,55,1238,8321.021461608612
madrid,4,1,55,3508,4056.298411260664
madrid,4,1,55,3576,6252.529118081662
madrid,4,1,55,8875,568.182644871284
madrid,4,1,55,6387,1742.410232853638
madrid,4,1,55,3933,3920.353384127256
madrid,4,1,55,9207,2580.989748241182
madrid,4,1,55,247,4540.3557261252345
madrid,4,1,55,135,4798.566855200387
madrid,4,1,55,6476,1513.6011863792935
madrid,4,1,55,1602,3324.8163277700673
madrid,4,1,55,4920,1577.0994353459487
madrid,4,1,55,1637,1471.3953211946318
madrid,4,1,55,2115,12519.546344807208
madrid,4,1,55,1600,3557.0351367475523
madrid,4,1,55,9358,3697.2103982813514
madrid,4,1,55,8216,4191.525788259767
madrid,4,1,55,3495,4591.69155361859
madrid,4,1,55,8732,3987.2487892319923
madrid,4,1,55,2617,5492.170534736841
madrid,4,1,55,3905,4105.655972337525
madrid,4,1,55,1929,4645.608825582337
madrid,4,1,55,8614,683.1619532670672
madrid,4,1,55,635,11605.439762644677
madrid,4,1,55,3213,9067.648347088429
madrid,4,1,55,1116,2226.57257790884
madrid,4,1,55,7166,1364.4490155304015
madrid,4,1,55,8492,4013.3485050071513
madrid,4,1,55,7059,1102.891881879608
madrid,4,1,55,2242,878.166857387281
madrid,4,1,55,1670,1860.299210876309
madrid,4,1,55,7140,1607.0040709325453
madrid,4,1,55,7199,2819.963948245847
madrid,4,1,55,7185,3008.730126261955
madrid,4,1,55,4053,931.0948377165968
madrid,4,1,55,7133,2635.2370844089164
madrid,4,1,55,8655,3278.940975267197
madrid,4,1,55,4784,5783.487462742096
madrid,4,1,55,8286,1360.9187207196655
madrid,4,1,55,8360,1462.103437930854
madrid,4,1,55,3911,2764.7304738448256
madrid,4,1,55,4408,25401.173843223747
madrid,4,1,55,7585,415.012877844468
madrid,4,1,55,6411,3966.0790848910724
madrid,4,1,55,6857,6917.759784510515
madrid,4,1,55,8835,3264.4799251036698
madrid,4,1,55,4792,2938.5428881234798
madrid,4,1,55,8970,7222.947918835573
madrid,4,1,55,3515,4359.547902564379
madrid,4,1,55,4970,5973.457041140031
madrid,4,1,55,4465,2763.2983367311654
madrid,4,1,55,1258,11196.97825614923
madrid,4,1,55,3939,2064.2758255882372
madrid,4,1,55,7714,1478.6535527759079
madrid,4,1,55,7001,3994.4373789694014
madrid,4,1,55,4461,4574.050610675446
madrid,4,1,55,4633,2457.9111555363643
madrid,4,1,55,9093,3399.7811742562103
madrid,4,1,55,5841,4217.308971580004
madrid,4,1,55,1178,2853.157777485485
madrid,4,1,55,1355,4544.763593269176
madrid,4,1,55,5965,7089.72217670383
madrid,4,1,55,5172,475.85124327070736
madrid,4,1,55,7884,3519.4845173608446
madrid,4,1,55,6139,7436.96127838662
madrid,4,1,55,5612,12915.608380288375
madrid,4,1,55,5922,2635.065538781655
madrid,4,1,55,4340,14549.234903680377
madrid,4,1,55,7204,4108.121258371367
madrid,4,1,55,349,1031.0543528346761
madrid,4,1,55,3410,5085.770056960265
madrid,4,1,55,8233,4325.5766741626485
madrid,4,1,55,7042,2981.5090275509738
madrid,4,1,55,2831,2993.6976332610993
madrid,4,1,55,1028,2251.764278408328
madrid,4,1,55,915,12329.300559191366
madrid,4,1,55,2642,4457.1342768427585
madrid,4,1,55,4253,3335.3677482886033
madrid,4,1,55,7682,1934.6608165210514
madrid,4,1,55,5118,3319.473446282588
madrid,4,1,55,7238,779.3608765663538
madrid,4,1,55,2554,3955.506351523378
madrid,4,1,55,3840,5212.38913638881
madrid,4,1,55,9298,763.0076856742766
madrid,4,1,55,6460,1277.5618853870517
madrid,4,1,55,1100,4192.571931732734
madrid,4,1,55,2953,10547.412101995147
madrid,4,1,55,2324,991.0578265174155
madrid,4,1,55,6118,921.2098853390858
madrid,4,1,55,3931,3029.1494741880956
madrid,4,1,55,3776,2588.2111429117745
madrid,4,1,55,2258,1547.4509096029221
madrid,4,1,55,2018,4050.0497952292276
madrid,4,1,55,4724,3022.539152052028
madrid,4,1,55,6747,4463.000281054526
madrid,4,1,55,6657,9304.17885892832
madrid,4,1,55,4812,2395.239963874842
madrid,4,1,55,1185,4636.214267236232
madrid,4,1,55,7291,4552.103900662224
madrid,4,1,55,350,790.9309198044116
madrid,4,1,55,5079,571.0103631126235
madrid,4,1,55,8929,1762.7221578221115
madrid,4,1,55,1145,11898.76018405438
madrid,4,1,55,5892,3096.639242336803
madrid,4,1,55,1175,3241.0282012554376
madrid,4,1,55,4031,1632.7835012162172
madrid,4,1,55,8521,179.68823072661223
madrid,4,1,55,8747,1480.730138602224
madrid,4,1,55,3881,740.5011757080575
madrid,4,1,55,8062,7117.436552362154
madrid,4,1,55,7087,2433.919455090091
madrid,4,1,55,5403,3983.080946688213
madrid,4,1,55,2341,1935.216582908494
madrid,4,1,55,3633,13750.396624209878
madrid,4,1,55,8778,2716.3113254232476
madrid,4,1,55,1009,2650.7706027848176
madrid,4,1,55,473,1875.8104642672365
madrid,4,1,55,1162,2298.195428032752
madrid,4,1,55,4506,11612.742580582433
madrid,4,1,55,1847,5949.725782706644
madrid,4,1,55,3878,350.1316485185683
madrid,4,1,55,3635,19886.51276070949
madrid,4,1,55,8666,3166.3344115270525
madrid,4,1,55,1376,4511.914983118936
madrid,4,1,55,1601,3034.2499278158425
madrid,4,1,55,6466,821.6304376727265
madrid,4,1,55,2728,6251.345765455242
madrid,4,1,55,1211,292.9742749050376
madrid,4,1,55,6477,1292.242395519375
madrid,4,1,55,5478,4444.148866951569
madrid,4,1,55,5938,860.2724419432778
madrid,4,1,55,9366,2143.1191692479283
madrid,4,1,55,7363,3428.4342161177015
madrid,4,1,55,8019,13398.520474396188
madrid,4,1,55,6653,11157.861627605373
madrid,4,1,55,4745,258.3771773380519
madrid,4,1,55,2217,3076.743388097985
madrid,4,1,55,1281,2840.847296027039
madrid,4,1,55,2329,608.0138362090232
madrid,4,1,55,38,5665.071912588869
madrid,4,1,55,3895,13608.545954702586
madrid,4,1,55,2847,566.3218329266414
madrid,4,1,55,9335,7228.890114114627
madrid,4,1,55,2557,5576.770840957503
madrid,4,1,55,5833,3387.150055461408
madrid,4,1,55,4471,4229.827788604049
madrid,4,1,55,9157,4510.931328215007
madrid,4,1,55,883,12279.479810365012
madrid,4,1,55,936,2295.8729920120963
madrid,4,1,55,1143,11954.152492655086
madrid,4,1,55,7880,7903.340128426712
madrid,4,1,55,637,8534.758094801071
madrid,4,1,55,370,2067.4627694749015
madrid,4,1,55,4872,2826.5861341512123
madrid,4,1,55,1072,5675.902561880378
madrid,4,1,55,1579,1621.0405743415993
madrid,4,1,55,4962,3207.935738237925
madrid,4,1,55,1861,6478.971389359076
madrid,4,1,55,1996,1675.1247162939546
madrid,4,1,55,903,1994.447133811844
madrid,4,1,55,8241,3722.6375965216785
madrid,4,1,55,6818,14218.698180127967
madrid,4,1,55,8909,1991.0924283699937
madrid,4,1,55,88,383.0855362888884
madrid,4,1,55,1560,253.58769787994044
madrid,4,1,55,96,103.27804220340066
madrid,4,1,55,8443,216.92512330997275
madrid,4,1,55,6717,966.4824700642885
madrid,4,1,55,5350,2322.1919365293916
madrid,4,1,55,9104,3254.380085274121
madrid,4,1,55,4089,4830.038068179416
madrid,4,1,55,5495,3431.173288812637
madrid,4,1,55,1020,1789.1515451897008
madrid,4,1,55,500,2509.8968119933743
madrid,4,1,55,4380,3769.945514729434
madrid,4,1,55,1740,9888.399276292073
madrid,4,1,55,2721,10894.467488375265
madrid,4,1,55,1363,3344.298469156788
madrid,4,1,55,8754,2576.272440226276
madrid,4,1,55,4689,4043.521862370838
madrid,4,1,55,7890,4944.868581299964
madrid,4,1,55,890,8404.268758356173
madrid,4,1,55,4002,3170.7084513320824
madrid,4,1,55,9177,4334.067116346671
madrid,4,1,55,6736,11047.503312226987
madrid,4,1,55,1524,4995.352524912863
madrid,4,1,55,2710,3226.1845639431267
madrid,4,1,55,5915,4262.9413294239075
madrid,4,1,55,1356,4897.397317489885
madrid,4,1,55,7353,2580.8093078203206
madrid,4,1,55,836,3662.9924579332833
madrid,4,1,55,4339,16059.54078744958
madrid,4,1,55,8368,12007.143270495802
madrid,4,1,55,3512,6702.492852271025
madrid,4,1,55,5976,2555.269630447278
madrid,4,1,55,6045,15636.915888926738
madrid,4,1,55,1826,6521.960624464107
madrid,4,1,55,8881,2483.521668405436
madrid,4,1,55,6023,1015.2760581220443
madrid,4,1,55,4779,3892.8262052261884
madrid,4,1,55,2005,11752.117259928576
madrid,4,1,55,7403,699.692727779564
madrid,4,1,55,8464,3839.543762552699
madrid,4,1,55,2253,614.6294417291656
madrid,4,1,55,2331,758.9643514658924
madrid,4,1,55,7815,2752.9692100284624
madrid,4,1,55,3694,5586.595699337367
madrid,4,1,55,5716,3353.3175975868025
madrid,4,1,55,7169,1408.7705017947405
madrid,4,1,55,4852,1411.7647090327291
madrid,4,1,55,5022,7953.75879593445
madrid,4,1,55,621,2797.5113364887065
madrid,4,1,55,3137,3235.307753659496
madrid,4,1,55,2441,1228.0119362599494
madrid,4,1,55,3718,9135.009664910815
madrid,4,1,55,8448,7345.592592058746
madrid,4,1,55,7674,556.115811958391
madrid,4,1,55,8151,3524.1583748575504
madrid,4,1,55,8037,22462.806454697395
madrid,4,1,55,6085,5008.512238733698
madrid,4,1,55,8401,2533.158333439506
madrid,4,1,55,3257,3974.6982240274665
madrid,4,1,55,1609,2852.7149398884444
madrid,4,1,55,7088,2285.9572682302837
madrid,4,1,55,2755,1375.4829710675306
madrid,4,1,55,6193,2089.732818142622
madrid,4,1,55,7660,2872.5702765766987
madrid,4,1,55,614,322.32362190441506
madrid,4,1,55,4878,2772.783558352745
madrid,4,1,55,9362,3353.0803314071845
madrid,4,1,55,4814,3488.2789717857645
madrid,4,1,55,9056,5879.379251948249
madrid,4,1,55,4426,6073.402771351944
madrid,4,1,55,2816,4503.907921459742
madrid,4,1,55,6558,12937.40479947505
madrid,4,1,55,2127,4085.2051750412916
madrid,4,1,55,1021,2350.853041363843
madrid,4,1,55,7677,2064.7148634627633
madrid,4,1,55,3006,4846.238723487776
madrid,4,1,55,4206,2483.880259509657
madrid,4,1,55,7790,4306.987763128394
madrid,4,1,55,8265,371.3676462530504
madrid,4,1,55,6234,3999.5195320703624
madrid,4,1,55,1585,2931.7612620297245
madrid,4,1,55,9109,2090.844054967318
madrid,4,1,55,2285,3259.5299394429967
madrid,4,1,55,6646,15139.319577452508
madrid,4,1,55,7468,3180.7419664704676
madrid,4,1,55,844,5267.710312302155
madrid,4,1,55,8704,608.7177085325073
madrid,4,1,55,640,5326.238279331768
madrid,4,1,55,6556,9412.890612915138
madrid,4,1,55,8584,3628.2137089679077
madrid,4,1,55,1973,4512.708107145403
madrid,4,1,55,7820,2835.077284878668
madrid,4,1,55,1344,9722.55903772762
madrid,4,1,55,6570,6999.685458376649
madrid,4,1,55,4984,5571.779168388569
madrid,4,1,55,6454,2090.3740013337797
madrid,4,1,55,5698,11494.334537685747
madrid,4,1,55,985,2835.3416862506992
madrid,4,1,55,5234,2526.696355231019
madrid,4,1,55,7696,3494.9060871268853
madrid,4,1,55,407,2642.10696267261
madrid,4,1,55,710,11844.832809327834
madrid,4,1,55,8555,5670.021720065087
madrid,4,1,55,4518,3671.4293587902534
madrid,4,1,55,5322,2842.049473190663
madrid,4,1,55,9055,6747.268631390181
madrid,4,1,55,5176,451.0064894270716
madrid,4,1,55,1716,3040.9750409229305
madrid,4,1,55,848,3198.046325981565
madrid,4,1,55,8592,2996.4251536484653
madrid,4,1,55,274,568.3743515425883
madrid,4,1,55,7510,10030.337194862084
madrid,4,1,55,5589,5011.629228306988
madrid,4,1,55,5292,6510.231132943217
madrid,4,1,55,9309,2480.420893863092
madrid,4,1,55,327,3052.3670690002145
madrid,4,1,55,2916,2365.564002342214
madrid,4,1,55,4375,4104.9093218406015
madrid,4,1,55,7895,7020.72732360761
madrid,4,1,55,430,2562.6554763315826
madrid,4,1,55,8096,752.137467611956
madrid,4,1,55,632,14000.613420504878
madrid,4,1,55,3053,2451.9070623639477
madrid,4,1,55,7901,3657.658022108729
madrid,4,1,55,6416,4331.410965088405
madrid,4,1,55,3255,4403.444658851204
madrid,4,1,55,3446,550.105056805581
madrid,4,1,55,1993,266.25211893417696
madrid,4,1,55,3935,3575.65432605292
madrid,4,1,55,3510,5692.405793260834
madrid,4,1,55,128,2290.5584200949497
madrid,4,1,55,8085,1416.3559441784269
madrid,4,1,55,7571,1063.144158655294
madrid,4,1,55,3736,3368.2671157453005
madrid,4,1,55,5673,4835.40873432102
madrid,4,1,55,9007,3158.383336336215
madrid,4,1,55,3296,10316.504587556072
madrid,4,1,55,6257,5797.445693262287
madrid,4,1,55,1788,4397.446695420343
madrid,4,1,55,3179,4598.051185944789
madrid,4,1,55,8876,686.4940856181946
madrid,4,1,55,251,2740.549383517512
madrid,4,1,55,7366,5149.255979718235
madrid,4,1,55,5480,4526.924725555006
madrid,4,1,55,9299,303.6149823491757
madrid,4,1,55,5335,317.85889641830533
madrid,4,1,55,159,3760.2267665178
madrid,4,1,55,2616,7279.568700213171
madrid,4,1,55,7286,4082.0273966548702
madrid,4,1,55,2310,2175.785172804018
madrid,4,1,55,2325,906.1817533144354
madrid,4,1,55,8828,10292.153357460715
madrid,4,1,55,5319,3876.261315266099
madrid,4,1,55,376,2139.614377132155
madrid,4,1,55,66,3616.9208500564
madrid,4,1,55,8589,1910.751861047488
madrid,4,1,55,5554,6155.035269341178
madrid,4,1,55,613,257.8529593433257
madrid,4,1,55,4094,3353.3116380882166
madrid,4,1,55,800,12882.435888968019
madrid,4,1,55,6194,1687.278830850511
madrid,4,1,55,2614,8892.481541000945
madrid,4,1,55,8361,2784.6666905909715
madrid,4,1,55,1220,410.5391787303538
madrid,4,1,55,8171,2097.521520767897
madrid,4,1,55,5666,3587.1338761861066
madrid,4,1,55,7957,3255.44132109212
madrid,4,1,55,3332,4966.147855925289
madrid,4,1,55,5129,9705.755759654248
madrid,4,1,55,6378,1116.3414882729242
madrid,4,1,55,5880,2163.3718573069823
madrid,4,1,55,9048,992.1376405952332
madrid,4,1,55,5632,2401.4865872701366
madrid,4,1,55,5555,8761.813278349797
madrid,4,1,55,5513,112.83046394767196
madrid,4,1,55,5425,89.66307072384345
madrid,4,1,55,8024,12253.625235564712
madrid,4,1,55,119,7868.496122318635
madrid,4,1,55,5483,5561.08860199638
madrid,4,1,55,2802,3780.08527282278
madrid,4,1,55,58,5783.48986046244
madrid,4,1,55,2886,2584.026058393553
madrid,4,1,55,7040,3046.1814069070087
madrid,4,1,55,2320,4244.217407875485
madrid,4,1,55,1737,958.6284067141207
madrid,4,1,55,6186,4645.663670688768
madrid,4,1,55,4915,451.26145507235367
madrid,4,1,55,2112,5366.631680040408
madrid,4,1,55,4613,3727.701599377518
madrid,4,1,55,4853,1617.928005114965
madrid,4,1,55,6176,5387.729837911459
madrid,4,1,55,6235,4526.003676093761
madrid,4,1,55,6688,5215.850614427758
madrid,4,1,55,282,15441.282842284594
madrid,4,1,55,3762,4927.198997864918
madrid,4,1,55,6770,4973.508273176718
madrid,4,1,55,4776,3710.2291540591245
madrid,4,1,55,9246,3901.300315612609
madrid,4,1,55,7061,1203.2964288663898
madrid,4,1,55,336,2649.915697116684
madrid,4,1,55,2229,2728.481209817221
madrid,4,1,55,2772,1047.0879645447853
madrid,4,1,55,5631,2703.0907985988774
madrid,4,1,55,4643,2387.6988003792994
madrid,4,1,55,9217,3536.9810995920247
madrid,4,1,55,5304,4073.7007800299784
madrid,4,1,55,8728,3038.540291419915
madrid,4,1,55,6540,1075.100547342436
madrid,4,1,55,5556,9705.99945932705
madrid,4,1,55,5114,2437.2038791912787
madrid,4,1,55,7482,4201.213756917887
madrid,4,1,55,2370,3390.8203945365235
madrid,4,1,55,2004,12426.604144486268
madrid,4,1,55,6629,770.2830568236694
madrid,4,1,55,2733,3184.900251022864
madrid,4,1,55,3656,2913.7619026296907
madrid,4,1,55,3010,3629.891414393859
madrid,4,1,55,626,14915.56475539545
madrid,4,1,55,285,12824.828814834405
madrid,4,1,55,6899,3727.7249647907543
madrid,4,1,55,799,14652.051330774044
madrid,4,1,55,7543,3283.608322910109
madrid,4,1,55,2093,10900.920141163953
madrid,4,1,55,3780,5183.222711306397
madrid,4,1,55,6515,5156.2007069228175
madrid,4,1,55,6414,5361.523381521558
madrid,4,1,55,8523,413.42770211692584
madrid,4,1,55,1714,1416.507745270674
madrid,4,1,55,4357,4136.108770273554
madrid,4,1,55,7132,2496.902306563263
madrid,4,1,55,2560,5833.425232596809
madrid,4,1,55,8981,9326.53863459082
madrid,4,1,55,7707,3318.546064127212
madrid,4,1,55,4138,798.4800887856017
madrid,4,1,55,1016,2445.767177220075
madrid,4,1,55,1911,3454.5612782306002
madrid,4,1,55,5254,589.7884268216434
madrid,4,1,55,5970,5385.0627928801205
madrid,4,1,55,647,3172.3685725430523
madrid,4,1,55,6292,982.9696089261798
madrid,4,1,55,8730,3560.2379255770425
madrid,4,1,55,140,12097.397645783596
madrid,4,1,55,8197,2352.2654213250235
madrid,4,1,55,4713,6972.93996958291
madrid,4,1,55,1767,2596.543714085131
madrid,4,1,55,6624,1190.0316465347091
madrid,4,1,55,3601,2962.7621009437717
madrid,4,1,55,8984,12483.637573272445
madrid,4,1,55,4128,2349.0628535981728
madrid,4,1,55,3343,3516.581341467794
madrid,4,1,55,21,11063.103069828096
madrid,4,1,55,1735,234.07705832327702
madrid,4,1,55,5061,4604.293544517175
madrid,4,1,55,8744,4052.671221791815
madrid,4,1,55,4286,3419.65615607087
madrid,4,1,55,123,4278.320981562749
madrid,4,1,55,5173,397.6469572210046
madrid,4,1,55,8544,5734.121116845025
madrid,4,1,55,8922,2054.1288278665093
madrid,4,1,55,8273,392.76929216167497
madrid,4,1,55,6433,4455.47609226326
madrid,4,1,55,4842,6380.85162301877
madrid,4,1,55,8766,8840.858506705485
madrid,4,1,55,3324,8096.665192987105
madrid,4,1,55,2207,5691.155540166265
madrid,4,1,55,1882,2429.525698095323
madrid,4,1,55,7526,3868.9105387101285
madrid,4,1,55,8452,12964.604145682804
madrid,4,1,55,1167,3902.4631649702696
madrid,4,1,55,2266,1419.5616028880202
madrid,4,1,55,6070,5476.489214778775
madrid,4,1,55,225,10365.955631257008
madrid,4,1,55,3026,891.7165739111496
madrid,4,1,55,4407,18997.68727660848
madrid,4,1,55,5419,383.9517839211453
madrid,4,1,55,2926,503.4882659779379
madrid,4,1,55,4250,6678.959569821588
madrid,4,1,55,5026,6633.081493463307
madrid,4,1,55,8234,4825.494249955448
madrid,4,1,55,6253,3883.7794996781154
madrid,4,1,55,3993,2241.6491665547983
madrid,4,1,55,7251,4390.424334657266
madrid,4,1,55,4305,645.7349805998894
madrid,4,1,55,2220,3676.089242245188
madrid,4,1,55,3522,4226.1982079437785
madrid,4,1,55,3,320.03802428770683
madrid,4,1,55,5649,3555.098954082708
madrid,4,1,55,3085,6939.908358553414
madrid,4,1,55,8353,144.23087664631487
madrid,4,1,55,13,372.79024074762157
madrid,4,1,55,1254,5791.972092891326
madrid,4,1,55,8493,3660.936111333094
madrid,4,1,55,7345,1786.557152178611
madrid,4,1,55,4602,8009.479088707928
madrid,4,1,55,2265,1166.200956072245
madrid,4,1,55,1938,3036.79599315535
madrid,4,1,55,6882,1508.9034292122235
madrid,4,1,55,8900,1431.3696080673064
madrid,4,1,55,1869,7854.854740509514
madrid,4,1,55,9287,3410.986428071664
madrid,4,1,55,4036,3380.4601199727535
madrid,4,1,55,1427,8988.901822780206
madrid,4,1,55,2643,5781.513548209303
madrid,4,1,55,1671,2198.8292447843955
madrid,4,1,55,3612,4729.698842703009
madrid,4,1,55,454,2829.8624219394173
madrid,4,1,55,6661,4648.623254813547
madrid,4,1,55,4028,2596.0115448502856
madrid,4,1,55,1498,4000.533761120667
madrid,4,1,55,7867,7997.55594590612
madrid,4,1,55,8749,1965.6398420952257
madrid,4,1,55,1690,6268.052798770726
madrid,4,1,55,4632,3274.498143048739
madrid,4,1,55,2715,5465.57845483595
madrid,4,1,55,3751,13333.014682981559
madrid,4,1,55,1994,457.52811625106966
madrid,4,1,55,9360,3776.5622676280755
madrid,4,1,55,9268,25021.175165073382
madrid,4,1,55,7302,2846.6250399965497
madrid,4,1,55,7220,3540.3346834880963
madrid,4,1,55,3418,3848.358576063223
madrid,4,1,55,3850,5725.451095934965
madrid,4,1,55,9247,3693.912169655608
madrid,4,1,55,4686,3279.662561476199
madrid,4,1,55,157,5678.752788656704
madrid,4,1,55,6179,4128.537832328848
madrid,4,1,55,7765,18720.970253744243
madrid,4,1,55,8748,1635.2290703379094
madrid,4,1,55,5699,11618.925748367974
madrid,4,1,55,5660,4812.230674276926
madrid,4,1,55,2035,3972.484736393435
madrid,4,1,55,3455,349.6869045869177
madrid,4,1,55,5175,513.4017703580322
madrid,4,1,55,7221,2951.2370586874663
madrid,4,1,55,7336,2351.0936802915603
madrid,4,1,55,560,1492.038254335207
madrid,4,1,55,676,3154.9520659435407
madrid,4,1,55,2344,8138.674370424577
madrid,4,1,55,6472,1095.1201801017398
madrid,4,1,55,1965,4201.202720328202
madrid,4,1,55,3463,1270.8350941071083
madrid,4,1,55,218,1803.0132874261876
madrid,4,1,55,7930,1403.8645518783458
madrid,4,1,55,8839,3231.917509522052
madrid,4,1,55,2172,1601.1002090126553
madrid,4,1,55,3276,640.6522289487282
madrid,4,1,55,8782,943.1934843212356
madrid,4,1,55,3128,9243.084656225177
madrid,4,1,55,7878,8351.789013122618
madrid,4,1,55,8031,8580.214734269573
madrid,4,1,55,7095,3706.6262697964703
madrid,4,1,55,2849,425.4812895094885
madrid,4,1,55,1747,12233.56011070199
madrid,4,1,55,1916,16723.204923406378
madrid,4,1,55,5206,4459.208343529389
madrid,4,1,55,245,3521.328347432054
madrid,4,1,55,4268,7650.090153083639
madrid,4,1,55,6182,3297.5585173534114
madrid,4,1,55,2509,197.83683861308694
madrid,4,1,55,8832,1972.5738284923066
madrid,4,1,55,5592,2736.4726258518663
madrid,4,1,55,5473,6441.61195679557
madrid,4,1,55,7598,1641.8694039669085
madrid,4,1,55,4336,10838.31057700752
madrid,4,1,55,7202,4713.088041014029
madrid,4,1,55,186,266.1788933207234
madrid,4,1,55,3764,5677.03224409453
madrid,4,1,55,8378,3383.974151407446
madrid,4,1,55,7590,1346.0688510291689
madrid,4,1,55,5293,6285.270218475741
madrid,4,1,55,4877,1913.91590127395
madrid,4,1,55,5588,4872.303218739779
madrid,4,1,55,151,4742.86762028249
madrid,4,1,55,6566,10272.300636228152
madrid,4,1,55,3711,221.69535756845548
madrid,4,1,55,7338,1248.4606925108517
madrid,4,1,55,6202,679.1122726995256
madrid,4,1,55,8534,6231.866852209926
madrid,4,1,55,8774,1878.4026601237013
madrid,4,1,55,6934,7999.78451850418
madrid,4,1,55,6958,3102.140274383555
madrid,4,1,55,3838,10711.13814154389
madrid,4,1,55,5427,185.64272300234006
madrid,4,1,55,7268,3107.3526930416197
madrid,4,1,55,7781,3665.6743170624663
madrid,4,1,55,2169,862.201967698765
madrid,4,1,55,4309,645.7409090671874
madrid,4,1,55,359,417.1049921191245
madrid,4,1,55,1398,16522.5177689042
madrid,4,1,55,5752,3599.3034027698527
madrid,4,1,55,2224,2916.15245041826
madrid,4,1,55,118,10091.019313341129
madrid,4,1,55,706,1142.008325603655
madrid,4,1,55,6362,5018.656329487256
madrid,4,1,55,2985,2787.71090580026
madrid,4,1,55,3565,2814.33078143823
madrid,4,1,55,1964,5354.140610381227
madrid,4,1,55,4834,436.27691371405234
madrid,4,1,55,6753,4202.405179939113
madrid,4,1,55,8675,3617.0721938926167
madrid,4,1,55,1876,3705.626412681693
madrid,4,1,55,3163,4482.342098414692
madrid,4,1,55,928,3569.1291538935307
madrid,4,1,55,3178,5393.1754437319
madrid,4,1,55,3434,4586.874731158519
madrid,4,1,55,8138,12096.688621689178
madrid,4,1,55,8805,846.5107009433508
madrid,4,1,55,7160,1506.6715322908876
madrid,4,1,55,3286,1620.408669025245
madrid,4,1,55,7263,2917.155882343817
madrid,4,1,55,3584,3454.435400623929
madrid,4,1,55,4384,4482.002087116792
madrid,4,1,55,1224,6867.616310920073
madrid,4,1,55,6773,5600.209694917905
madrid,4,1,55,6017,3805.618033974281
madrid,4,1,55,7216,3234.099804409788
madrid,4,1,55,3425,3803.1497287849875
madrid,4,1,55,6351,2764.0516111420343
madrid,4,1,55,4194,3692.910682752826
madrid,4,1,55,2526,7120.547260595498
madrid,4,1,55,7311,1682.8064676882752
madrid,4,1,55,7410,700.5359494088292
madrid,4,1,55,835,3645.4867424190165
madrid,4,1,55,4569,1125.0533532422405
madrid,4,1,55,4994,414.49196263000925
madrid,4,1,55,1597,4346.246232817962
madrid,4,1,55,8640,3066.060590299499
madrid,4,1,55,8722,1299.3259891892822
madrid,4,1,55,6443,4495.677181323731
madrid,4,1,55,2298,2661.407617861252
madrid,4,1,55,8086,1091.7653939550098
madrid,4,1,55,1752,8262.866528613325
madrid,4,1,55,8301,4546.387158370989
madrid,4,1,55,2098,4027.2371426170535
madrid,4,1,55,4707,3410.192243410009
madrid,4,1,55,917,6280.44941854937
madrid,4,1,55,1614,3744.7543353817364
madrid,4,1,55,3448,455.87261757509793
madrid,4,1,55,1686,3387.348666717477
madrid,4,1,55,3553,11605.551239366136
madrid,4,1,55,1320,8991.665501171887
madrid,4,1,55,7716,3442.9638130842677
madrid,4,1,55,1440,4641.402117162202
madrid,4,1,55,600,4381.730022073962
madrid,4,1,55,2694,12482.861399649968
madrid,4,1,55,593,1764.3259464444861
madrid,4,1,55,7481,4246.098333303269
madrid,4,1,55,1724,351.71629231934946
madrid,4,1,55,2437,1127.926608056283
madrid,4,1,55,6264,4562.091567689573
madrid,4,1,55,981,1745.6795599709405
madrid,4,1,55,3235,31469.688687014102
madrid,4,1,55,6778,5903.503299799993
madrid,4,1,55,5436,1604.807811371578
madrid,4,1,55,5219,3450.3233325981378
madrid,4,1,55,7679,3708.7161272006056
madrid,4,1,55,4924,16598.781357375898
madrid,4,1,55,4883,4589.421052067574
madrid,4,1,55,7297,2740.821504164827
madrid,4,1,55,8454,11210.58485460888
madrid,4,1,55,1910,1325.6169989032762
madrid,4,1,55,3478,2377.4725506648197
madrid,4,1,55,8146,4104.125033932632
madrid,4,1,55,6,477.0363524164265
madrid,4,1,55,1163,1926.2488206623018
madrid,4,1,55,4446,4002.6620951019013
madrid,4,1,55,4315,869.2629718208962
madrid,4,1,55,5369,3578.7096975417467
madrid,4,1,55,9100,3665.671394287081
madrid,4,1,55,8005,38169.5818024126
madrid,4,1,55,8843,3182.7487084243808
madrid,4,1,55,4041,2453.5616125136144
madrid,4,1,55,6758,5639.005517758545
madrid,4,1,55,3442,2592.639436989744
madrid,4,1,55,5164,857.894286011317
madrid,4,1,55,99,529.523566214885
madrid,4,1,55,3854,6132.044057460117
madrid,4,1,55,1081,4876.637482499068
madrid,4,1,55,8771,3092.0347643446466
madrid,4,1,55,5846,3460.0322092884767
madrid,4,1,55,751,4228.91949774318
madrid,4,1,55,4795,3978.233621510013
madrid,4,1,55,7756,377.878048497662
madrid,4,1,55,909,5835.793600638065
madrid,4,1,55,7616,3744.9876057256315
madrid,4,1,55,702,204.01154732951838
madrid,4,1,55,4362,4346.198753776848
madrid,4,1,55,942,2924.603214004167
madrid,4,1,55,2672,690.3175879326986
madrid,4,1,55,7581,391.20631036094653
madrid,4,1,55,7846,8521.976105859805
madrid,4,1,55,8487,2302.305726995573
madrid,4,1,55,1130,281.37145616580926
