cityname,i_o_length,prediction_horizon,grid_size,time_stamp,IC_temp
madrid,4,1,55,822,42116.0
madrid,4,1,55,6809,9596.0
madrid,4,1,55,7663,2886.0
madrid,4,1,55,5706,53396.0
madrid,4,1,55,828,194532.0
madrid,4,1,55,2221,3012.0
madrid,4,1,55,9006,0
madrid,4,1,55,3754,0
madrid,4,1,55,8885,0
madrid,4,1,55,4361,0
madrid,4,1,55,7957,32253.0
madrid,4,1,55,54,106289.0
madrid,4,1,55,7038,0
madrid,4,1,55,4517,0
madrid,4,1,55,2446,0
madrid,4,1,55,2364,0
madrid,4,1,55,5804,30421.0
madrid,4,1,55,753,0
madrid,4,1,55,2674,0
madrid,4,1,55,8400,0
madrid,4,1,55,5033,0
madrid,4,1,55,46,71632.0
madrid,4,1,55,2074,0
madrid,4,1,55,7037,0
madrid,4,1,55,8469,0
madrid,4,1,55,5695,25120.0
madrid,4,1,55,7086,0
madrid,4,1,55,1061,0
madrid,4,1,55,5114,0
madrid,4,1,55,6184,3662.0
madrid,4,1,55,4806,0
madrid,4,1,55,7727,0
madrid,4,1,55,6105,21126.0
madrid,4,1,55,4664,89745.0
madrid,4,1,55,5643,0
madrid,4,1,55,2983,0
madrid,4,1,55,6364,255535.0
madrid,4,1,55,6556,119922.0
madrid,4,1,55,4072,87789.0
madrid,4,1,55,7047,0
madrid,4,1,55,5036,116559.0
madrid,4,1,55,237,0
madrid,4,1,55,3231,26683.0
madrid,4,1,55,7471,0
madrid,4,1,55,5357,0
madrid,4,1,55,976,33492.0
madrid,4,1,55,1011,0
madrid,4,1,55,520,0
madrid,4,1,55,3388,0
madrid,4,1,55,5475,66053.0
madrid,4,1,55,6848,0
madrid,4,1,55,49,122118.0
madrid,4,1,55,3789,0
madrid,4,1,55,2554,0
madrid,4,1,55,3528,14463.0
madrid,4,1,55,7643,0
madrid,4,1,55,5168,0
madrid,4,1,55,4753,79032.0
madrid,4,1,55,4082,0
madrid,4,1,55,4432,0
madrid,4,1,55,2819,0
madrid,4,1,55,6820,123142.25
madrid,4,1,55,5960,21242.0
madrid,4,1,55,5175,16750.0
madrid,4,1,55,5711,13924.0
madrid,4,1,55,6033,9296.0
madrid,4,1,55,445,0
madrid,4,1,55,325,0
madrid,4,1,55,2077,71134.75
madrid,4,1,55,522,70416.0
madrid,4,1,55,6662,0
madrid,4,1,55,7584,4610.0
madrid,4,1,55,2241,0
madrid,4,1,55,7892,3308.0
madrid,4,1,55,6687,0
madrid,4,1,55,2434,17984.0
madrid,4,1,55,5782,60508.0
madrid,4,1,55,1777,0
madrid,4,1,55,1209,0
madrid,4,1,55,2098,0
madrid,4,1,55,2491,0
madrid,4,1,55,8274,16775.0
madrid,4,1,55,5791,14634.0
madrid,4,1,55,8080,16296.0
madrid,4,1,55,1112,0
madrid,4,1,55,3648,66166.0
madrid,4,1,55,6924,20012.0
madrid,4,1,55,6290,10950.0
madrid,4,1,55,5243,0
madrid,4,1,55,5370,0
madrid,4,1,55,4337,0
madrid,4,1,55,24,141456.0
madrid,4,1,55,227,11944.0
madrid,4,1,55,1877,0
madrid,4,1,55,8641,0
madrid,4,1,55,1259,125252.0
madrid,4,1,55,1910,508820.5
madrid,4,1,55,957,34344.0
madrid,4,1,55,8186,33508.0
madrid,4,1,55,3597,0
madrid,4,1,55,5613,0
madrid,4,1,55,59,0
madrid,4,1,55,2054,121834.75
madrid,4,1,55,1714,0
madrid,4,1,55,8425,22731.0
madrid,4,1,55,7226,9036.0
madrid,4,1,55,7480,0
madrid,4,1,55,3647,74388.0
madrid,4,1,55,8017,113049.0
madrid,4,1,55,442,0
madrid,4,1,55,536,198038.0
madrid,4,1,55,1257,218831.0
madrid,4,1,55,960,0
madrid,4,1,55,3655,0
madrid,4,1,55,766,6726.0
madrid,4,1,55,1986,0
madrid,4,1,55,8154,0
madrid,4,1,55,4088,0
madrid,4,1,55,7939,219391.0
madrid,4,1,55,7257,0
madrid,4,1,55,1180,0
madrid,4,1,55,8747,0
madrid,4,1,55,8625,0
madrid,4,1,55,8016,31109.0
madrid,4,1,55,5293,0
madrid,4,1,55,2975,168491.0
madrid,4,1,55,8022,299246.0
madrid,4,1,55,2233,14412.0
madrid,4,1,55,8920,0
madrid,4,1,55,5203,0
madrid,4,1,55,7825,0
madrid,4,1,55,7154,23118.0
madrid,4,1,55,7554,0
madrid,4,1,55,5513,0
madrid,4,1,55,8165,24821.0
madrid,4,1,55,4018,17933.0
madrid,4,1,55,78,0
madrid,4,1,55,5083,0
madrid,4,1,55,4922,117129.0
madrid,4,1,55,5734,592557.0
madrid,4,1,55,6641,50223.0
madrid,4,1,55,3726,0
madrid,4,1,55,8576,37610.0
madrid,4,1,55,7750,11225.0
madrid,4,1,55,5971,0
madrid,4,1,55,1437,31821.5
madrid,4,1,55,3593,26760.0
madrid,4,1,55,3439,0
madrid,4,1,55,180,4963.0
madrid,4,1,55,4418,73463.0
madrid,4,1,55,7570,0
madrid,4,1,55,1477,0
madrid,4,1,55,259,0
madrid,4,1,55,6531,0
madrid,4,1,55,2449,0
madrid,4,1,55,7196,29892.0
madrid,4,1,55,31,0
madrid,4,1,55,266,0
madrid,4,1,55,4033,38059.0
madrid,4,1,55,7205,75515.0
madrid,4,1,55,3533,0
madrid,4,1,55,130,0
madrid,4,1,55,8091,0
madrid,4,1,55,798,271730.0
madrid,4,1,55,5222,20141.0
madrid,4,1,55,7711,0
madrid,4,1,55,3417,0
madrid,4,1,55,5722,23540.0
madrid,4,1,55,5118,0
madrid,4,1,55,8224,11537.0
madrid,4,1,55,7343,0
madrid,4,1,55,8438,33560.0
madrid,4,1,55,1430,220835.0
madrid,4,1,55,2684,88834.0
madrid,4,1,55,8745,0
madrid,4,1,55,5938,3284.0
madrid,4,1,55,8943,0
madrid,4,1,55,2681,21469.0
madrid,4,1,55,1795,0
madrid,4,1,55,3458,86261.0
madrid,4,1,55,6173,0
madrid,4,1,55,1152,0
madrid,4,1,55,7659,134027.0
madrid,4,1,55,7192,3432.0
madrid,4,1,55,6314,0
madrid,4,1,55,8293,8652.0
madrid,4,1,55,1949,194809.25
madrid,4,1,55,192,202677.0
madrid,4,1,55,3481,0
madrid,4,1,55,2354,0
madrid,4,1,55,3801,38865.0
madrid,4,1,55,2165,57400.75
madrid,4,1,55,837,0
madrid,4,1,55,8360,0
madrid,4,1,55,869,71064.0
madrid,4,1,55,4349,0
madrid,4,1,55,3351,0
madrid,4,1,55,7514,0
madrid,4,1,55,8243,0
madrid,4,1,55,3270,0
madrid,4,1,55,6891,31846.0
madrid,4,1,55,6181,0
madrid,4,1,55,4383,0
madrid,4,1,55,1987,0
madrid,4,1,55,8146,38337.0
madrid,4,1,55,1445,0
madrid,4,1,55,8289,0
madrid,4,1,55,7435,0
madrid,4,1,55,7171,0
madrid,4,1,55,2665,0
madrid,4,1,55,2260,0
madrid,4,1,55,7668,261287.0
madrid,4,1,55,999,0
madrid,4,1,55,3375,90174.0
madrid,4,1,55,2369,146637.0
madrid,4,1,55,519,0
madrid,4,1,55,4125,0
madrid,4,1,55,4748,71786.0
madrid,4,1,55,5470,0
madrid,4,1,55,5397,3994.0
madrid,4,1,55,5757,19381.0
madrid,4,1,55,7231,8867.0
madrid,4,1,55,3607,13635.0
madrid,4,1,55,2805,54028.0
madrid,4,1,55,8548,24712.0
madrid,4,1,55,8167,16413.0
madrid,4,1,55,1597,0
madrid,4,1,55,8832,0
madrid,4,1,55,7438,2317.0
madrid,4,1,55,2640,0
madrid,4,1,55,2333,0
madrid,4,1,55,5671,4414.0
madrid,4,1,55,8990,332753.25
madrid,4,1,55,3306,0
madrid,4,1,55,4818,10884.0
madrid,4,1,55,736,41788.0
madrid,4,1,55,4426,12678.0
madrid,4,1,55,630,22513.0
madrid,4,1,55,4604,0
madrid,4,1,55,5120,0
madrid,4,1,55,6710,0
madrid,4,1,55,880,192086.0
madrid,4,1,55,2992,112428.0
madrid,4,1,55,529,0
madrid,4,1,55,4740,0
madrid,4,1,55,5044,14796.0
madrid,4,1,55,770,0
madrid,4,1,55,5045,15024.0
madrid,4,1,55,2631,264491.0
madrid,4,1,55,7769,0
madrid,4,1,55,677,26222.0
madrid,4,1,55,3109,0
madrid,4,1,55,5817,25859.0
madrid,4,1,55,5898,0
madrid,4,1,55,2842,0
madrid,4,1,55,7443,27381.0
madrid,4,1,55,4001,0
madrid,4,1,55,7724,0
madrid,4,1,55,7067,12131.0
madrid,4,1,55,5679,8898.0
madrid,4,1,55,1564,43020.0
madrid,4,1,55,2336,12373.0
madrid,4,1,55,6094,0
madrid,4,1,55,1463,47510.0
madrid,4,1,55,8467,0
madrid,4,1,55,1237,17856.0
madrid,4,1,55,4876,0
madrid,4,1,55,7687,0
madrid,4,1,55,5560,99092.0
madrid,4,1,55,6040,10794.0
madrid,4,1,55,2220,0
madrid,4,1,55,5415,0
madrid,4,1,55,6913,0
madrid,4,1,55,6416,0
madrid,4,1,55,3199,43162.0
madrid,4,1,55,3979,0
madrid,4,1,55,7421,105126.0
madrid,4,1,55,7320,0
madrid,4,1,55,6187,13972.0
madrid,4,1,55,3663,128917.0
madrid,4,1,55,2530,0
madrid,4,1,55,2594,8808.0
madrid,4,1,55,1798,0
madrid,4,1,55,4130,0
madrid,4,1,55,2123,0
madrid,4,1,55,5769,0
madrid,4,1,55,7081,0
madrid,4,1,55,1738,486821.25
madrid,4,1,55,6047,27018.0
madrid,4,1,55,5377,0
madrid,4,1,55,2962,0
madrid,4,1,55,810,7925.0
madrid,4,1,55,4423,12678.0
madrid,4,1,55,3254,0
madrid,4,1,55,5877,21890.0
madrid,4,1,55,6122,16767.0
madrid,4,1,55,3424,7380.0
madrid,4,1,55,4362,0
madrid,4,1,55,5147,13181.0
madrid,4,1,55,1277,3364.0
madrid,4,1,55,8144,17615.0
madrid,4,1,55,1085,0
madrid,4,1,55,7403,2751.0
madrid,4,1,55,6197,0
madrid,4,1,55,1598,0
madrid,4,1,55,6619,4131.0
madrid,4,1,55,2861,0
madrid,4,1,55,6630,0
madrid,4,1,55,4790,0
madrid,4,1,55,2272,0
madrid,4,1,55,5155,0
madrid,4,1,55,2613,0
madrid,4,1,55,7369,15960.0
madrid,4,1,55,3490,0
madrid,4,1,55,3164,0
madrid,4,1,55,7015,39285.0
madrid,4,1,55,3613,19240.0
madrid,4,1,55,1105,182174.0
madrid,4,1,55,4285,0
madrid,4,1,55,4000,0
madrid,4,1,55,5998,0
madrid,4,1,55,4457,0
madrid,4,1,55,5816,10000.0
madrid,4,1,55,462,0
madrid,4,1,55,1261,0
madrid,4,1,55,2783,0
madrid,4,1,55,4045,0
madrid,4,1,55,3917,0
madrid,4,1,55,4410,81216.0
madrid,4,1,55,6296,46954.0
madrid,4,1,55,6580,71957.0
madrid,4,1,55,6135,21041.0
madrid,4,1,55,5982,11303.0
madrid,4,1,55,7113,30576.0
madrid,4,1,55,3030,54757.0
madrid,4,1,55,571,163663.0
madrid,4,1,55,44,0
madrid,4,1,55,5809,15591.0
madrid,4,1,55,4241,107519.0
madrid,4,1,55,339,0
madrid,4,1,55,3081,0
madrid,4,1,55,552,15861.0
madrid,4,1,55,5604,5389.0
madrid,4,1,55,7094,0
madrid,4,1,55,423,0
madrid,4,1,55,7269,11676.0
madrid,4,1,55,6646,80878.0
madrid,4,1,55,7386,0
madrid,4,1,55,5277,14436.0
madrid,4,1,55,8361,0
madrid,4,1,55,7935,211781.0
madrid,4,1,55,1381,0
madrid,4,1,55,7464,100313.0
madrid,4,1,55,5672,0
madrid,4,1,55,6620,4201.0
madrid,4,1,55,1340,233538.0
madrid,4,1,55,4614,49426.0
madrid,4,1,55,5323,0
madrid,4,1,55,7151,7115.0
madrid,4,1,55,1757,122823.25
madrid,4,1,55,411,0
madrid,4,1,55,2178,0
madrid,4,1,55,1677,0
madrid,4,1,55,4061,81826.0
madrid,4,1,55,5669,17349.0
madrid,4,1,55,6029,4621.0
madrid,4,1,55,6952,0
madrid,4,1,55,5781,43267.0
madrid,4,1,55,2748,2671.0
madrid,4,1,55,2210,14262.0
madrid,4,1,55,738,94700.0
madrid,4,1,55,241,7216.0
madrid,4,1,55,8227,23316.0
madrid,4,1,55,8302,0
madrid,4,1,55,8310,314753.0
madrid,4,1,55,7007,0
madrid,4,1,55,4722,0
madrid,4,1,55,5833,0
madrid,4,1,55,6168,19905.0
madrid,4,1,55,3719,825799.0
madrid,4,1,55,5798,0
madrid,4,1,55,189,41907.0
madrid,4,1,55,974,25257.0
madrid,4,1,55,8232,39276.0
madrid,4,1,55,4823,0
madrid,4,1,55,4225,2169.0
madrid,4,1,55,795,183834.0
madrid,4,1,55,5224,0
madrid,4,1,55,838,0
madrid,4,1,55,4133,0
madrid,4,1,55,6239,60137.0
madrid,4,1,55,8078,0
madrid,4,1,55,115,0
madrid,4,1,55,2467,0
madrid,4,1,55,3402,57786.0
madrid,4,1,55,7697,24937.0
madrid,4,1,55,8792,112067.5
madrid,4,1,55,6166,0
madrid,4,1,55,5712,13924.0
madrid,4,1,55,6302,7209.0
madrid,4,1,55,4696,49248.0
madrid,4,1,55,885,153466.0
madrid,4,1,55,4619,8808.0
madrid,4,1,55,3260,0
madrid,4,1,55,5122,0
madrid,4,1,55,5753,0
madrid,4,1,55,2112,0
madrid,4,1,55,2529,0
madrid,4,1,55,5270,63854.0
madrid,4,1,55,1880,0
madrid,4,1,55,2080,57587.75
madrid,4,1,55,8583,0
madrid,4,1,55,4327,212304.0
madrid,4,1,55,200,0
madrid,4,1,55,8977,0
madrid,4,1,55,2051,24354.0
madrid,4,1,55,486,4139.0
madrid,4,1,55,295,0
madrid,4,1,55,3624,1490.0
madrid,4,1,55,741,229528.0
madrid,4,1,55,5423,0
madrid,4,1,55,1201,13457.0
madrid,4,1,55,1929,25213.5
madrid,4,1,55,7334,125775.0
madrid,4,1,55,3836,21865.0
madrid,4,1,55,6731,69992.0
madrid,4,1,55,7003,0
madrid,4,1,55,691,69348.0
madrid,4,1,55,6489,0
madrid,4,1,55,7785,32600.0
madrid,4,1,55,5944,6856.0
madrid,4,1,55,695,15792.0
madrid,4,1,55,1934,0
madrid,4,1,55,6359,5414.0
madrid,4,1,55,593,0
madrid,4,1,55,4433,0
madrid,4,1,55,5342,2257.0
madrid,4,1,55,2334,0
madrid,4,1,55,2924,11196.0
madrid,4,1,55,3610,18536.0
madrid,4,1,55,5584,4668.0
madrid,4,1,55,8468,0
madrid,4,1,55,4924,12216.0
madrid,4,1,55,746,0
madrid,4,1,55,15,16812.777777777777
madrid,4,1,55,1802,0
madrid,4,1,55,7532,144964.0
madrid,4,1,55,4993,0
madrid,4,1,55,641,0
madrid,4,1,55,603,38400.0
madrid,4,1,55,9027,0
madrid,4,1,55,6991,4960.0
madrid,4,1,55,7670,258926.0
madrid,4,1,55,4937,0
madrid,4,1,55,1065,0
madrid,4,1,55,2978,156735.0
madrid,4,1,55,7341,0
madrid,4,1,55,3578,26698.0
madrid,4,1,55,3114,66162.0
madrid,4,1,55,3072,0
madrid,4,1,55,1334,0
madrid,4,1,55,6647,105982.75
madrid,4,1,55,7452,0
madrid,4,1,55,3668,0
madrid,4,1,55,6072,0
madrid,4,1,55,3652,0
madrid,4,1,55,6697,0
madrid,4,1,55,6417,0
madrid,4,1,55,228,0
madrid,4,1,55,4183,9139.0
madrid,4,1,55,3195,0
madrid,4,1,55,5330,0
madrid,4,1,55,2183,0
madrid,4,1,55,8514,21961.0
madrid,4,1,55,1557,0
madrid,4,1,55,4523,0
madrid,4,1,55,5827,0
madrid,4,1,55,5081,0
madrid,4,1,55,8323,716909.0
madrid,4,1,55,8646,25103.79775377229
madrid,4,1,55,7148,1774.0
madrid,4,1,55,742,218886.0
madrid,4,1,55,990,0
madrid,4,1,55,1419,0
madrid,4,1,55,5441,0
madrid,4,1,55,6002,0
madrid,4,1,55,4923,121224.0
madrid,4,1,55,8141,0
madrid,4,1,55,2353,0
madrid,4,1,55,452,17340.0
madrid,4,1,55,4816,5712.0
madrid,4,1,55,8660,0
madrid,4,1,55,2688,156262.0
madrid,4,1,55,1144,0
madrid,4,1,55,1697,0
madrid,4,1,55,6098,3636.0
madrid,4,1,55,5011,0
madrid,4,1,55,7818,0
madrid,4,1,55,3731,49324.0
madrid,4,1,55,3452,0
madrid,4,1,55,7382,26016.0
madrid,4,1,55,6847,0
madrid,4,1,55,4334,25165.0
madrid,4,1,55,1154,0
madrid,4,1,55,5267,26104.0
madrid,4,1,55,6338,11112.0
madrid,4,1,55,8567,0
madrid,4,1,55,358,0
madrid,4,1,55,7590,77778.0
madrid,4,1,55,4391,0
madrid,4,1,55,1220,23069.0
madrid,4,1,55,5618,71927.0
madrid,4,1,55,7185,27732.0
madrid,4,1,55,631,30249.0
madrid,4,1,55,1967,146158.75
madrid,4,1,55,7987,0
madrid,4,1,55,2181,0
madrid,4,1,55,4031,28864.0
madrid,4,1,55,2677,0
madrid,4,1,55,6540,4276.0
madrid,4,1,55,3757,0
madrid,4,1,55,8969,187543.5
madrid,4,1,55,8380,0
madrid,4,1,55,8429,17081.0
madrid,4,1,55,4192,0
madrid,4,1,55,2662,0
madrid,4,1,55,5914,0
madrid,4,1,55,658,0
madrid,4,1,55,1990,43231.5
madrid,4,1,55,2218,0
madrid,4,1,55,936,0
madrid,4,1,55,2219,0
madrid,4,1,55,7498,18603.0
madrid,4,1,55,4974,6656.0
madrid,4,1,55,6865,0
madrid,4,1,55,6901,31134.0
madrid,4,1,55,5394,15512.0
madrid,4,1,55,4652,4314.0
madrid,4,1,55,5005,35685.0
madrid,4,1,55,2522,29961.0
madrid,4,1,55,7822,0
madrid,4,1,55,2701,0
madrid,4,1,55,6115,4603.0
madrid,4,1,55,6463,0
madrid,4,1,55,5127,3401.0
madrid,4,1,55,2235,0
madrid,4,1,55,5151,13438.0
madrid,4,1,55,1150,17856.0
madrid,4,1,55,3615,9621.0
madrid,4,1,55,4779,128025.0
madrid,4,1,55,3376,90120.0
madrid,4,1,55,4525,0
madrid,4,1,55,2107,48975.5
madrid,4,1,55,8132,0
madrid,4,1,55,6561,102197.5
madrid,4,1,55,6108,15078.0
madrid,4,1,55,5765,16347.0
madrid,4,1,55,5337,0
madrid,4,1,55,4435,0
madrid,4,1,55,1328,0
madrid,4,1,55,6222,20675.0
madrid,4,1,55,1725,0
madrid,4,1,55,2685,143277.0
madrid,4,1,55,4710,0
madrid,4,1,55,6147,15042.0
madrid,4,1,55,537,122869.0
madrid,4,1,55,1776,65721.5
madrid,4,1,55,3261,0
madrid,4,1,55,8334,0
madrid,4,1,55,1467,66640.0
madrid,4,1,55,4801,0
madrid,4,1,55,2516,196128.0
madrid,4,1,55,6304,21540.0
madrid,4,1,55,7851,307206.0
madrid,4,1,55,2583,3540.0
madrid,4,1,55,352,34236.0
madrid,4,1,55,8495,74093.0
madrid,4,1,55,4507,484594.0
madrid,4,1,55,5214,3780.0
madrid,4,1,55,5582,4619.0
madrid,4,1,55,6854,0
madrid,4,1,55,5658,0
madrid,4,1,55,683,0
madrid,4,1,55,7272,51224.0
madrid,4,1,55,5338,0
madrid,4,1,55,3846,26065.0
madrid,4,1,55,7206,60515.0
madrid,4,1,55,1491,0
madrid,4,1,55,7218,0
madrid,4,1,55,5286,0
madrid,4,1,55,4329,58357.0
madrid,4,1,55,2711,30630.0
madrid,4,1,55,997,102589.0
madrid,4,1,55,8462,0
madrid,4,1,55,6163,0
madrid,4,1,55,8413,14808.0
madrid,4,1,55,3345,15595.0
madrid,4,1,55,488,4139.0
madrid,4,1,55,6046,19915.0
madrid,4,1,55,5888,22822.0
madrid,4,1,55,7300,0
madrid,4,1,55,1082,80851.0
madrid,4,1,55,1354,0
madrid,4,1,55,1826,514795.25
madrid,4,1,55,3167,0
madrid,4,1,55,4514,0
madrid,4,1,55,2799,38088.0
madrid,4,1,55,5887,14912.0
madrid,4,1,55,3255,0
madrid,4,1,55,4643,0
madrid,4,1,55,573,0
madrid,4,1,55,4227,0
madrid,4,1,55,5585,4668.0
madrid,4,1,55,1667,0
madrid,4,1,55,3240,0
madrid,4,1,55,8480,131131.0
madrid,4,1,55,4782,73415.0
madrid,4,1,55,6956,0
madrid,4,1,55,4102,20507.0
madrid,4,1,55,4526,0
madrid,4,1,55,2065,74635.5
madrid,4,1,55,605,73152.0
madrid,4,1,55,1401,211537.0
madrid,4,1,55,1843,78826.0
madrid,4,1,55,4928,48288.0
madrid,4,1,55,7809,3540.0
madrid,4,1,55,5837,0
madrid,4,1,55,7040,8436.0
madrid,4,1,55,336,79703.0
madrid,4,1,55,4214,0
madrid,4,1,55,8594,0
madrid,4,1,55,1069,0
madrid,4,1,55,4624,0
madrid,4,1,55,3268,0
madrid,4,1,55,3857,9886.0
madrid,4,1,55,8654,0
madrid,4,1,55,7591,49305.0
madrid,4,1,55,5536,14241.0
madrid,4,1,55,852,0
madrid,4,1,55,1188,154589.0
madrid,4,1,55,4131,0
madrid,4,1,55,3989,49647.0
madrid,4,1,55,714,7336.0
madrid,4,1,55,3902,32991.0
madrid,4,1,55,1242,0
madrid,4,1,55,6481,0
madrid,4,1,55,8492,67867.0
madrid,4,1,55,7672,61285.0
madrid,4,1,55,8633,32281.0
madrid,4,1,55,1937,100466.0
madrid,4,1,55,2624,0
madrid,4,1,55,2412,3600.0
madrid,4,1,55,1526,88439.75
madrid,4,1,55,1297,0
madrid,4,1,55,8574,11817.0
madrid,4,1,55,7039,0
madrid,4,1,55,8326,45590.0
madrid,4,1,55,3817,48434.0
madrid,4,1,55,2379,0
madrid,4,1,55,4392,132689.0
madrid,4,1,55,3325,24081.0
madrid,4,1,55,7368,15960.0
madrid,4,1,55,3489,0
madrid,4,1,55,3363,0
madrid,4,1,55,7364,153614.0
madrid,4,1,55,3320,26371.0
madrid,4,1,55,2262,0
madrid,4,1,55,6585,0
madrid,4,1,55,1035,5820.0
madrid,4,1,55,912,207631.0
madrid,4,1,55,1926,42558.0
madrid,4,1,55,8878,83432.25
madrid,4,1,55,4943,0
madrid,4,1,55,5471,0
madrid,4,1,55,4121,0
madrid,4,1,55,7381,36456.0
madrid,4,1,55,137,189642.0
madrid,4,1,55,2771,93093.0
madrid,4,1,55,3069,0
madrid,4,1,55,6941,0
madrid,4,1,55,7757,0
madrid,4,1,55,4106,0
madrid,4,1,55,3168,0
madrid,4,1,55,1651,86260.75
madrid,4,1,55,2706,0
madrid,4,1,55,5459,0
madrid,4,1,55,3540,5963.0
madrid,4,1,55,527,0
madrid,4,1,55,5244,0
madrid,4,1,55,2575,0
madrid,4,1,55,8162,0
madrid,4,1,55,5750,0
madrid,4,1,55,4571,2158.0
madrid,4,1,55,5291,0
madrid,4,1,55,4688,0
madrid,4,1,55,7980,0
madrid,4,1,55,8418,0
madrid,4,1,55,122,0
madrid,4,1,55,2890,0
madrid,4,1,55,7385,0
madrid,4,1,55,5393,15555.0
madrid,4,1,55,5901,0
madrid,4,1,55,5358,21205.0
madrid,4,1,55,6734,129151.25
madrid,4,1,55,8365,0
madrid,4,1,55,145,0
madrid,4,1,55,3659,0
madrid,4,1,55,8171,16886.0
madrid,4,1,55,3077,0
madrid,4,1,55,5545,0
madrid,4,1,55,7518,0
madrid,4,1,55,395,102812.0
madrid,4,1,55,608,11844.0
madrid,4,1,55,7248,208752.0
madrid,4,1,55,1487,57264.5
madrid,4,1,55,2981,0
madrid,4,1,55,825,243270.0
madrid,4,1,55,6345,0
madrid,4,1,55,4065,58175.0
madrid,4,1,55,8958,0
madrid,4,1,55,7114,19200.0
madrid,4,1,55,8166,30381.0
madrid,4,1,55,934,0
madrid,4,1,55,4869,76905.0
madrid,4,1,55,1767,28096.5
madrid,4,1,55,842,6688.0
madrid,4,1,55,1449,27992.0
madrid,4,1,55,2647,0
madrid,4,1,55,6058,0
madrid,4,1,55,2101,48878.0
madrid,4,1,55,4167,0
madrid,4,1,55,4916,5023.0
madrid,4,1,55,2480,0
madrid,4,1,55,5390,18000.0
madrid,4,1,55,4136,8627.0
madrid,4,1,55,8568,0
madrid,4,1,55,2929,0
madrid,4,1,55,2619,0
madrid,4,1,55,5328,4646.0
madrid,4,1,55,6703,0
madrid,4,1,55,579,0
madrid,4,1,55,7477,0
madrid,4,1,55,2055,97480.75
madrid,4,1,55,5989,20126.0
madrid,4,1,55,1272,0
madrid,4,1,55,1183,0
madrid,4,1,55,2592,0
madrid,4,1,55,1433,0
madrid,4,1,55,6768,0
madrid,4,1,55,3457,60134.0
madrid,4,1,55,1797,0
madrid,4,1,55,5690,7659.0
madrid,4,1,55,6863,79955.0
madrid,4,1,55,155,10704.0
madrid,4,1,55,1131,80594.0
madrid,4,1,55,5770,0
madrid,4,1,55,6268,0
madrid,4,1,55,2329,0
madrid,4,1,55,7612,41274.0
madrid,4,1,55,5929,14972.0
madrid,4,1,55,1695,0
madrid,4,1,55,6335,0
madrid,4,1,55,5775,7281.0
madrid,4,1,55,6701,0
madrid,4,1,55,8509,17397.0
madrid,4,1,55,1241,0
madrid,4,1,55,4657,0
madrid,4,1,55,4941,0
madrid,4,1,55,7924,20596.0
madrid,4,1,55,8688,0
madrid,4,1,55,5834,0
madrid,4,1,55,5871,26492.0
madrid,4,1,55,5879,7330.0
madrid,4,1,55,7420,84264.0
madrid,4,1,55,2821,0
madrid,4,1,55,4727,21636.0
madrid,4,1,55,7787,24661.0
madrid,4,1,55,6456,0
madrid,4,1,55,4032,38187.0
madrid,4,1,55,3619,0
madrid,4,1,55,7883,0
madrid,4,1,55,7510,16467.0
madrid,4,1,55,6498,0
madrid,4,1,55,4871,72000.0
madrid,4,1,55,3465,0
madrid,4,1,55,512,0
madrid,4,1,55,2779,0
madrid,4,1,55,7788,24661.0
madrid,4,1,55,6543,0
madrid,4,1,55,2564,0
madrid,4,1,55,2539,0
madrid,4,1,55,2582,3540.0
madrid,4,1,55,8399,0
madrid,4,1,55,8980,0
madrid,4,1,55,2263,0
madrid,4,1,55,8039,8051.0
madrid,4,1,55,3675,28896.0
madrid,4,1,55,2597,51249.0
madrid,4,1,55,6478,100198.75
madrid,4,1,55,5265,61361.0
madrid,4,1,55,8739,0
madrid,4,1,55,1830,173284.75
madrid,4,1,55,6447,4176.0
madrid,4,1,55,6060,0
madrid,4,1,55,5135,0
madrid,4,1,55,8682,0
madrid,4,1,55,8247,0
madrid,4,1,55,5101,92549.0
madrid,4,1,55,2455,23284.0
madrid,4,1,55,4671,0
madrid,4,1,55,2429,163420.0
madrid,4,1,55,3184,0
madrid,4,1,55,1920,0
madrid,4,1,55,1631,147971.5
madrid,4,1,55,4729,25752.0
madrid,4,1,55,508,36601.0
madrid,4,1,55,922,0
madrid,4,1,55,6325,0
madrid,4,1,55,772,0
madrid,4,1,55,7834,8607.0
madrid,4,1,55,1218,0
madrid,4,1,55,6782,0
madrid,4,1,55,8493,59107.0
madrid,4,1,55,2901,0
madrid,4,1,55,3623,0
madrid,4,1,55,3832,0
madrid,4,1,55,1965,219266.5
madrid,4,1,55,1130,80594.0
madrid,4,1,55,5195,0
madrid,4,1,55,7765,263252.0
madrid,4,1,55,8617,33573.0
madrid,4,1,55,6587,0
madrid,4,1,55,112,0
madrid,4,1,55,1706,212861.75
madrid,4,1,55,582,0
madrid,4,1,55,1867,0
madrid,4,1,55,4635,14539.0
madrid,4,1,55,3074,0
madrid,4,1,55,201,0
madrid,4,1,55,422,0
madrid,4,1,55,559,0
madrid,4,1,55,8368,0
madrid,4,1,55,181,3305.0
madrid,4,1,55,2519,257479.0
madrid,4,1,55,4026,0
madrid,4,1,55,499,25696.0
madrid,4,1,55,1489,0
madrid,4,1,55,4171,0
madrid,4,1,55,1656,136293.5
madrid,4,1,55,8412,0
madrid,4,1,55,2996,0
madrid,4,1,55,1812,0
madrid,4,1,55,4559,3324.0
madrid,4,1,55,8529,50353.0
