cityname,i_o_length,prediction_horizon,grid_size,time_stamp,IC_temp
london,4,1,55,5795,5028.0
london,4,1,55,6999,0
london,4,1,55,5935,3972.0
london,4,1,55,1105,6834.0
london,4,1,55,1582,57810.0
london,4,1,55,1379,103207.0
london,4,1,55,5804,0
london,4,1,55,7382,0
london,4,1,55,799,0
london,4,1,55,3455,10305.0
london,4,1,55,6007,0
london,4,1,55,8540,0
london,4,1,55,3361,2508.0
london,4,1,55,3897,0
london,4,1,55,4768,0
london,4,1,55,7214,0
london,4,1,55,718,0
london,4,1,55,2321,11640.0
london,4,1,55,3901,11655.0
london,4,1,55,3587,18101.0
london,4,1,55,831,0
london,4,1,55,5404,0
london,4,1,55,782,0
london,4,1,55,7668,31801.0
london,4,1,55,7249,0
london,4,1,55,5282,1242.0
london,4,1,55,4969,1255.0
london,4,1,55,6044,0
london,4,1,55,3673,12007.0
london,4,1,55,8035,13175.0
london,4,1,55,1032,0
london,4,1,55,8004,0
london,4,1,55,811,82627.0
london,4,1,55,4324,15372.0
london,4,1,55,708,0
london,4,1,55,2670,11462.0
london,4,1,55,4379,0
london,4,1,55,4715,0
london,4,1,55,7754,24453.0
london,4,1,55,6222,0
london,4,1,55,1622,0
london,4,1,55,2280,0
london,4,1,55,5927,2260.0
london,4,1,55,3525,1995.0
london,4,1,55,672,23995.0
london,4,1,55,1503,0
london,4,1,55,5539,2328.0
london,4,1,55,4487,0
london,4,1,55,2780,0
london,4,1,55,1962,0
london,4,1,55,1343,0
london,4,1,55,2165,0
london,4,1,55,2745,57514.0
london,4,1,55,3026,14084.0
london,4,1,55,3717,0
london,4,1,55,8002,0
london,4,1,55,3632,0
london,4,1,55,4791,0
london,4,1,55,1917,4341.0
london,4,1,55,1993,3749.0
london,4,1,55,6758,36432.0
london,4,1,55,3594,5155.0
london,4,1,55,8821,7609.0
london,4,1,55,8698,13522.0
london,4,1,55,5302,0
london,4,1,55,2342,0
london,4,1,55,3757,11097.0
london,4,1,55,7223,0
london,4,1,55,338,3118.0
london,4,1,55,6514,0
london,4,1,55,6555,0
london,4,1,55,4602,0
london,4,1,55,1194,0
london,4,1,55,2091,5958.0
london,4,1,55,4879,0
london,4,1,55,4355,31386.0
london,4,1,55,1129,0
london,4,1,55,8151,0
london,4,1,55,2774,1550.0
london,4,1,55,6227,0
london,4,1,55,3257,0
london,4,1,55,4121,10710.0
london,4,1,55,2240,9168.0
london,4,1,55,1720,7240.0
london,4,1,55,7489,3979.0
london,4,1,55,8247,0
london,4,1,55,8631,0
london,4,1,55,2699,0
london,4,1,55,3775,0
london,4,1,55,1650,0
london,4,1,55,3611,2177.0
london,4,1,55,7759,0
london,4,1,55,3751,0
london,4,1,55,5193,2406.0
london,4,1,55,8750,0
london,4,1,55,1732,0
london,4,1,55,4539,0
london,4,1,55,2526,3855.0
london,4,1,55,124,0
london,4,1,55,5844,7910.0
london,4,1,55,7332,0
london,4,1,55,1271,73842.0
london,4,1,55,5664,0
london,4,1,55,1852,0
london,4,1,55,8992,15944.0
london,4,1,55,5492,0
london,4,1,55,6757,59486.0
london,4,1,55,506,14475.0
london,4,1,55,1452,0
london,4,1,55,6615,6842.0
london,4,1,55,8902,0
london,4,1,55,5135,0
london,4,1,55,2634,0
london,4,1,55,5217,0
london,4,1,55,605,0
london,4,1,55,1235,0
london,4,1,55,5848,2473.0
london,4,1,55,8643,30130.0
london,4,1,55,6408,0
london,4,1,55,4359,20106.0
london,4,1,55,9019,0
london,4,1,55,1398,33268.0
london,4,1,55,3972,12812.0
london,4,1,55,2039,3401.0
london,4,1,55,4660,6533.0
london,4,1,55,5689,13376.0
london,4,1,55,2032,0
london,4,1,55,1300,13784.0
london,4,1,55,1612,17252.0
london,4,1,55,4747,0
london,4,1,55,3678,4215.0
london,4,1,55,5308,8295.0
london,4,1,55,556,13496.0
london,4,1,55,5875,0
london,4,1,55,8483,0
london,4,1,55,4225,1481.0
london,4,1,55,6946,0
london,4,1,55,587,6834.0
london,4,1,55,1623,6182.0
london,4,1,55,7322,16486.75
london,4,1,55,5729,29658.0
london,4,1,55,3923,14301.0
london,4,1,55,3654,0
london,4,1,55,7682,0
london,4,1,55,2330,2348.0
london,4,1,55,7825,0
london,4,1,55,3903,11655.0
london,4,1,55,4113,0
london,4,1,55,5123,0
london,4,1,55,3052,0
london,4,1,55,2952,0
london,4,1,55,173,0
london,4,1,55,3456,13992.0
london,4,1,55,1879,0
london,4,1,55,8629,0
london,4,1,55,5391,0
london,4,1,55,7955,21199.0
london,4,1,55,5184,0
london,4,1,55,947,93095.0
london,4,1,55,7800,5428.0
london,4,1,55,495,0
london,4,1,55,3034,0
london,4,1,55,1569,0
london,4,1,55,2697,0
london,4,1,55,8367,0
london,4,1,55,2466,34218.0
london,4,1,55,4199,9658.0
london,4,1,55,3057,19474.0
london,4,1,55,4848,0
london,4,1,55,2991,0
london,4,1,55,5924,0
london,4,1,55,7099,0
london,4,1,55,5907,0
london,4,1,55,8404,0
london,4,1,55,8157,0
london,4,1,55,244,2942.0
london,4,1,55,566,0
london,4,1,55,3069,2037.0
london,4,1,55,8038,0
london,4,1,55,6691,0
london,4,1,55,4352,6678.0
london,4,1,55,4501,0
london,4,1,55,1318,0
london,4,1,55,5173,7562.0
london,4,1,55,5851,2703.0
london,4,1,55,5902,34718.0
london,4,1,55,4931,0
london,4,1,55,2285,0
london,4,1,55,792,0
london,4,1,55,7802,0
london,4,1,55,8285,0
london,4,1,55,1568,0
london,4,1,55,2077,0
london,4,1,55,4726,0
london,4,1,55,2555,0
london,4,1,55,6664,11007.0
london,4,1,55,6284,0
london,4,1,55,439,0
london,4,1,55,7218,0
london,4,1,55,4563,2769.0
london,4,1,55,7226,0
london,4,1,55,8962,6196.0
london,4,1,55,4838,0
london,4,1,55,724,34074.0
london,4,1,55,8833,0
london,4,1,55,971,5729.0
london,4,1,55,2382,0
london,4,1,55,6084,0
london,4,1,55,3794,0
london,4,1,55,9023,0
london,4,1,55,1938,13892.0
london,4,1,55,7641,0
london,4,1,55,3243,8640.0
london,4,1,55,7790,42691.0
london,4,1,55,7948,0
london,4,1,55,771,3203.0
london,4,1,55,8573,0
london,4,1,55,8014,0
london,4,1,55,4150,49735.0
london,4,1,55,3439,2158.0
london,4,1,55,3956,8460.0
london,4,1,55,2770,0
london,4,1,55,3031,0
london,4,1,55,3390,0
london,4,1,55,1519,0
london,4,1,55,3498,0
london,4,1,55,7515,1296.0
london,4,1,55,7710,69517.0
london,4,1,55,5164,0
london,4,1,55,5809,3492.0
london,4,1,55,3171,0
london,4,1,55,6532,0
london,4,1,55,6330,13419.0
london,4,1,55,1493,0
london,4,1,55,8021,0
london,4,1,55,3013,0
london,4,1,55,2276,0
london,4,1,55,6254,13680.0
london,4,1,55,5608,19833.0
london,4,1,55,7791,48136.0
london,4,1,55,1598,0
london,4,1,55,3272,1830.0
london,4,1,55,6006,0
london,4,1,55,1288,176647.0
london,4,1,55,1413,34638.0
london,4,1,55,1631,11981.0
london,4,1,55,805,0
london,4,1,55,1774,0
london,4,1,55,5637,1164.0
london,4,1,55,1627,14621.0
london,4,1,55,8109,0
london,4,1,55,2816,0
london,4,1,55,5335,0
london,4,1,55,626,0
london,4,1,55,5020,1254.0
london,4,1,55,8687,2037.0
london,4,1,55,5124,0
london,4,1,55,6128,0
london,4,1,55,6896,0
london,4,1,55,6986,8158.0
london,4,1,55,5009,0
london,4,1,55,3444,0
london,4,1,55,6913,2695.0
london,4,1,55,46,9642.0
london,4,1,55,5547,2031.0
london,4,1,55,7937,0
london,4,1,55,7557,0
london,4,1,55,3585,2038.0
london,4,1,55,5442,0
london,4,1,55,2470,0
london,4,1,55,2468,18217.0
london,4,1,55,890,18018.0
london,4,1,55,8305,0
london,4,1,55,8024,0
london,4,1,55,1260,6301.0
london,4,1,55,4743,9992.0
london,4,1,55,6714,143146.0
london,4,1,55,8791,0
london,4,1,55,6717,0
london,4,1,55,2371,0
london,4,1,55,3788,0
london,4,1,55,5033,0
london,4,1,55,8753,0
london,4,1,55,5956,14362.0
london,4,1,55,656,26361.0
london,4,1,55,2320,7762.0
london,4,1,55,8870,11215.0
london,4,1,55,4227,1481.0
london,4,1,55,5918,0
london,4,1,55,1641,0
london,4,1,55,381,4975.0
london,4,1,55,5145,0
london,4,1,55,6186,0
london,4,1,55,8223,0
london,4,1,55,7391,0
london,4,1,55,7901,0
london,4,1,55,6721,0
london,4,1,55,2452,0
london,4,1,55,8053,51352.0
london,4,1,55,151,10728.0
london,4,1,55,631,0
london,4,1,55,1861,0
london,4,1,55,8959,6808.0
london,4,1,55,547,10196.0
london,4,1,55,5334,0
london,4,1,55,1226,0
london,4,1,55,6037,0
london,4,1,55,8700,20132.0
london,4,1,55,6673,0
london,4,1,55,1114,0
london,4,1,55,6419,13365.0
london,4,1,55,7774,0
london,4,1,55,1505,0
london,4,1,55,1124,43573.0
london,4,1,55,1006,0
london,4,1,55,7914,0
london,4,1,55,5778,0
london,4,1,55,1419,0
london,4,1,55,1084,83345.0
london,4,1,55,8677,0
london,4,1,55,7804,0
london,4,1,55,8637,0
london,4,1,55,6575,14418.0
london,4,1,55,4593,0
london,4,1,55,6546,0
london,4,1,55,4744,10036.0
london,4,1,55,4527,38815.0
london,4,1,55,5402,0
london,4,1,55,5771,0
london,4,1,55,7983,0
london,4,1,55,1070,2916.0
london,4,1,55,1979,74476.0
london,4,1,55,1224,0
london,4,1,55,5109,0
london,4,1,55,7839,26316.0
london,4,1,55,7253,0
london,4,1,55,9025,0
london,4,1,55,5929,2260.0
london,4,1,55,6524,10107.0
london,4,1,55,2698,0
london,4,1,55,3528,21037.0
london,4,1,55,7636,2567.0
london,4,1,55,6909,0
london,4,1,55,1742,0
london,4,1,55,489,0
london,4,1,55,844,107403.0
london,4,1,55,322,0
london,4,1,55,3004,6543.0
london,4,1,55,7895,0
london,4,1,55,1289,181014.0
london,4,1,55,6646,14544.0
london,4,1,55,6921,6048.0
london,4,1,55,57,0
london,4,1,55,6125,0
london,4,1,55,4972,5169.0
london,4,1,55,3094,12023.0
london,4,1,55,1829,0
london,4,1,55,6935,19894.0
london,4,1,55,4397,2821.0
london,4,1,55,7268,34209.0
london,4,1,55,7140,0
london,4,1,55,3707,6254.0
london,4,1,55,2202,0
london,4,1,55,2701,44558.0
london,4,1,55,3839,0
london,4,1,55,7491,2156.0
london,4,1,55,5686,0
london,4,1,55,4136,2851.0
london,4,1,55,493,0
london,4,1,55,5981,1123.0
london,4,1,55,6041,0
london,4,1,55,4878,0
london,4,1,55,4904,926.0
london,4,1,55,1604,0
london,4,1,55,7388,0
london,4,1,55,1145,16204.0
london,4,1,55,5476,0
london,4,1,55,4152,48841.0
london,4,1,55,3890,28865.0
london,4,1,55,2692,47898.0
london,4,1,55,7883,2702.0
london,4,1,55,2293,42988.0
london,4,1,55,7452,7379.0
london,4,1,55,3250,2396.0
london,4,1,55,3312,0
london,4,1,55,6962,0
london,4,1,55,1009,62183.0
london,4,1,55,2606,3024.0
london,4,1,55,437,6546.0
london,4,1,55,175,0
london,4,1,55,7207,0
london,4,1,55,87,3800.0
london,4,1,55,3432,0
london,4,1,55,6719,0
london,4,1,55,3863,0
london,4,1,55,1904,0
london,4,1,55,8399,0
london,4,1,55,951,115610.0
london,4,1,55,946,2881.0
london,4,1,55,7476,0
london,4,1,55,1363,0
london,4,1,55,2646,3227.0
london,4,1,55,3169,2741.0
london,4,1,55,976,54977.0
london,4,1,55,7975,24318.0
london,4,1,55,3426,13675.0
london,4,1,55,4833,0
london,4,1,55,919,0
london,4,1,55,2401,9670.0
london,4,1,55,6100,0
london,4,1,55,8165,0
london,4,1,55,1451,0
london,4,1,55,1138,0
london,4,1,55,2525,0
london,4,1,55,333,10211.0
london,4,1,55,4392,67616.0
london,4,1,55,5469,0
london,4,1,55,2319,35649.0
london,4,1,55,3739,2633.0
london,4,1,55,4870,15600.0
london,4,1,55,7427,0
london,4,1,55,6759,34830.0
london,4,1,55,7412,4389.0
london,4,1,55,646,0
london,4,1,55,704,0
london,4,1,55,7857,0
london,4,1,55,4907,1041.0
london,4,1,55,4555,0
london,4,1,55,6443,0
london,4,1,55,769,0
london,4,1,55,3082,0
london,4,1,55,8325,0
london,4,1,55,7235,7653.0
london,4,1,55,3107,7401.0
london,4,1,55,3018,1847.0
london,4,1,55,5292,0
london,4,1,55,6495,16151.0
london,4,1,55,2798,0
london,4,1,55,8197,0
london,4,1,55,8177,0
london,4,1,55,1160,0
london,4,1,55,143,0
london,4,1,55,2151,0
london,4,1,55,270,0
london,4,1,55,8042,24029.0
london,4,1,55,348,9557.0
london,4,1,55,5421,0
london,4,1,55,2397,0
london,4,1,55,7448,2822.0
london,4,1,55,2518,0
london,4,1,55,4299,2117.0
london,4,1,55,6129,0
london,4,1,55,424,2909.0
london,4,1,55,840,30506.0
london,4,1,55,414,7486.0
london,4,1,55,8459,1195.0
london,4,1,55,5432,14534.0
london,4,1,55,7932,0
london,4,1,55,1819,0
london,4,1,55,4232,0
london,4,1,55,4567,2807.0
london,4,1,55,7079,0
london,4,1,55,8312,36186.0
london,4,1,55,1947,0
london,4,1,55,3800,17237.0
london,4,1,55,3355,0
london,4,1,55,655,26361.0
london,4,1,55,7940,0
london,4,1,55,8945,0
london,4,1,55,8387,0
london,4,1,55,162,2529.0
london,4,1,55,5376,3592.0
london,4,1,55,6706,0
london,4,1,55,5787,0
london,4,1,55,5128,54442.0
london,4,1,55,1853,0
london,4,1,55,3180,14129.0
london,4,1,55,788,141575.0
london,4,1,55,4960,26556.0
london,4,1,55,4358,20106.0
london,4,1,55,8986,0
london,4,1,55,8029,0
london,4,1,55,2304,0
london,4,1,55,1254,13468.0
london,4,1,55,1276,8322.0
london,4,1,55,1686,0
london,4,1,55,810,83362.0
london,4,1,55,2803,0
london,4,1,55,179,0
london,4,1,55,7874,0
london,4,1,55,4201,0
london,4,1,55,7071,0
london,4,1,55,1719,5160.0
london,4,1,55,8954,4389.0
london,4,1,55,5622,0
london,4,1,55,2479,0
london,4,1,55,581,9897.0
london,4,1,55,6741,0
london,4,1,55,2097,6956.0
london,4,1,55,9004,0
london,4,1,55,5599,3714.0
london,4,1,55,8780,1843.0
london,4,1,55,4393,15104.0
london,4,1,55,4740,2433.0
london,4,1,55,3566,0
london,4,1,55,1042,119688.0
london,4,1,55,1647,80465.0
london,4,1,55,726,32460.0
london,4,1,55,4905,0
london,4,1,55,1157,0
london,4,1,55,2686,0
london,4,1,55,4794,0
london,4,1,55,7317,4801.0
london,4,1,55,6362,0
london,4,1,55,2244,9406.0
london,4,1,55,3865,0
london,4,1,55,168,7619.0
london,4,1,55,2072,0
london,4,1,55,5722,2372.0
london,4,1,55,2079,0
london,4,1,55,2161,0
london,4,1,55,1281,3063.0
london,4,1,55,592,0
london,4,1,55,8303,11808.0
london,4,1,55,86,0
london,4,1,55,8650,3829.0
london,4,1,55,669,23089.0
london,4,1,55,8789,0
london,4,1,55,4312,1478.0
london,4,1,55,6621,2116.0
london,4,1,55,7439,0
london,4,1,55,7467,0
london,4,1,55,3010,3455.0
london,4,1,55,7576,0
london,4,1,55,4538,0
london,4,1,55,4542,3351.0
london,4,1,55,8553,24542.0
london,4,1,55,3225,1347.0
london,4,1,55,4132,4893.0
london,4,1,55,4005,10458.0
london,4,1,55,8926,0
london,4,1,55,780,0
london,4,1,55,1758,0
london,4,1,55,923,0
london,4,1,55,2407,9230.0
london,4,1,55,1204,84174.0
london,4,1,55,4266,18936.0
london,4,1,55,532,0
london,4,1,55,6287,1097.0
london,4,1,55,1354,0
london,4,1,55,6297,13968.0
london,4,1,55,6357,0
london,4,1,55,1847,0
london,4,1,55,7025,0
london,4,1,55,7809,0
london,4,1,55,8736,0
london,4,1,55,5562,13383.0
london,4,1,55,7002,0
london,4,1,55,8518,1990.0
london,4,1,55,5169,2405.0
london,4,1,55,2071,0
london,4,1,55,5082,0
london,4,1,55,6885,10557.0
london,4,1,55,773,3203.0
london,4,1,55,2125,1707.0
london,4,1,55,4236,0
london,4,1,55,4929,0
london,4,1,55,2158,0
london,4,1,55,4829,7494.0
london,4,1,55,8944,0
london,4,1,55,4506,0
london,4,1,55,2917,4637.0
london,4,1,55,6859,0
london,4,1,55,1931,0
london,4,1,55,1535,0
london,4,1,55,1188,12252.0
london,4,1,55,3946,0
london,4,1,55,112,0
london,4,1,55,7753,22040.0
london,4,1,55,7750,11838.0
london,4,1,55,1076,0
london,4,1,55,2139,1586.0
london,4,1,55,2560,0
london,4,1,55,3343,0
london,4,1,55,5752,0
london,4,1,55,7558,0
london,4,1,55,6361,0
london,4,1,55,4872,0
london,4,1,55,4680,0
london,4,1,55,3217,5848.0
london,4,1,55,3420,4820.0
london,4,1,55,3841,7536.0
london,4,1,55,904,0
london,4,1,55,48,0
london,4,1,55,2633,0
london,4,1,55,2983,0
london,4,1,55,171,0
london,4,1,55,8654,26258.0
london,4,1,55,1090,0
london,4,1,55,8224,0
london,4,1,55,1500,0
london,4,1,55,5959,0
london,4,1,55,1241,23017.0
london,4,1,55,5836,0
london,4,1,55,8708,0
london,4,1,55,8166,0
london,4,1,55,1878,0
london,4,1,55,7789,32177.0
london,4,1,55,6629,7980.0
london,4,1,55,816,30366.0
london,4,1,55,7040,10107.0
london,4,1,55,2065,31531.0
london,4,1,55,4689,0
london,4,1,55,3497,0
london,4,1,55,4842,0
london,4,1,55,4174,19494.0
london,4,1,55,2707,45576.0
london,4,1,55,4723,0
london,4,1,55,7423,0
london,4,1,55,8236,0
london,4,1,55,1258,6301.0
london,4,1,55,8853,975.0
london,4,1,55,6520,7478.0
london,4,1,55,7216,0
london,4,1,55,5768,0
london,4,1,55,446,14477.0
london,4,1,55,8903,0
london,4,1,55,5380,1836.0
london,4,1,55,7958,0
london,4,1,55,8011,19143.0
london,4,1,55,5224,0
london,4,1,55,4095,11169.0
london,4,1,55,2570,3343.0
london,4,1,55,8381,12060.0
london,4,1,55,2891,0
london,4,1,55,7004,0
london,4,1,55,8942,0
london,4,1,55,3093,10384.0
london,4,1,55,4287,0
london,4,1,55,979,0
london,4,1,55,2854,0
london,4,1,55,1257,6301.0
london,4,1,55,3552,0
london,4,1,55,8288,0
london,4,1,55,5210,0
london,4,1,55,6809,0
london,4,1,55,5746,1226.0
london,4,1,55,6168,1283.0
london,4,1,55,4346,4396.0
london,4,1,55,6503,0
london,4,1,55,2040,3432.0
london,4,1,55,8081,0
london,4,1,55,8773,0
london,4,1,55,7844,0
london,4,1,55,1137,0
london,4,1,55,1725,0
london,4,1,55,5690,14720.0
london,4,1,55,1180,0
london,4,1,55,8668,1189.0
london,4,1,55,1044,106500.0
london,4,1,55,5564,12897.0
london,4,1,55,849,54672.0
london,4,1,55,8216,0
london,4,1,55,5699,0
london,4,1,55,3003,7869.0
london,4,1,55,3415,20026.0
london,4,1,55,2817,0
london,4,1,55,5247,0
london,4,1,55,1619,0
london,4,1,55,3485,0
london,4,1,55,3724,0
london,4,1,55,5766,2811.0
london,4,1,55,700,0
london,4,1,55,4089,0
london,4,1,55,2899,0
london,4,1,55,2995,0
london,4,1,55,4916,8970.0
london,4,1,55,5385,0
london,4,1,55,352,3249.0
london,4,1,55,701,0
london,4,1,55,5411,0
london,4,1,55,1833,0
london,4,1,55,8065,0
london,4,1,55,1974,9583.0
london,4,1,55,7630,0
london,4,1,55,1813,0
london,4,1,55,4361,20106.0
london,4,1,55,7102,0
london,4,1,55,5829,9934.0
london,4,1,55,2138,0
london,4,1,55,2369,1477.0
london,4,1,55,6346,0
london,4,1,55,3688,2731.0
london,4,1,55,2728,0
london,4,1,55,7252,0
london,4,1,55,3760,0
london,4,1,55,4982,0
london,4,1,55,3648,13413.0
london,4,1,55,3813,0
london,4,1,55,207,2934.0
london,4,1,55,4618,20916.0
london,4,1,55,4865,0
london,4,1,55,6841,0
london,4,1,55,5257,0
london,4,1,55,3926,10953.0
london,4,1,55,4070,0
london,4,1,55,6911,0
london,4,1,55,122,0
london,4,1,55,1370,6280.0
london,4,1,55,3612,4463.0
london,4,1,55,2060,14850.0
london,4,1,55,6422,14526.0
london,4,1,55,6433,14535.0
london,4,1,55,8639,0
london,4,1,55,1169,0
london,4,1,55,7064,10087.0
london,4,1,55,5096,24256.0
london,4,1,55,931,0
london,4,1,55,5958,15862.0
london,4,1,55,3422,2418.0
london,4,1,55,7260,5372.0
london,4,1,55,3791,0
london,4,1,55,8401,0
london,4,1,55,3002,7578.0
london,4,1,55,2651,1674.0
london,4,1,55,3889,26642.0
london,4,1,55,4693,15390.0
london,4,1,55,6291,23042.0
london,4,1,55,9020,0
london,4,1,55,2993,0
london,4,1,55,1913,0
london,4,1,55,5129,44697.0
london,4,1,55,3919,0
london,4,1,55,7187,0
london,4,1,55,1312,0
london,4,1,55,4012,10431.0
london,4,1,55,2886,0
london,4,1,55,4447,0
london,4,1,55,7007,1691.0
london,4,1,55,926,23333.0
london,4,1,55,8815,0
london,4,1,55,3413,6618.0
london,4,1,55,1446,5847.0
london,4,1,55,7677,0
london,4,1,55,4514,0
london,4,1,55,2650,1674.0
london,4,1,55,7482,0
london,4,1,55,8721,0
london,4,1,55,7723,0
london,4,1,55,3823,0
london,4,1,55,627,0
london,4,1,55,1988,0
london,4,1,55,6232,12249.0
london,4,1,55,4529,0
london,4,1,55,7014,0
london,4,1,55,2851,79112.0
london,4,1,55,7697,3846.0
london,4,1,55,23,0
london,4,1,55,273,0
london,4,1,55,4035,0
london,4,1,55,3741,2633.0
london,4,1,55,6431,14364.0
london,4,1,55,22,0
london,4,1,55,2142,11586.0
london,4,1,55,6310,0
london,4,1,55,4123,27370.0
london,4,1,55,4936,37973.0
london,4,1,55,2043,1726.0
london,4,1,55,2603,1550.0
london,4,1,55,8793,0
london,4,1,55,4544,0
london,4,1,55,5785,0
london,4,1,55,6202,0
london,4,1,55,7440,0
london,4,1,55,4732,0
london,4,1,55,230,0
london,4,1,55,7090,38286.0
london,4,1,55,653,0
london,4,1,55,4202,0
london,4,1,55,8084,0
london,4,1,55,1237,20711.0
london,4,1,55,2579,9581.0
london,4,1,55,5695,18590.0
london,4,1,55,7163,0
london,4,1,55,1792,0
london,4,1,55,2317,52913.0
london,4,1,55,3290,0
london,4,1,55,4162,0
london,4,1,55,5874,0
london,4,1,55,2543,17330.0
london,4,1,55,1914,0
london,4,1,55,2667,10577.0
london,4,1,55,1245,0
london,4,1,55,2103,0
london,4,1,55,6354,0
london,4,1,55,2632,0
london,4,1,55,3206,0
london,4,1,55,7746,991.0
london,4,1,55,5306,0
london,4,1,55,6768,43092.0
london,4,1,55,6474,0
london,4,1,55,4245,0
london,4,1,55,8073,0
london,4,1,55,4941,0
london,4,1,55,8937,0
london,4,1,55,7546,0
london,4,1,55,33,0
london,4,1,55,6262,0
london,4,1,55,674,32413.0
london,4,1,55,8039,0
london,4,1,55,5789,0
london,4,1,55,2673,7083.0
london,4,1,55,3081,2363.0
london,4,1,55,1249,0
london,4,1,55,6295,0
london,4,1,55,5140,0
london,4,1,55,3832,0
london,4,1,55,3350,0
london,4,1,55,5953,0
london,4,1,55,3729,4515.0
london,4,1,55,964,0
london,4,1,55,5822,0
london,4,1,55,4048,3903.0
london,4,1,55,3105,5599.0
london,4,1,55,3100,1835.0
london,4,1,55,4066,0
london,4,1,55,7300,0
london,4,1,55,462,21089.0
london,4,1,55,3170,2741.0
london,4,1,55,284,0
london,4,1,55,4129,1042.0
london,4,1,55,2355,0
london,4,1,55,5611,17968.0
london,4,1,55,8234,0
london,4,1,55,3913,14661.0
london,4,1,55,8971,0
london,4,1,55,5314,0
london,4,1,55,2625,33030.0
london,4,1,55,7035,5559.0
london,4,1,55,7654,0
london,4,1,55,5949,14822.0
london,4,1,55,2837,3236.0
london,4,1,55,1356,0
london,4,1,55,6707,0
london,4,1,55,2559,0
london,4,1,55,7056,0
london,4,1,55,7028,1789.0
london,4,1,55,5523,0
london,4,1,55,4193,0
london,4,1,55,8601,3980.0
london,4,1,55,8346,20139.0
london,4,1,55,2254,0
london,4,1,55,1148,0
london,4,1,55,111,0
london,4,1,55,3259,0
london,4,1,55,6049,0
london,4,1,55,7871,8850.0
london,4,1,55,5678,5008.0
london,4,1,55,4955,27968.0
london,4,1,55,5776,7340.0
london,4,1,55,1735,6947.0
london,4,1,55,1063,14664.0
london,4,1,55,1322,0
london,4,1,55,5610,17968.0
london,4,1,55,1969,7993.0
london,4,1,55,5706,0
london,4,1,55,3868,0
london,4,1,55,5348,5364.0
london,4,1,55,315,0
london,4,1,55,4175,18864.0
london,4,1,55,2044,0
london,4,1,55,3371,17253.0
london,4,1,55,1596,0
london,4,1,55,6569,13797.0
london,4,1,55,2538,14499.0
london,4,1,55,5824,0
london,4,1,55,8939,0
london,4,1,55,1934,0
london,4,1,55,3574,0
london,4,1,55,4295,2094.0
london,4,1,55,6034,10644.0
london,4,1,55,8998,7836.0
london,4,1,55,4735,1196.0
london,4,1,55,5032,0
london,4,1,55,4588,1277.0
london,4,1,55,2604,1550.0
london,4,1,55,1141,0
london,4,1,55,7881,11871.0
london,4,1,55,4944,0
london,4,1,55,6022,2647.0
london,4,1,55,8520,1990.0
london,4,1,55,3603,0
london,4,1,55,4926,0
london,4,1,55,3412,0
london,4,1,55,5319,0
london,4,1,55,1359,0
london,4,1,55,4491,0
london,4,1,55,2605,6048.0
london,4,1,55,1465,5487.0
london,4,1,55,4519,0
london,4,1,55,1618,0
london,4,1,55,5473,0
london,4,1,55,3334,2437.0
london,4,1,55,6312,0
london,4,1,55,5010,20573.0
london,4,1,55,1584,64405.0
london,4,1,55,4565,6260.0
london,4,1,55,6388,0
london,4,1,55,4967,0
london,4,1,55,8135,10038.0
london,4,1,55,8336,0
london,4,1,55,1470,4617.0
london,4,1,55,8426,0
london,4,1,55,5858,1429.0
london,4,1,55,6947,1853.0
london,4,1,55,3915,0
london,4,1,55,541,0
london,4,1,55,4365,1213.0
london,4,1,55,1903,44031.0
london,4,1,55,1950,0
london,4,1,55,3491,2083.0
london,4,1,55,3526,2076.0
london,4,1,55,228,0
london,4,1,55,2288,1464.0
london,4,1,55,7334,0
london,4,1,55,4353,6678.0
london,4,1,55,7365,5860.0
london,4,1,55,2508,0
london,4,1,55,4094,11169.0
london,4,1,55,2024,0
london,4,1,55,6752,23718.0
london,4,1,55,403,0
london,4,1,55,5370,3477.0
london,4,1,55,2965,7466.0
london,4,1,55,5872,0
london,4,1,55,5741,0
london,4,1,55,8722,2406.0
london,4,1,55,3801,21195.0
london,4,1,55,6122,3048.0
london,4,1,55,7997,0
london,4,1,55,8674,0
london,4,1,55,4484,0
london,4,1,55,1957,1687.0
london,4,1,55,6016,0
london,4,1,55,6169,26449.0
london,4,1,55,6435,14535.0
london,4,1,55,8622,0
london,4,1,55,6726,27486.0
london,4,1,55,4374,0
london,4,1,55,8972,0
london,4,1,55,5857,0
london,4,1,55,2589,0
london,4,1,55,6912,1277.0
london,4,1,55,1080,7854.0
london,4,1,55,6080,0
london,4,1,55,6960,0
london,4,1,55,3036,0
london,4,1,55,4985,0
london,4,1,55,1795,1673.0
london,4,1,55,4488,0
london,4,1,55,8604,2869.0
london,4,1,55,4746,0
london,4,1,55,1875,0
london,4,1,55,6305,0
london,4,1,55,382,3341.0
london,4,1,55,4009,0
london,4,1,55,8423,0
london,4,1,55,3163,5462.0
london,4,1,55,2358,1733.0
london,4,1,55,970,2829.0
london,4,1,55,6854,0
london,4,1,55,1031,6238.0
london,4,1,55,7174,0
london,4,1,55,4903,0
london,4,1,55,2933,5615.0
london,4,1,55,608,0
london,4,1,55,558,0
london,4,1,55,7097,40824.0
london,4,1,55,8225,0
london,4,1,55,3906,11763.0
london,4,1,55,7777,3586.0
london,4,1,55,7732,0
london,4,1,55,6708,2229.0
