epoch,CSR_GB_count,CSR_GB_sum,CSR_MP_count,CSR_MP_std,CSR_MP_sum,CSR_NM_count,CSR_NM_sum,CSR_PM_count,CSR_PM_std,CSR_PM_sum,loss,naive-model-mse,naive-model-non-zero,non_zero_mse,val_loss,val_non_zero_mse
0,-1,9999,8925,52.748831757089505,4.298682740155388,-1,0,8925,3067.753899513973,1872.1133893557424,2885.90478515625,1463.5424238002754,4333.2646792422975,9845.3271484375,2108.196044921875,7204.4609375
1,-1,9999,8925,178.37339689419082,29.89215360169985,-1,0,8925,3067.7538995139735,1872.1133893557424,1366.4195556640625,1463.457137391106,4339.855528002196,4336.84033203125,1208.4742431640625,3894.980712890625
2,-1,9999,8925,573.981313475847,155.5188572066459,-1,0,8925,3067.7538995139735,1872.1133893557424,1250.6158447265625,1463.388051428792,4340.58550111145,3929.584228515625,968.56884765625,2927.38232421875
3,-1,9999,9030,546.248797683318,152.31117283498924,-1,0,9030,2727.9647103244247,1554.255980066445,963.7787475585938,1162.838880109522,3419.9319865141947,2959.69091796875,962.9199829101562,2860.701416015625
4,-1,9999,9030,876.0578678611431,257.7435561769676,-1,0,9030,2727.964710324425,1554.255980066445,901.60693359375,1164.7793543075554,3427.3288350510475,2744.343017578125,813.7472534179688,2359.194580078125
5,-1,9999,9030,539.3668616160436,128.92384106132715,-1,0,9030,2727.964710324425,1554.255980066445,833.2402954101562,1161.2866398472975,3419.8323130904832,2533.562255859375,733.0841674804688,2106.8515625
6,-1,9999,8925,960.5534398633656,275.83265855498007,-1,0,8925,3067.7538995139735,1872.1133893557424,932.2324829101562,1463.413920521392,4336.870413307925,2826.650390625,861.142333984375,2558.779296875
7,-1,9999,8925,824.8080322792084,214.48092225753294,-1,0,8925,3067.753899513973,1872.1133893557424,909.9791870117188,1463.337864975108,4340.89290047447,2756.702392578125,866.403564453125,2659.119140625
8,-1,9999,8925,717.4092763044937,187.1318946684947,-1,0,8925,3067.753899513973,1872.1133893557424,845.5526123046875,1463.5195697812037,4333.1050977946425,2532.940673828125,858.2091064453125,2598.5244140625
9,-1,9999,9030,761.6713677484172,221.96494501600102,-1,0,9030,2727.964710324425,1554.255980066445,719.8485107421875,1165.377711857749,3431.9147762768457,2147.5185546875,743.8831787109375,2143.980224609375
10,-1,9999,9030,781.5877149043868,231.1785961671921,-1,0,9030,2727.9647103244247,1554.255980066445,702.2950439453125,1162.7061440766547,3418.282751767227,2088.239013671875,743.6640625,2130.31591796875
11,-1,9999,9030,801.3589761504461,232.79799683059372,-1,0,9030,2727.9647103244247,1554.255980066445,691.6807250976562,1165.2466695058013,3428.6362072220422,2057.808349609375,730.0057373046875,2106.00146484375
12,-1,9999,8925,1156.4446276040028,370.09824701231736,-1,0,8925,3067.753899513973,1872.1133893557424,788.3904418945312,1463.5372815040066,4337.822468816563,2365.40087890625,901.608642578125,2621.27783203125
13,-1,9999,8925,1018.077654067701,293.08805498708864,-1,0,8925,3067.7538995139735,1872.1133893557424,762.2227783203125,1463.5209519576747,4337.786818494628,2279.787841796875,802.1199340820312,2450.918701171875
14,-1,9999,8925,1180.54529953891,367.07708803519483,-1,0,8925,3067.7538995139735,1872.1133893557424,748.2962036132812,1463.488103214741,4332.244578936136,2234.154052734375,810.2967529296875,2409.3056640625
15,-1,9999,9030,718.101553613123,197.54841685006446,-1,0,9030,2727.964710324425,1554.255980066445,660.8067016601562,1162.3281261939856,3418.282799292979,1960.823486328125,707.7944946289062,2042.6053466796875
16,-1,9999,9030,671.5980142540981,177.1341388060603,-1,0,9030,2727.9647103244247,1554.255980066445,636.309326171875,1165.5667972338983,3425.6806887383837,1883.47705078125,696.3302612304688,2124.0771484375
17,-1,9999,9030,868.0008197832079,246.4000867497048,-1,0,9030,2727.9647103244247,1554.255980066445,629.4945068359375,1162.6592014899024,3421.9204789988007,1860.6168212890625,690.1543579101562,2077.196533203125
18,-1,9999,8925,1059.9317168289142,301.45878325081674,-1,0,8925,3067.7538995139735,1872.1133893557424,724.9881591796875,1463.528848716336,4335.340114030765,2164.900390625,791.3803100585938,2368.318603515625
19,-1,9999,8925,1052.131581116695,318.37919806565554,-1,0,8925,3067.7538995139735,1872.1133893557424,707.5531005859375,1463.6260428240396,4336.398066050495,2107.939697265625,806.4699096679688,2418.527099609375
20,-1,9999,8925,949.5704561876571,266.64247553229,-1,0,8925,3067.7538995139735,1872.1133893557424,692.43359375,1463.4409215431667,4330.167552923034,2057.504150390625,843.2982788085938,2482.617431640625
21,-1,9999,9030,665.2033671003754,178.60390590308842,-1,0,9030,2727.964710324425,1554.255980066445,611.6318359375,1163.2765948090218,3428.293618511973,1809.26318359375,693.48828125,2143.95556640625
22,-1,9999,9030,855.6311389207387,240.98173436805655,-1,0,9030,2727.964710324425,1554.255980066445,599.0343017578125,1162.3981937265185,3418.70885878714,1766.14453125,684.6619262695312,2057.657470703125
23,-1,9999,9030,781.1021587540598,215.7134077470432,-1,0,9030,2727.9647103244247,1554.255980066445,598.00390625,1163.3977985558117,3422.407072637319,1767.21826171875,730.4465942382812,2291.947998046875
24,-1,9999,8925,1347.5477270730048,432.66646632356805,-1,0,8925,3067.753899513973,1872.1133893557424,677.488037109375,1463.3381006974998,4335.1206719295,2014.1993408203125,798.8175659179688,2437.892822265625
25,-1,9999,8925,1273.6234739054366,408.6829470923551,-1,0,8925,3067.753899513973,1872.1133893557424,660.3463134765625,1463.4891135728085,4337.928186124401,1958.4766845703125,906.9341430664062,2633.13232421875
26,-1,9999,8925,1290.0488581936008,423.37853094737403,-1,0,8925,3067.7538995139735,1872.1133893557424,662.102783203125,1463.6515459505874,4332.824583903565,1968.2003173828125,812.9653930664062,2402.737548828125
27,-1,9999,9030,819.6370631598608,231.26532576593715,-1,0,9030,2727.964710324425,1554.255980066445,585.0889892578125,1162.5308862561415,3413.929241983842,1719.864013671875,691.2198486328125,2125.2626953125
