MP,0,0,0,0,0,0,0,0,0,0
PM,0,0.3624,3.4290000000000003,0,2.0814,0,0,0,3.645599999999999,44.002824999999994
MP,0,0,0,0,0,0,0,0,0,0
MP,0,0,0,0,0,0,0,0,0,0
PM,0,0,40826.0,0,5514.0,0,0,22374.0,0,13929.0
MP,0,0,0,0,0,0,0,0,0,0
PM,526383.0,34243.5,0,0,0,12264.0,32088.0,0,0,0
MP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
