cityname,i_o_length,prediction_horizon,grid_size,thresh,cx_sample_whole_data,cx_sample_single_point,CSR_PM_frac,CSR_PM_count,CSR_PM_no_thresh_median,CSR_PM_no_thresh_mean,,
melbourne,4,4,55,400,800,40,0.04125,33,NULL,NULL,NULL,NULL
melbourne,4,4,55,600,800,40,0.4525,362,NULL,NULL,NULL,NULL
melbourne,4,4,55,800,800,40,0.95,760,NULL,NULL,NULL,NULL
melbourne,4,4,55,1100,800,40,0.815,652,NULL,NULL,NULL,NULL
melbourne,4,4,55,1300,800,40,0.68125,545,NULL,NULL,NULL,NULL
melbourne,4,4,55,1500,800,40,0.44375,355,NULL,NULL,NULL,NULL
melbourne,4,4,55,2000,800,40,0.02875,23,NULL,NULL,NULL,NULL
melbourne,4,4,55,2500,800,40,0.0,0,NULL,NULL,NULL,NULL
melbourne,4,4,55,3000,800,40,0.0,0,NULL,NULL,NULL,NULL
melbourne,4,4,55,3500,800,40,0.0,0,NULL,NULL,NULL,NULL
melbourne,4,5,55,100,800,40,0.01375,11,NULL,NULL,NULL,NULL
melbourne,4,5,55,200,800,40,0.01625,13,NULL,NULL,NULL,NULL
melbourne,4,5,55,400,800,40,0.05625,45,NULL,NULL,NULL,NULL
melbourne,4,5,55,600,800,40,0.4775,382,NULL,NULL,NULL,NULL
melbourne,4,5,55,800,800,40,0.93625,749,NULL,NULL,NULL,NULL
melbourne,4,5,55,1100,800,40,0.8475,678,NULL,NULL,NULL,NULL
melbourne,4,5,55,1300,800,40,0.65625,525,NULL,NULL,NULL,NULL
melbourne,4,5,55,1500,800,40,0.4325,346,NULL,NULL,NULL,NULL
melbourne,4,5,55,2000,800,40,0.03125,25,NULL,NULL,NULL,NULL
melbourne,4,5,55,2500,800,40,0.0,0,NULL,NULL,NULL,NULL
melbourne,4,5,55,3000,800,40,0.0,0,NULL,NULL,NULL,NULL
melbourne,4,5,55,3500,800,40,0.0,0,NULL,NULL,NULL,NULL
melbourne,4,6,55,100,800,40,0.015,12,NULL,NULL,NULL,NULL
melbourne,4,6,55,200,800,40,0.01375,11,NULL,NULL,NULL,NULL
melbourne,4,6,55,400,800,40,0.05125,41,NULL,NULL,NULL,NULL
melbourne,4,6,55,600,800,40,0.44375,355,NULL,NULL,NULL,NULL
melbourne,4,6,55,800,800,40,0.93875,751,NULL,NULL,NULL,NULL
melbourne,4,6,55,1100,800,40,0.8475,678,NULL,NULL,NULL,NULL
melbourne,4,6,55,1300,800,40,0.67625,541,NULL,NULL,NULL,NULL
melbourne,4,6,55,1500,800,40,0.435,348,NULL,NULL,NULL,NULL
melbourne,4,6,55,2000,800,40,0.03,24,NULL,NULL,NULL,NULL
melbourne,4,6,55,2500,800,40,0.0,0,NULL,NULL,NULL,NULL
melbourne,4,6,55,3000,800,40,0.0,0,NULL,NULL,NULL,NULL
melbourne,4,6,55,3500,800,40,0.0,0,NULL,NULL,NULL,NULL
melbourne,4,7,55,100,800,40,0.01375,11,NULL,NULL,NULL,NULL
melbourne,4,7,55,200,800,40,0.01125,9,NULL,NULL,NULL,NULL
melbourne,4,7,55,400,800,40,0.04625,37,NULL,NULL,NULL,NULL
melbourne,4,7,55,600,800,40,0.475,380,NULL,NULL,NULL,NULL
melbourne,4,7,55,800,800,40,0.94375,755,NULL,NULL,NULL,NULL
melbourne,4,7,55,1100,800,40,0.84,672,NULL,NULL,NULL,NULL
melbourne,4,7,55,1300,800,40,0.65625,525,NULL,NULL,NULL,NULL
melbourne,4,7,55,1500,800,40,0.4125,330,NULL,NULL,NULL,NULL
melbourne,4,7,55,2000,800,40,0.0275,22,NULL,NULL,NULL,NULL
melbourne,4,7,55,2500,800,40,0.0,0,NULL,NULL,NULL,NULL
melbourne,4,7,55,3000,800,40,0.0,0,NULL,NULL,NULL,NULL
melbourne,4,7,55,3500,800,40,0.0,0,NULL,NULL,NULL,NULL
melbourne,4,8,55,100,800,40,0.01375,11,NULL,NULL,NULL,NULL
melbourne,4,8,55,200,800,40,0.0125,10,NULL,NULL,NULL,NULL
melbourne,4,8,55,400,800,40,0.07125,57,NULL,NULL,NULL,NULL
melbourne,4,8,55,600,800,40,0.50375,403,NULL,NULL,NULL,NULL
melbourne,4,8,55,800,800,40,0.945,756,NULL,NULL,NULL,NULL
melbourne,4,8,55,1100,800,40,0.83125,665,NULL,NULL,NULL,NULL
melbourne,4,8,55,1300,800,40,0.58,464,NULL,NULL,NULL,NULL
melbourne,4,8,55,1500,800,40,0.395,316,NULL,NULL,NULL,NULL
melbourne,4,8,55,2000,800,40,0.02375,19,NULL,NULL,NULL,NULL
melbourne,4,8,55,2500,800,40,0.0,0,NULL,NULL,NULL,NULL
melbourne,4,8,55,3000,800,40,0.0,0,NULL,NULL,NULL,NULL
melbourne,4,8,55,3500,800,40,0.0,0,NULL,NULL,NULL,NULL
melbourne,1,1,55,100,800,40,0.00375,3,NULL,NULL,NULL,NULL
melbourne,1,1,55,200,800,40,0.0075,6,NULL,NULL,NULL,NULL
melbourne,1,1,55,400,800,40,0.13,104,NULL,NULL,NULL,NULL
melbourne,1,1,55,600,800,40,0.45625,365,NULL,NULL,NULL,NULL
melbourne,1,1,55,800,800,40,0.5125,410,NULL,NULL,NULL,NULL
melbourne,1,1,55,1100,800,40,0.24,192,NULL,NULL,NULL,NULL
melbourne,1,1,55,1300,800,40,0.11625,93,NULL,NULL,NULL,NULL
melbourne,1,1,55,1500,800,40,0.02375,19,NULL,NULL,NULL,NULL
melbourne,1,1,55,2000,800,40,0.0,0,NULL,NULL,NULL,NULL
melbourne,1,1,55,2500,800,40,0.0,0,NULL,NULL,NULL,NULL
melbourne,1,1,55,3000,800,40,0.0,0,NULL,NULL,NULL,NULL
melbourne,1,1,55,3500,800,40,0.0,0,NULL,NULL,NULL,NULL
melbourne,2,1,55,100,800,40,0.00625,5,NULL,NULL,NULL,NULL
melbourne,2,1,55,200,800,40,0.00375,3,NULL,NULL,NULL,NULL
melbourne,2,1,55,400,800,40,0.105,84,NULL,NULL,NULL,NULL
melbourne,2,1,55,600,800,40,0.52625,421,NULL,NULL,NULL,NULL
melbourne,2,1,55,800,800,40,0.7675,614,NULL,NULL,NULL,NULL
melbourne,2,1,55,1100,800,40,0.5425,434,NULL,NULL,NULL,NULL
melbourne,2,1,55,1300,800,40,0.35375,283,NULL,NULL,NULL,NULL
melbourne,2,1,55,1500,800,40,0.1525,122,NULL,NULL,NULL,NULL
melbourne,2,1,55,2000,800,40,0.0,0,NULL,NULL,NULL,NULL
melbourne,2,1,55,2500,800,40,0.0,0,NULL,NULL,NULL,NULL
melbourne,2,1,55,3000,800,40,0.0,0,NULL,NULL,NULL,NULL
melbourne,2,1,55,3500,800,40,0.0,0,NULL,NULL,NULL,NULL
melbourne,3,1,55,100,800,40,0.01,8,NULL,NULL,NULL,NULL
melbourne,3,1,55,200,800,40,0.005,4,NULL,NULL,NULL,NULL
melbourne,3,1,55,400,800,40,0.0575,46,NULL,NULL,NULL,NULL
melbourne,3,1,55,600,800,40,0.53375,427,NULL,NULL,NULL,NULL
melbourne,3,1,55,800,800,40,0.8925,714,NULL,NULL,NULL,NULL
melbourne,3,1,55,1100,800,40,0.705,564,NULL,NULL,NULL,NULL
melbourne,3,1,55,1300,800,40,0.51625,413,NULL,NULL,NULL,NULL
melbourne,3,1,55,1500,800,40,0.3275,262,NULL,NULL,NULL,NULL
melbourne,3,1,55,2000,800,40,0.00375,3,NULL,NULL,NULL,NULL
melbourne,3,1,55,2500,800,40,0.0,0,NULL,NULL,NULL,NULL
melbourne,3,1,55,3000,800,40,0.0,0,NULL,NULL,NULL,NULL
melbourne,3,1,55,3500,800,40,0.0,0,NULL,NULL,NULL,NULL
melbourne,4,1,55,100,800,40,0.005,4,NULL,NULL,NULL,NULL
melbourne,4,1,55,200,800,40,0.01125,9,NULL,NULL,NULL,NULL
melbourne,4,1,55,400,800,40,0.045,36,NULL,NULL,NULL,NULL
melbourne,4,1,55,600,800,40,0.45875,367,NULL,NULL,NULL,NULL
melbourne,4,1,55,800,800,40,0.91875,735,NULL,NULL,NULL,NULL
melbourne,4,1,55,1100,800,40,0.77625,621,NULL,NULL,NULL,NULL
melbourne,4,1,55,1300,800,40,0.62625,501,NULL,NULL,NULL,NULL
melbourne,4,1,55,1500,800,40,0.41375,331,NULL,NULL,NULL,NULL
melbourne,4,1,55,2000,800,40,0.0275,22,NULL,NULL,NULL,NULL
melbourne,4,1,55,2500,800,40,0.0,0,NULL,NULL,NULL,NULL
melbourne,4,1,55,3000,800,40,0.0,0,NULL,NULL,NULL,NULL
melbourne,4,1,55,3500,800,40,0.0,0,NULL,NULL,NULL,NULL
melbourne,5,1,55,100,800,40,0.01125,9,NULL,NULL,NULL,NULL
melbourne,5,1,55,200,800,40,0.02375,19,NULL,NULL,NULL,NULL
melbourne,5,1,55,400,800,40,0.02875,23,NULL,NULL,NULL,NULL
melbourne,5,1,55,600,800,40,0.36375,291,NULL,NULL,NULL,NULL
melbourne,5,1,55,800,800,40,0.9175,734,NULL,NULL,NULL,NULL
melbourne,5,1,55,1100,800,40,0.8375,670,NULL,NULL,NULL,NULL
melbourne,5,1,55,1300,800,40,0.6975,558,NULL,NULL,NULL,NULL
melbourne,5,1,55,1500,800,40,0.44875,359,NULL,NULL,NULL,NULL
melbourne,5,1,55,2000,800,40,0.025,20,NULL,NULL,NULL,NULL
melbourne,5,1,55,2500,800,40,0.0,0,NULL,NULL,NULL,NULL
melbourne,5,1,55,3000,800,40,0.0,0,NULL,NULL,NULL,NULL
melbourne,5,1,55,3500,800,40,0.0,0,NULL,NULL,NULL,NULL
melbourne,6,1,55,100,800,40,0.02,16,NULL,NULL,NULL,NULL
melbourne,6,1,55,200,800,40,0.01,8,NULL,NULL,NULL,NULL
melbourne,6,1,55,400,800,40,0.0225,18,NULL,NULL,NULL,NULL
melbourne,6,1,55,600,800,40,0.3225,258,NULL,NULL,NULL,NULL
melbourne,6,1,55,800,800,40,0.935,748,NULL,NULL,NULL,NULL
melbourne,6,1,55,1100,800,40,0.85375,683,NULL,NULL,NULL,NULL
melbourne,6,1,55,1300,800,40,0.69875,559,NULL,NULL,NULL,NULL
melbourne,6,1,55,1500,800,40,0.4375,350,NULL,NULL,NULL,NULL
melbourne,6,1,55,2000,800,40,0.025,20,NULL,NULL,NULL,NULL
melbourne,6,1,55,2500,800,40,0.0,0,NULL,NULL,NULL,NULL
melbourne,6,1,55,3000,800,40,0.0,0,NULL,NULL,NULL,NULL
melbourne,6,1,55,3500,800,40,0.0,0,NULL,NULL,NULL,NULL
melbourne,7,1,55,100,800,40,0.01125,9,NULL,NULL,NULL,NULL
melbourne,7,1,55,200,800,40,0.01,8,NULL,NULL,NULL,NULL
melbourne,7,1,55,400,800,40,0.0175,14,NULL,NULL,NULL,NULL
melbourne,7,1,55,600,800,40,0.25,200,NULL,NULL,NULL,NULL
melbourne,7,1,55,800,800,40,0.9075,726,NULL,NULL,NULL,NULL
melbourne,7,1,55,1100,800,40,0.88625,709,NULL,NULL,NULL,NULL
melbourne,7,1,55,1300,800,40,0.72125,577,NULL,NULL,NULL,NULL
melbourne,7,1,55,1500,800,40,0.48375,387,NULL,NULL,NULL,NULL
melbourne,7,1,55,2000,800,40,0.03875,31,NULL,NULL,NULL,NULL
melbourne,7,1,55,2500,800,40,0.0,0,NULL,NULL,NULL,NULL
melbourne,7,1,55,3000,800,40,0.0,0,NULL,NULL,NULL,NULL
melbourne,7,1,55,3500,800,40,0.0,0,NULL,NULL,NULL,NULL
melbourne,8,1,55,100,800,40,0.01125,9,NULL,NULL,NULL,NULL
melbourne,8,1,55,200,800,40,0.01875,15,NULL,NULL,NULL,NULL
melbourne,8,1,55,400,800,40,0.01375,11,NULL,NULL,NULL,NULL
melbourne,8,1,55,600,800,40,0.22875,183,NULL,NULL,NULL,NULL
melbourne,8,1,55,800,800,40,0.895,716,NULL,NULL,NULL,NULL
melbourne,8,1,55,1100,800,40,0.8525,682,NULL,NULL,NULL,NULL
melbourne,8,1,55,1300,800,40,0.7125,570,NULL,NULL,NULL,NULL
melbourne,8,1,55,1500,800,40,0.49375,395,NULL,NULL,NULL,NULL
melbourne,8,1,55,2000,800,40,0.04375,35,NULL,NULL,NULL,NULL
melbourne,8,1,55,2500,800,40,0.0,0,NULL,NULL,NULL,NULL
melbourne,8,1,55,3000,800,40,0.0,0,NULL,NULL,NULL,NULL
melbourne,8,1,55,3500,800,40,0.0,0,NULL,NULL,NULL,NULL
london,4,1,25,100,800,40,0.01,8,NULL,NULL,NULL,NULL
london,4,1,25,200,800,40,0.0175,14,NULL,NULL,NULL,NULL
london,4,1,25,400,800,40,0.025,20,NULL,NULL,NULL,NULL
london,4,1,25,600,800,40,0.0675,54,NULL,NULL,NULL,NULL
london,4,1,25,800,800,40,0.225,180,NULL,NULL,NULL,NULL
london,4,1,25,1100,800,40,0.6675,534,NULL,NULL,NULL,NULL
london,4,1,25,1300,800,40,0.83875,671,NULL,NULL,NULL,NULL
london,4,1,25,1500,800,40,0.8025,642,NULL,NULL,NULL,NULL
london,4,1,25,2000,800,40,0.5325,426,NULL,NULL,NULL,NULL
london,4,1,25,2500,800,40,0.36125,289,NULL,NULL,NULL,NULL
london,4,1,25,3000,800,40,0.20125,161,NULL,NULL,NULL,NULL
london,4,1,25,3500,800,40,0.115,92,NULL,NULL,NULL,NULL
london,4,1,35,100,800,40,0.0125,10,NULL,NULL,NULL,NULL
london,4,1,35,200,800,40,0.00875,7,NULL,NULL,NULL,NULL
london,4,1,35,400,800,40,0.0275,22,NULL,NULL,NULL,NULL
london,4,1,35,600,800,40,0.0425,34,NULL,NULL,NULL,NULL
london,4,1,35,800,800,40,0.14875,119,NULL,NULL,NULL,NULL
london,4,1,35,1100,800,40,0.57125,457,NULL,NULL,NULL,NULL
london,4,1,35,1300,800,40,0.785,628,NULL,NULL,NULL,NULL
london,4,1,35,1500,800,40,0.82375,659,NULL,NULL,NULL,NULL
london,4,1,35,2000,800,40,0.525,420,NULL,NULL,NULL,NULL
london,4,1,35,2500,800,40,0.34875,279,NULL,NULL,NULL,NULL
london,4,1,35,3000,800,40,0.2375,190,NULL,NULL,NULL,NULL
london,4,1,35,3500,800,40,0.105,84,NULL,NULL,NULL,NULL
london,4,1,45,100,800,40,0.00625,5,NULL,NULL,NULL,NULL
london,4,1,45,200,800,40,0.0125,10,NULL,NULL,NULL,NULL
london,4,1,45,400,800,40,0.02625,21,NULL,NULL,NULL,NULL
london,4,1,45,600,800,40,0.0375,30,NULL,NULL,NULL,NULL
london,4,1,45,800,800,40,0.0975,78,NULL,NULL,NULL,NULL
london,4,1,45,1100,800,40,0.52375,419,NULL,NULL,NULL,NULL
london,4,1,45,1300,800,40,0.78375,627,NULL,NULL,NULL,NULL
london,4,1,45,1500,800,40,0.79375,635,NULL,NULL,NULL,NULL
london,4,1,45,2000,800,40,0.55625,445,NULL,NULL,NULL,NULL
london,4,1,45,2500,800,40,0.42625,341,NULL,NULL,NULL,NULL
london,4,1,45,3000,800,40,0.2525,202,NULL,NULL,NULL,NULL
london,4,1,45,3500,800,40,0.11,88,NULL,NULL,NULL,NULL
london,4,1,55,100,800,40,0.0125,10,NULL,NULL,NULL,NULL
london,4,1,55,200,800,40,0.01375,11,NULL,NULL,NULL,NULL
london,4,1,55,400,800,40,0.02375,19,NULL,NULL,NULL,NULL
london,4,1,55,600,800,40,0.04,32,NULL,NULL,NULL,NULL
london,4,1,55,800,800,40,0.03625,29,NULL,NULL,NULL,NULL
london,4,1,55,1100,800,40,0.1625,130,NULL,NULL,NULL,NULL
london,4,1,55,1300,800,40,0.395,316,NULL,NULL,NULL,NULL
london,4,1,55,1500,800,40,0.65375,523,NULL,NULL,NULL,NULL
london,4,1,55,2000,800,40,0.85375,683,NULL,NULL,NULL,NULL
london,4,1,55,2500,800,40,0.8975,718,NULL,NULL,NULL,NULL
london,4,1,55,3000,800,40,0.91625,733,NULL,NULL,NULL,NULL
london,4,1,55,3500,800,40,0.89,712,NULL,NULL,NULL,NULL
london,4,1,65,100,800,40,0.0075,6,NULL,NULL,NULL,NULL
london,4,1,65,200,800,40,0.01125,9,NULL,NULL,NULL,NULL
london,4,1,65,400,800,40,0.02875,23,NULL,NULL,NULL,NULL
london,4,1,65,600,800,40,0.03875,31,NULL,NULL,NULL,NULL
london,4,1,65,800,800,40,0.0425,34,NULL,NULL,NULL,NULL
london,4,1,65,1100,800,40,0.1375,110,NULL,NULL,NULL,NULL
london,4,1,65,1300,800,40,0.31375,251,NULL,NULL,NULL,NULL
london,4,1,65,1500,800,40,0.61,488,NULL,NULL,NULL,NULL
london,4,1,65,2000,800,40,0.8475,678,NULL,NULL,NULL,NULL
london,4,1,65,2500,800,40,0.875,700,NULL,NULL,NULL,NULL
london,4,1,65,3000,800,40,0.87625,701,NULL,NULL,NULL,NULL
london,4,1,65,3500,800,40,0.89625,717,NULL,NULL,NULL,NULL
london,4,1,75,100,800,40,0.0025,2,NULL,NULL,NULL,NULL
london,4,1,75,200,800,40,0.0075,6,NULL,NULL,NULL,NULL
london,4,1,75,400,800,40,0.025,20,NULL,NULL,NULL,NULL
london,4,1,75,600,800,40,0.02625,21,NULL,NULL,NULL,NULL
london,4,1,75,800,800,40,0.045,36,NULL,NULL,NULL,NULL
london,4,1,75,1100,800,40,0.1125,90,NULL,NULL,NULL,NULL
london,4,1,75,1300,800,40,0.355,284,NULL,NULL,NULL,NULL
london,4,1,75,1500,800,40,0.5875,470,NULL,NULL,NULL,NULL
london,4,1,75,2000,800,40,0.82375,659,NULL,NULL,NULL,NULL
london,4,1,75,2500,800,40,0.87875,703,NULL,NULL,NULL,NULL
london,4,1,75,3000,800,40,0.90875,727,NULL,NULL,NULL,NULL
london,4,1,75,3500,800,40,0.87625,701,NULL,NULL,NULL,NULL
london,4,1,85,100,800,40,0.00625,5,NULL,NULL,NULL,NULL
london,4,1,85,200,800,40,0.01125,9,NULL,NULL,NULL,NULL
london,4,1,85,400,800,40,0.0225,18,NULL,NULL,NULL,NULL
london,4,1,85,600,800,40,0.04125,33,NULL,NULL,NULL,NULL
london,4,1,85,800,800,40,0.0525,42,NULL,NULL,NULL,NULL
london,4,1,85,1100,800,40,0.0725,58,NULL,NULL,NULL,NULL
london,4,1,85,1300,800,40,0.21625,173,NULL,NULL,NULL,NULL
london,4,1,85,1500,800,40,0.46625,373,NULL,NULL,NULL,NULL
london,4,1,85,2000,800,40,0.815,652,NULL,NULL,NULL,NULL
london,4,1,85,2500,800,40,0.855,684,NULL,NULL,NULL,NULL
london,4,1,85,3000,800,40,0.88375,707,NULL,NULL,NULL,NULL
london,4,1,85,3500,800,40,0.88625,709,NULL,NULL,NULL,NULL
london,4,1,95,100,800,40,0.0125,10,NULL,NULL,NULL,NULL
london,4,1,95,200,800,40,0.0125,10,NULL,NULL,NULL,NULL
london,4,1,95,400,800,40,0.0275,22,NULL,NULL,NULL,NULL
london,4,1,95,600,800,40,0.02625,21,NULL,NULL,NULL,NULL
london,4,1,95,800,800,40,0.0275,22,NULL,NULL,NULL,NULL
london,4,1,95,1100,800,40,0.11625,93,NULL,NULL,NULL,NULL
london,4,1,95,1300,800,40,0.28625,229,NULL,NULL,NULL,NULL
london,4,1,95,1500,800,40,0.58875,471,NULL,NULL,NULL,NULL
london,4,1,95,2000,800,40,0.79875,639,NULL,NULL,NULL,NULL
london,4,1,95,2500,800,40,0.8725,698,NULL,NULL,NULL,NULL
london,4,1,95,3000,800,40,0.895,716,NULL,NULL,NULL,NULL
london,4,1,95,3500,800,40,0.89,712,NULL,NULL,NULL,NULL
madrid,4,1,25,100,800,40,0.00375,3,NULL,NULL,NULL,NULL
madrid,4,1,25,200,800,40,0.01125,9,NULL,NULL,NULL,NULL
madrid,4,1,25,400,800,40,0.10375,83,NULL,NULL,NULL,NULL
madrid,4,1,25,600,800,40,0.17875,143,NULL,NULL,NULL,NULL
madrid,4,1,25,800,800,40,0.22625,181,NULL,NULL,NULL,NULL
madrid,4,1,25,1100,800,40,0.32375,259,NULL,NULL,NULL,NULL
madrid,4,1,25,1300,800,40,0.4225,338,NULL,NULL,NULL,NULL
madrid,4,1,25,1500,800,40,0.545,436,NULL,NULL,NULL,NULL
madrid,4,1,25,2000,800,40,0.7925,634,NULL,NULL,NULL,NULL
madrid,4,1,25,2500,800,40,0.90875,727,NULL,NULL,NULL,NULL
madrid,4,1,25,3000,800,40,0.90625,725,NULL,NULL,NULL,NULL
madrid,4,1,25,3500,800,40,0.88125,705,NULL,NULL,NULL,NULL
madrid,4,1,35,100,800,40,0.00875,7,NULL,NULL,NULL,NULL
madrid,4,1,35,200,800,40,0.00375,3,NULL,NULL,NULL,NULL
madrid,4,1,35,400,800,40,0.0225,18,NULL,NULL,NULL,NULL
madrid,4,1,35,600,800,40,0.055,44,NULL,NULL,NULL,NULL
madrid,4,1,35,800,800,40,0.085,68,NULL,NULL,NULL,NULL
madrid,4,1,35,1100,800,40,0.16125,129,NULL,NULL,NULL,NULL
madrid,4,1,35,1300,800,40,0.21375,171,NULL,NULL,NULL,NULL
madrid,4,1,35,1500,800,40,0.33,264,NULL,NULL,NULL,NULL
madrid,4,1,35,2000,800,40,0.58125,465,NULL,NULL,NULL,NULL
madrid,4,1,35,2500,800,40,0.6925,554,NULL,NULL,NULL,NULL
madrid,4,1,35,3000,800,40,0.79,632,NULL,NULL,NULL,NULL
madrid,4,1,35,3500,800,40,0.8075,646,NULL,NULL,NULL,NULL
madrid,4,1,45,100,800,40,0.00625,5,NULL,NULL,NULL,NULL
madrid,4,1,45,200,800,40,0.01125,9,NULL,NULL,NULL,NULL
madrid,4,1,45,400,800,40,0.03,24,NULL,NULL,NULL,NULL
madrid,4,1,45,600,800,40,0.06125,49,NULL,NULL,NULL,NULL
madrid,4,1,45,800,800,40,0.08125,65,NULL,NULL,NULL,NULL
madrid,4,1,45,1100,800,40,0.1525,122,NULL,NULL,NULL,NULL
madrid,4,1,45,1300,800,40,0.2025,162,NULL,NULL,NULL,NULL
madrid,4,1,45,1500,800,40,0.28625,229,NULL,NULL,NULL,NULL
madrid,4,1,45,2000,800,40,0.53875,431,NULL,NULL,NULL,NULL
