cityname,i_o_length,prediction_horizon,grid_size,thresh,config_cx_sample_whole_data,CSR_MP_no_thresh_mean,CSR_MP_no_thresh_median,CSR_MP_count_y_exceeding_r_x,CSR_MP_sum_y_exceeding_r_x_max,CSR_MP_sum_y_exceeding_r_x_mean,CSR_MP_sum_exp_y_exceeding_r_x_mean,CSR_MP_no_thresh_frac_mean_2,CSR_MP_no_thresh_frac_mean_2_exp,CSR_MP_no_thresh_frac_sum,CSR_PM_no_thresh_mean,CSR_PM_no_thresh_median,CSR_PM_count_y_exceeding_r_x,CSR_PM_sum_y_exceeding_r_x_max,CSR_PM_sum_y_exceeding_r_x_mean,CSR_PM_sum_exp_y_exceeding_r_x_mean,CSR_PM_no_thresh_frac_mean_2,CSR_PM_no_thresh_frac_mean_2_exp,CSR_PM_no_thresh_frac_sum,CSR_NM_no_thresh_mean,CSR_NM_no_thresh_median,CSR_NM_count_y_exceeding_r_x,CSR_NM_sum_y_exceeding_r_x_max,CSR_NM_sum_y_exceeding_r_x_mean,CSR_NM_sum_exp_y_exceeding_r_x_mean,CSR_NM_no_thresh_frac_mean_2,CSR_NM_no_thresh_frac_mean_2_exp,CSR_NM_no_thresh_frac_sum,CSR_GB_no_thresh_mean,CSR_GB_no_thresh_median,CSR_GB_count_y_exceeding_r_x,CSR_GB_sum_y_exceeding_r_x_max,CSR_GB_sum_y_exceeding_r_x_mean,CSR_GB_sum_exp_y_exceeding_r_x_mean,CSR_GB_no_thresh_frac_mean_2,CSR_GB_no_thresh_frac_mean_2_exp,CSR_GB_no_thresh_frac_sum,CSR_GB_red_by_grey_sum,CSR_NM_red_by_grey_sum,CSR_PM_red_by_grey_sum,CSR_MP_red_by_grey_sum
melbourne,4,5,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,597.8441632577324,587.5887096774193,6.746,3405148.5,784.6205531632816,0.0025266244933044336,1.1788740189344533,0.36021450015424417,1.0875889426290546,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,115.72500920440098,NULL
melbourne,4,6,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,605.5763208292203,590.8531060987902,7.412,3700608.75,759.8241954450309,0.0029351516700656557,1.1863569554960147,0.36304348129403974,1.0935141572537486,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,129.62440827419934,NULL
melbourne,4,7,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,602.2132478084138,592.0134662203286,7.474,3852187.5,775.6601381444333,0.002582773783838879,1.1821255945533702,0.3648750875074697,1.0852423136701066,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,132.02381736484517,NULL
melbourne,4,8,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,597.6101537890266,590.929435483871,7.664,3989231.75,785.2842169753816,0.002434188620116183,1.190388433319853,0.36948969367126117,1.0880064155166669,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,142.18830377168507,NULL
london,4,1,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1067.7062612445718,1031.467741935484,4.662,3930901.0,1302.0533959806091,0.004613374148187039,1.0931029910483647,0.36488162582155176,1.0348670242959455,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,62.58692825542291,NULL
london,4,2,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1055.4744714948176,1006.8387096774193,4.254,3448660.0,1266.0588334281915,0.004214290809693792,1.0847287246503483,0.37070081772262226,1.019286558783679,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,57.94799394690966,NULL
london,4,3,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1042.2261800956303,1012.6612903225807,5.264,4054814.0,1228.2976111716512,0.00352211674376482,1.1047149889880672,0.3664627511492564,1.037382684732143,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,73.66453004404711,NULL
london,4,4,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1059.2462459148537,1030.25,5.858,4602480.0,1248.5963178048235,0.0022543688711240155,1.0989800837120578,0.3697765964616806,1.0370594815003198,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,84.56053943039096,NULL
london,4,5,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1063.6363892672193,1019.0967741935484,6.112,4848513.75,1225.5825773724982,0.0027107187165654,1.1211091714623493,0.3696125521859478,1.0409314189240126,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,91.94467418504126,NULL
london,4,6,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1092.3376406655111,1038.8387096774193,6.232,5307693.0,1256.1125827282399,0.0021336453619286233,1.148208181464711,0.36466497264286835,1.0580814212560423,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,97.88564055707278,NULL
london,4,7,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1084.2401218353896,1028.6310483870966,6.404,5235928.0,1251.2096709676596,0.0032655545305538326,1.0997388357035718,0.373939403231654,1.0296441755647807,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,94.69804511289911,NULL
london,4,8,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1046.3595541261527,1006.1471774193549,5.748,4286103.0,1190.4856534526596,0.003273369496219588,1.1070449868580774,0.3738835736019703,1.024198283553339,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,84.91220491726496,NULL
madrid,4,1,25,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,887.4668244455062,858.6370967741935,6.94,5252015.888888889,1177.0641101150084,0.002239763966340787,1.3817552589684465,0.37877700011924764,1.1787114533522969,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,181.61075625027794,NULL
melbourne,4,1,25,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,233.9538350132619,229.18548387096774,5.194,1001775.5,331.8617504107995,0.006586759591061043,1.1616084463809866,0.364827270862591,1.0742657496235961,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,98.78759663408944,NULL
london,4,1,25,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,773.6030554501111,838.1129032258065,6.214,3515272.0,934.8635417093952,0.0030519389339941382,1.2379702598362499,0.35545164890085723,1.1176504474244955,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,114.3582030394267,NULL
madrid,4,1,35,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1513.997657821401,1450.469758064516,3.966,6091440.0,2128.759705691448,0.001088278262837656,1.6144552883978591,0.37971861290922615,1.1062861595167917,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,81.64233949817108,NULL
melbourne,4,1,35,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,397.52327243447616,391.05449657869013,5.566,2044150.5740740742,557.3311908218024,0.004981858915571092,1.175057995190184,0.3606732474785312,1.0851826193180518,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,112.7123112097939,NULL
london,4,1,35,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,855.196685489426,880.7620967741935,4.72,2898878.5555555555,1033.4324436099555,0.0024431695779287277,1.10622154515157,0.36775617879733163,1.0364254731602405,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,68.37372748228339,NULL
madrid,4,1,45,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2143.4513795168855,1706.296370967742,5.588,11375148.548263703,3226.0597109977734,0.0015160786506072034,1.3036552200470055,0.3702477536424527,1.1202693149602119,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,121.41708415472587,NULL
melbourne,4,1,45,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,523.6925834945512,508.42338709677415,4.804,2147647.0,739.5014516990359,0.0033064213609667868,1.131374608059214,0.36447453376384836,1.0620039255313463,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,86.85866885547617,NULL
london,4,1,45,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,990.3667880844646,961.741935483871,5.622,4387584.5,1174.3976891925552,0.0027249614101224964,1.1037571942726785,0.36198360812290736,1.0498143243531661,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,81.21875780995308,NULL
madrid,4,1,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2958.2674261588927,2502.7116935483873,5.652,16415135.699524177,4273.571951291315,0.0009876942108649938,1.4112686601463904,0.3631534280617849,1.1766731145154126,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,134.36649585493302,NULL
melbourne,4,1,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,588.0967251914516,571.383064516129,4.696,2368589.5,791.5565129053304,0.0034373655846611584,1.1033559278302432,0.3679945476350126,1.0376313762975549,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,76.5177223921149,NULL
london,4,1,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1073.909475709725,1019.233870967742,4.524,3804063.0,1286.210911876088,0.004125995750685852,1.083875586376788,0.3681061189366493,1.0267885410697128,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,62.42589990628593,NULL
madrid,4,1,65,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4693.971149268478,2272.334677419355,4.722,22746410.944444444,8135.559057916213,0.0009957814911434304,1.3150403500812167,0.3692797285075759,1.1208240625169865,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,105.78155767761118,NULL
melbourne,4,1,65,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,651.1133700035795,633.5322580645161,4.382,2431456.4629629627,874.9320952424658,0.003641670785461156,1.099295350835038,0.365659667081943,1.0342781570240713,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,68.40267173454566,NULL
london,4,1,65,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1192.9625675224588,1119.983870967742,3.868,3806046.0,1469.8744851914266,0.0025022623905240266,1.049675428721369,0.3743684544638988,1.0013258159226597,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,51.9879666063405,NULL
madrid,4,1,75,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5582.744928089365,2997.2157258064517,3.494,17571724.055555556,10322.185314506463,0.0006114948118294253,1.345752976721673,0.3759823594271169,1.0861814933237506,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,86.35871653499626,NULL
melbourne,4,1,75,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,710.1648065371676,698.9112903225806,4.114,2267994.888888889,878.291095957252,0.0036246705900753787,1.0594447646012175,0.3683438632641957,1.0129265630447726,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,54.84473501288251,NULL
london,4,1,75,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1191.644235240558,1118.0987903225805,4.69,4407663.5,1458.675532597281,0.0027289616468728446,1.062442995183575,0.36954351579151107,1.0178273698197307,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,61.83517911130489,NULL
madrid,4,1,85,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5872.718449674321,3425.397177419355,4.356,23140184.666666668,9655.618362421994,0.0009342999976792901,1.3450663315772322,0.3690635463065405,1.1123921329839952,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,95.97783859130578,NULL
melbourne,4,1,85,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,807.0304150222235,775.2177419354839,4.212,2494534.0,970.2059157479207,0.006211551798481423,1.03322075771684,0.36916267996939384,1.0053976570961873,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,52.184499903919345,NULL
london,4,1,85,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1312.559036429825,1207.1370967741937,3.566,3719437.0,1647.4647341621169,0.0017359520185863742,1.0430476802138762,0.37871678745163756,0.9945165803103898,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,47.72351775284461,NULL
madrid,4,1,95,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9104.740984069515,5476.854838709678,4.866,58907897.58333333,18044.883601650756,0.0002644742973988623,1.7706780752607578,0.3763392986780366,1.2550611807981817,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,159.04445650799914,NULL
melbourne,4,1,95,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,789.9433346641163,757.508064516129,4.652,2943366.75,985.9729802378791,0.004105154610733554,1.055522676668892,0.3684868645945784,1.0153353562143184,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,63.87232702844584,NULL
london,4,1,95,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1242.1589913935745,1171.9657258064517,3.464,3403960.0,1514.0237758351443,0.002728597216759165,1.061283625201319,0.3700383055106929,1.0133933936697856,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,47.76388462406146,NULL
madrid,4,1,105,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7338.464432514434,4168.717741935484,3.576,40849078.0,16192.405877760553,0.0003986583073459895,1.632261539711146,0.39095078371483455,1.1732308775688989,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,140.8639132397558,NULL
melbourne,4,1,105,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,840.1063343334607,789.5564516129032,4.638,3032543.0185185187,1020.0572745694744,0.004993063082144916,1.0416960814364675,0.3672208133265433,1.0129042935474177,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,58.78510714906615,NULL
london,4,1,105,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1331.843598388205,1254.3326612903224,4.522,4938944.75,1647.4147223279067,0.0026356966497232577,1.0609708258312736,0.3663578829416615,1.023034175783365,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,61.39000188209087,NULL
madrid,1,1,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2093.6721786430016,1732.2399193548385,3.33,8838191.678647976,3257.7235523294967,0.0013627759625550744,1.266837694517552,0.36542449393520676,1.0676152914443042,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,66.31323327037524,NULL
madrid,2,1,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2518.0352757158753,2028.1350806451615,3.33,8993685.741941014,4082.9785324155987,0.0009473085980914597,1.2313449222534145,0.3761987313267705,1.0523522919642196,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,69.84550266154119,NULL
madrid,3,1,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2773.567016327502,2229.485887096774,3.834,11121320.033886317,4417.086276813754,0.0009665246560483791,1.2960537900936346,0.37355140013150995,1.0835326555879221,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,80.728514811619,NULL
madrid,4,1,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2843.5569535323484,2466.991935483871,5.598,13979262.74537037,4165.221806624346,0.0007866030722530124,1.3238200537791323,0.3683743737920367,1.134957259398901,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,131.78667279710265,NULL
madrid,5,1,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3396.2917299289966,2699.3548387096776,6.342,18726046.69412294,4964.03303855528,0.0015732565731281997,1.4284878821502398,0.37310781161929857,1.1716360310226037,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,149.78951944994668,NULL
madrid,6,1,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3236.415165605995,2774.602822580645,7.396,21461944.642768346,4902.090596891895,0.0006036767779067727,1.4438679576261986,0.3641502783610267,1.2186124258701494,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,185.37207140771784,NULL
madrid,7,1,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3473.3601371282293,2926.576612903226,8.876,24916119.72140775,5030.812109613425,0.0003876625766477031,1.5236847024412823,0.3611890263449297,1.2829673867393008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,228.57177135878464,NULL
madrid,8,1,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3561.1402091817877,2977.8387096774195,8.602,26813501.925925925,5068.280925894482,0.0005340216902437798,1.4793140600324384,0.3637522535154188,1.231737230713081,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,202.76620903054334,NULL
melbourne,1,1,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,465.1536770995458,454.3577336641853,2.026,998217.0,665.4408164481071,0.003922999272716104,1.0937289911812678,0.3705008337652834,1.0119400218588965,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34.139392218535555,NULL
melbourne,2,1,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,526.2293867581702,510.5967741935484,2.76,1362025.75,721.5308575316253,0.0031809212490429752,1.1017676098459632,0.36453304800299446,1.0284337317624528,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,43.83181208438817,NULL
melbourne,3,1,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,549.0418625486137,531.0362903225807,3.446,1734182.5,757.3585782028633,0.003606912214880061,1.0889000189233504,0.37115975135817836,1.0198517870714312,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,54.65378197872781,NULL
melbourne,4,1,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,596.5449909731108,578.891129032258,5.032,2567509.25,802.760060011036,0.002847390651420614,1.1136023209157706,0.36321111038700965,1.046436140606797,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,78.62799057947363,NULL
melbourne,5,1,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,618.3744047357181,602.991935483871,4.82,2447630.0,815.3037024832887,0.0031716822328167723,1.1105993905563012,0.3649887066270179,1.0415432969978704,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,75.46624285398069,NULL
melbourne,6,1,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,634.6706701432583,612.791788856305,5.718,2975910.0,816.7483795029393,0.0030548717655446626,1.1254979447745377,0.3615555488143291,1.0559327530584492,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,90.47207596428974,NULL
melbourne,7,1,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,668.7393852630304,640.1431451612902,6.798,3639893.75,858.1570566769057,0.003061466481953981,1.1269950742902228,0.3623886231477569,1.0618702414740404,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,105.31790814331026,NULL
melbourne,8,1,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,684.1747911817849,675.6310483870968,6.456,3536840.25,857.3579489012086,0.0024944013980075837,1.0955808401703977,0.3724720854636985,1.0307786166091755,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100.94872450211878,NULL
london,1,1,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,885.6291780366851,863.0584677419355,3.442,2491593.0,1107.7132369999438,0.0028892639570425502,1.0955432377317307,0.36575945345430994,1.0238351484132115,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,49.221317650678486,NULL
london,2,1,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,954.532703785192,925.0013694461352,3.396,2789343.0,1207.7231352617885,0.0024915124054908848,1.0820293728871775,0.3688225447818597,1.015720714406217,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,46.28657674126632,NULL
london,3,1,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1001.3012717374315,979.1653225806451,3.526,2757752.0,1232.378013813948,0.0034753967023879043,1.055600086572676,0.37356860279402554,1.0039853338653886,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,46.3909328914848,NULL
london,4,1,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1058.6200933032508,1021.1290322580645,3.522,2708614.0,1302.2185473401387,0.0024309157528669464,1.0820523593432614,0.36843374904707316,1.0199106085006393,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,47.41716712995334,NULL
london,5,1,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1081.890756912602,1060.3709677419356,4.572,3499422.25,1310.4659898991729,0.002521082860143734,1.0574509793162885,0.37245456050468795,1.0096116549017116,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,59.026352133257205,NULL
london,6,1,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1142.9746578623776,1082.2217741935483,4.398,3706918.0,1328.0421907748137,0.003514462662157528,1.0828989402447378,0.3678762539718748,1.0273593138312902,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,59.00759607263025,NULL
