cityname,i_o_length,prediction_horizon,grid_size,thresh,cx_sample_whole_data,cx_sample_single_point,CSR_PM_frac,CSR_PM_count,CSR_PM_no_thresh_median,CSR_PM_no_thresh_mean,CSR_PM_no_thresh_frac_median,CSR_PM_no_thresh_frac_mean
madrid,1,1,245,500,400,200,NULL,NULL,3281.0,4319.978347031582,0.998504237992355,1.258035946489731
melbourne,1,1,45,500,400,200,NULL,NULL,498.0,527.5253611111111,nan,nan
melbourne,2,1,45,500,400,200,NULL,NULL,650.0,686.3573524463287,nan,nan
melbourne,3,1,45,500,400,200,NULL,NULL,748.0,823.0905278438647,nan,nan
melbourne,4,1,45,500,400,200,NULL,NULL,809.0,896.5177975902317,nan,nan
melbourne,5,1,45,500,400,200,NULL,NULL,871.0,962.1695663289335,nan,nan
melbourne,6,1,45,500,400,200,NULL,NULL,941.0,1014.4998923168039,nan,nan
melbourne,7,1,45,500,400,200,NULL,NULL,954.0,1013.1676693449617,nan,nan
melbourne,8,1,45,500,400,200,NULL,NULL,1005.0,1073.422850245455,nan,nan
melbourne,1,1,45,500,400,200,NULL,NULL,513.0,551.1745319444444,nan,nan
melbourne,1,2,45,500,400,200,NULL,NULL,547.0,577.4539973295501,nan,nan
melbourne,1,3,45,500,400,200,NULL,NULL,574.0,619.5585876527263,nan,nan
melbourne,1,4,45,500,400,200,NULL,NULL,617.0,670.1862875848691,nan,nan
melbourne,1,5,45,500,400,200,NULL,NULL,643.0,691.4935147849461,nan,nan
melbourne,1,6,45,500,400,200,NULL,NULL,669.0,734.9188809023852,nan,nan
melbourne,1,7,45,500,400,200,NULL,NULL,675.0,750.6698619631902,nan,nan
melbourne,1,8,45,500,400,200,NULL,NULL,700.0,775.0077313003376,nan,nan
melbourne,1,1,5,500,400,200,NULL,NULL,116.0,158.94422555764018,nan,nan
melbourne,1,1,25,500,400,200,NULL,NULL,309.5,363.7359021381236,nan,nan
melbourne,1,1,45,500,400,200,NULL,NULL,490.0,530.8690078967857,nan,nan
melbourne,1,1,65,500,400,200,NULL,NULL,556.0,584.8003055555555,nan,nan
melbourne,1,1,85,500,400,200,NULL,NULL,560.0,580.6064195059565,nan,nan
melbourne,1,1,105,500,400,200,NULL,NULL,581.0,606.655479071061,nan,nan
melbourne,1,1,125,500,400,200,NULL,NULL,609.0,630.992326388889,nan,nan
melbourne,1,1,145,500,400,200,NULL,NULL,621.0,645.8845069444445,nan,nan
melbourne,1,1,165,500,400,200,NULL,NULL,612.0,639.3956979166667,nan,nan
melbourne,1,1,185,500,400,200,NULL,NULL,612.0,631.4945913628653,nan,nan
melbourne,1,1,205,500,400,200,NULL,NULL,628.0,651.860187926553,nan,nan
melbourne,1,1,225,500,400,200,NULL,NULL,631.0,717.6320634126686,nan,nan
melbourne,1,1,245,500,400,200,NULL,NULL,623.0,702.2813715277779,nan,nan
