cityname,i_o_length,prediction_horizon,grid_size,thresh,config_cx_sample_whole_data,CSR_MP_no_thresh_mean,CSR_MP_no_thresh_median,CSR_MP_count_y_exceeding_r_x,CSR_MP_sum_y_exceeding_r_x_max,CSR_MP_sum_y_exceeding_r_x_mean,CSR_MP_sum_exp_y_exceeding_r_x_mean,CSR_MP_no_thresh_frac_mean_2,CSR_MP_no_thresh_frac_mean_2_exp,CSR_MP_no_thresh_frac_sum,CSR_PM_no_thresh_mean,CSR_PM_no_thresh_median,CSR_PM_count_y_exceeding_r_x,CSR_PM_sum_y_exceeding_r_x_max,CSR_PM_sum_y_exceeding_r_x_mean,CSR_PM_sum_exp_y_exceeding_r_x_mean,CSR_PM_no_thresh_frac_mean_2,CSR_PM_no_thresh_frac_mean_2_exp,CSR_PM_no_thresh_frac_sum,CSR_NM_no_thresh_mean,CSR_NM_no_thresh_median,CSR_NM_count_y_exceeding_r_x,CSR_NM_sum_y_exceeding_r_x_max,CSR_NM_sum_y_exceeding_r_x_mean,CSR_NM_sum_exp_y_exceeding_r_x_mean,CSR_NM_no_thresh_frac_mean_2,CSR_NM_no_thresh_frac_mean_2_exp,CSR_NM_no_thresh_frac_sum,CSR_GB_no_thresh_mean,CSR_GB_no_thresh_median,CSR_GB_count_y_exceeding_r_x,CSR_GB_sum_y_exceeding_r_x_max,CSR_GB_sum_y_exceeding_r_x_mean,CSR_GB_sum_exp_y_exceeding_r_x_mean,CSR_GB_no_thresh_frac_mean_2,CSR_GB_no_thresh_frac_mean_2_exp,CSR_GB_no_thresh_frac_sum,CSR_GB_red_by_grey_sum,CSR_NM_red_by_grey_sum,CSR_PM_red_by_grey_sum,CSR_MP_red_by_grey_sum
london,4,1,85,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1386.5396927635359,1260.3709677419356,4.034,4383601.0,1701.5301115511,0.002021598068945861,1.0556406489812116,0.3707984445841066,1.012838620069309,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,52.07016529934707,NULL
madrid,4,1,95,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8757.632420463196,5410.814516129032,4.422,51347310.0,18048.840033662087,0.0005119897070683553,1.670036254863901,0.38775454619054806,1.207515185223052,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,149.74651943706914,NULL
melbourne,4,1,95,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,857.4511599504673,811.9758064516129,4.728,3059087.0,1035.5508504036375,0.0034134633655151497,1.0579099338012985,0.36423896832093045,1.0234101519321888,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,61.655425059129016,NULL
london,4,1,95,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1321.2822943067354,1234.975806451613,4.486,4718664.5,1577.6255741867749,0.0024670330280690002,1.0659494307511774,0.36612563029565737,1.0191209162912562,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,57.255720145544686,NULL
madrid,4,1,105,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9204.75370985024,4638.054435483871,3.56,51448191.5925926,18985.81383921027,0.0004745617456072467,1.7936283354633997,0.3850963602325812,1.2720235548253407,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,157.68698593869806,NULL
melbourne,4,1,105,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,890.4414817361485,840.7559737156512,5.092,3300877.0,1068.3187197565007,0.005130766480472195,1.0385301600996846,0.36650479639837225,1.0128866756375532,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,62.67904386119863,NULL
london,4,1,105,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1392.7994875638267,1324.171370967742,4.284,4553724.5,1700.1813266510949,0.0026496984788110713,1.0384930957483607,0.37285604812224576,1.0031992671362189,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,55.47695836384666,NULL
madrid,1,1,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020.1951693811798,1770.7237903225805,1.93,4484847.75,3317.004775220995,0.0012455318510515771,1.2007422371136063,0.37459117336757414,1.015168742558325,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,38.38362891252772,NULL
madrid,2,1,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2651.5933044535645,2149.548387096774,3.52,10000212.416666668,4249.652779141967,0.0007808824800960569,1.2114420013061504,0.3719220254818506,1.0614644199158825,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,65.77905170321928,NULL
madrid,3,1,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2985.8117131931585,2432.4012096774195,4.36,13779681.25,4404.6502197618265,0.0009135203679456645,1.2649099167493327,0.3726491545130099,1.0966364364971277,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,90.22717508439123,NULL
madrid,4,1,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3042.998150643634,2612.483870967742,6.128,17604338.75,4598.53151824665,0.0007214021835454397,1.3212744519048958,0.3659311356134982,1.149474904798726,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,131.16806110084963,NULL
madrid,5,1,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3296.1150557281135,2958.0564516129034,6.136,18866720.5,4716.8371205849235,0.0004364040374569296,1.3870368152445,0.3608141415159865,1.1822449702386937,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,137.27901090238092,NULL
madrid,6,1,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3495.9818252534556,3018.1370967741937,5.692,18063520.49074074,5076.262157357428,0.0003356724632994973,1.4313650004032539,0.3672482454421349,1.2018747904476854,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,142.6549225712523,NULL
madrid,7,1,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3792.9375332222367,3133.258064516129,8.45,26235025.25,5410.354455398981,0.0006599060109993842,1.4377849890297592,0.3695182953333705,1.2223768624117533,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,197.88843457610182,NULL
madrid,8,1,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3950.401298004095,3344.790322580645,9.882,31877381.0,5255.976083390571,0.0002870509581247121,1.5324278886522646,0.3582900420645282,1.284267302712669,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,243.4315175457412,NULL
melbourne,1,1,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,474.5174112284328,468.20362903225805,2.672,1310707.75,693.603572764228,0.0034327891550934428,1.0993273940132813,0.37081992012844245,1.0180788315500493,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,46.81407156627286,NULL
melbourne,2,1,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,555.1304641114383,543.3447580645161,3.258,1687699.25,765.9886613235478,0.0038450844150982365,1.084672214373988,0.3699087130244051,1.0195556254225218,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,52.088582840854684,NULL
melbourne,3,1,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,613.5744803626488,602.7822580645161,4.506,2336640.25,818.8279611260334,0.0031709809231681724,1.1129577994376063,0.358062556309139,1.0504548892045722,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,67.60959102873205,NULL
melbourne,4,1,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,638.8225668923294,629.6290322580645,4.758,2494995.75,836.2492561202064,0.00245626033221241,1.1014266253431693,0.3642709495213873,1.042932718944995,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,71.27833530664071,NULL
melbourne,5,1,55,100,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,695.1974892080724,688.0,5.9,3257477.5,884.453125145338,0.004228452223759401,1.107017450362689,0.36332557376108526,1.0484880644144834,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,86.50915148958242,NULL
