cityname i_o_length prediction_horizon grid_size time_stamp cx
london 4 1 55 5250 0
london 4 1 55 6530 0
london 4 1 55 2108 0
london 4 1 55 2980 0
london 4 1 55 884 0
london 4 1 55 2558 1927.0
london 4 1 55 8763 0
london 4 1 55 3225 5388.0
london 4 1 55 6444 1853.0
london 4 1 55 6752 5556.0
london 4 1 55 848 61506.0
london 4 1 55 1875 0
london 4 1 55 5566 14643.0
london 4 1 55 101 0
london 4 1 55 6232 12249.0
london 4 1 55 5925 0
london 4 1 55 7060 4432.0
london 4 1 55 6618 3852.0
london 4 1 55 7833 4098.0
london 4 1 55 3792 0
london 4 1 55 7362 0
london 4 1 55 8438 8578.0
london 4 1 55 1197 6280.0
london 4 1 55 1730 18181.0
london 4 1 55 1086 70512.0
london 4 1 55 1970 5807.0
london 4 1 55 8844 0
london 4 1 55 592 0
london 4 1 55 2180 70649.0
london 4 1 55 7383 0
london 4 1 55 1083 98910.0
london 4 1 55 5481 38077.0
london 4 1 55 3544 0
london 4 1 55 8433 46651.0
london 4 1 55 6513 0
london 4 1 55 1830 0
london 4 1 55 3006 8002.0
london 4 1 55 2573 11698.0
london 4 1 55 7549 0
london 4 1 55 4058 0
london 4 1 55 3115 0
london 4 1 55 8771 0
london 4 1 55 4915 11679.0
london 4 1 55 5791 0
london 4 1 55 6749 4053.0
london 4 1 55 7270 34209.0
london 4 1 55 3962 0
london 4 1 55 865 0
london 4 1 55 2836 6900.0
london 4 1 55 6029 1524.0
london 4 1 55 6768 43092.0
london 4 1 55 8417 0
london 4 1 55 3425 43198.0
london 4 1 55 5322 0
london 4 1 55 3454 0
london 4 1 55 8637 4812.0
london 4 1 55 4033 0
london 4 1 55 8066 2610.0
london 4 1 55 8061 0
london 4 1 55 2069 10096.0
london 4 1 55 299 0
london 4 1 55 8402 0
london 4 1 55 4920 0
london 4 1 55 3024 13910.0
london 4 1 55 2696 0
london 4 1 55 6004 3990.0
london 4 1 55 4431 5493.0
london 4 1 55 5070 0
london 4 1 55 5308 0
london 4 1 55 6118 6090.0
london 4 1 55 4057 0
london 4 1 55 8839 29660.0
london 4 1 55 1336 0
london 4 1 55 5025 7464.0
london 4 1 55 1602 0
london 4 1 55 5993 0
london 4 1 55 6220 0
london 4 1 55 7869 5004.0
london 4 1 55 983 38929.0
london 4 1 55 5014 0
london 4 1 55 1647 78715.0
london 4 1 55 1815 4694.0
london 4 1 55 1973 9416.0
london 4 1 55 8526 20074.0
london 4 1 55 4103 0
london 4 1 55 1855 0
london 4 1 55 3951 0
london 4 1 55 5052 0
london 4 1 55 4546 0
london 4 1 55 1022 0
london 4 1 55 3975 0
london 4 1 55 3774 0
london 4 1 55 4752 23282.0
london 4 1 55 7176 6325.0
london 4 1 55 6350 0
london 4 1 55 6683 0
london 4 1 55 7858 0
london 4 1 55 6391 0
london 4 1 55 5245 0
london 4 1 55 3226 0
london 4 1 55 7782 0
london 4 1 55 6462 0
london 4 1 55 5696 0
london 4 1 55 614 14384.0
london 4 1 55 8657 35932.0
london 4 1 55 6221 0
london 4 1 55 256 12634.0
london 4 1 55 7815 0
london 4 1 55 1372 9420.0
london 4 1 55 8625 0
london 4 1 55 8474 13616.0
london 4 1 55 6542 0
london 4 1 55 2481 3244.0
london 4 1 55 7464 0
london 4 1 55 6253 13896.0
london 4 1 55 8645 0
london 4 1 55 650 0
london 4 1 55 5618 0
london 4 1 55 5537 0
london 4 1 55 8283 0
london 4 1 55 585 10251.0
london 4 1 55 5271 0
london 4 1 55 8704 0
london 4 1 55 5956 5892.0
london 4 1 55 7055 0
london 4 1 55 4376 6933.0
london 4 1 55 7056 0
london 4 1 55 7705 0
london 4 1 55 2383 0
london 4 1 55 3717 0
london 4 1 55 6769 43092.0
london 4 1 55 5926 0
london 4 1 55 7972 47178.0
london 4 1 55 6841 0
london 4 1 55 3697 0
london 4 1 55 7575 948.0
london 4 1 55 6454 0
london 4 1 55 6677 32652.0
london 4 1 55 8974 0
london 4 1 55 7235 12031.0
london 4 1 55 950 135680.0
london 4 1 55 8060 0
london 4 1 55 3705 2514.0
london 4 1 55 7142 0
london 4 1 55 5158 0
london 4 1 55 2504 0
london 4 1 55 3000 0
london 4 1 55 3633 0
london 4 1 55 448 0
london 4 1 55 1729 9125.0
london 4 1 55 7023 0
london 4 1 55 3820 15116.0
london 4 1 55 2755 8256.0
london 4 1 55 6424 14526.0
london 4 1 55 1559 0
london 4 1 55 5818 0
london 4 1 55 4322 0
london 4 1 55 8716 7602.0
london 4 1 55 3252 2414.0
london 4 1 55 7106 0
london 4 1 55 2622 15896.0
london 4 1 55 8274 14702.0
london 4 1 55 48 2934.0
london 4 1 55 5206 0
london 4 1 55 6030 3048.0
london 4 1 55 8110 0
london 4 1 55 6615 6992.0
london 4 1 55 6371 1107.0
london 4 1 55 511 6518.0
london 4 1 55 685 19410.0
london 4 1 55 6153 5388.0
london 4 1 55 1406 0
london 4 1 55 2020 0
london 4 1 55 5702 0
london 4 1 55 3435 0
london 4 1 55 6934 19751.0
london 4 1 55 7883 4053.0
london 4 1 55 1345 0
london 4 1 55 4426 0
london 4 1 55 7093 38367.0
london 4 1 55 5624 5248.0
london 4 1 55 394 11571.0
london 4 1 55 4961 27984.0
london 4 1 55 783 0
london 4 1 55 2526 4905.0
london 4 1 55 183 0
london 4 1 55 8289 0
london 4 1 55 7803 0
london 4 1 55 8130 0
london 4 1 55 7325 8720.0
london 4 1 55 7489 0
london 4 1 55 1812 0
london 4 1 55 2201 7168.0
london 4 1 55 7293 0
london 4 1 55 3188 1832.0
london 4 1 55 7554 0
london 4 1 55 8024 0
london 4 1 55 2628 0
london 4 1 55 1398 36552.0
london 4 1 55 6186 0
london 4 1 55 6408 0
london 4 1 55 4812 0
london 4 1 55 4341 2198.0
london 4 1 55 3860 0
london 4 1 55 3080 0
london 4 1 55 1399 32724.0
london 4 1 55 8791 0
london 4 1 55 2831 0
london 4 1 55 4858 0
london 4 1 55 3583 10746.0
london 4 1 55 4783 9120.0
london 4 1 55 6135 0
london 4 1 55 870 126683.0
london 4 1 55 6876 7484.0
london 4 1 55 1263 0
london 4 1 55 5197 9809.0
london 4 1 55 5083 13914.0
london 4 1 55 3966 57155.0
london 4 1 55 1320 0
london 4 1 55 6093 0
london 4 1 55 7072 0
london 4 1 55 7695 8974.0
london 4 1 55 3309 0
london 4 1 55 2323 19340.0
london 4 1 55 6191 0
london 4 1 55 7338 0
london 4 1 55 2124 0
london 4 1 55 5411 0
london 4 1 55 860 121834.0
london 4 1 55 3998 0
london 4 1 55 340 8973.0
london 4 1 55 4056 0
london 4 1 55 5408 0
london 4 1 55 1344 0
london 4 1 55 4684 0
london 4 1 55 4445 0
london 4 1 55 1462 22384.0
london 4 1 55 6920 6048.0
london 4 1 55 5489 0
london 4 1 55 5437 0
london 4 1 55 201 0
london 4 1 55 4697 24189.0
london 4 1 55 6538 10780.0
london 4 1 55 7678 0
london 4 1 55 5706 2657.0
london 4 1 55 6930 0
london 4 1 55 8164 0
london 4 1 55 4397 0
london 4 1 55 159 0
london 4 1 55 2565 0
london 4 1 55 8458 0
london 4 1 55 4111 0
london 4 1 55 8810 0
london 4 1 55 1394 0
london 4 1 55 8595 0
london 4 1 55 327 0
london 4 1 55 5126 0
london 4 1 55 1786 0
london 4 1 55 7134 0
london 4 1 55 945 0
london 4 1 55 827 18639.0
london 4 1 55 4215 3597.0
london 4 1 55 69 1341.0
london 4 1 55 3136 5444.0
london 5 1 55 1706 0
london 5 1 55 5406 0
london 5 1 55 7143 0
london 5 1 55 4178 0
london 5 1 55 7580 0
london 5 1 55 7700 5404.0
london 5 1 55 3042 0
london 5 1 55 7325 0
london 5 1 55 45 1467.0
london 5 1 55 4886 18416.0
london 5 1 55 1880 8809.0
london 5 1 55 7086 0
london 5 1 55 6224 8872.0
london 5 1 55 2932 1659.0
london 5 1 55 8737 0
london 5 1 55 5234 0
london 5 1 55 4184 0
london 5 1 55 1381 0
london 5 1 55 5679 73704.0
london 5 1 55 4540 0
london 5 1 55 1501 3906.0
london 5 1 55 2981 0
london 5 1 55 688 0
london 5 1 55 3459 5348.0
london 5 1 55 6743 0
london 5 1 55 390 0
london 5 1 55 6016 0
london 5 1 55 1376 0
london 5 1 55 3016 0
london 5 1 55 6739 0
london 5 1 55 3926 14676.0
london 5 1 55 394 0
london 5 1 55 7385 0
london 5 1 55 5597 2706.0
london 5 1 55 5524 0
london 5 1 55 5566 0
london 5 1 55 5455 0
london 5 1 55 186 0
london 5 1 55 8377 0
london 5 1 55 6410 0
london 5 1 55 1850 0
london 5 1 55 6522 32652.0
london 5 1 55 6121 0
london 5 1 55 3736 0
london 5 1 55 1280 0
london 5 1 55 1108 0
london 5 1 55 5244 1775.0
london 5 1 55 1180 31982.0
london 5 1 55 3100 0
london 5 1 55 5441 15003.0
london 5 1 55 945 0
london 5 1 55 3228 0
london 5 1 55 3616 1257.0
london 5 1 55 5419 10615.0
london 5 1 55 8214 0
london 5 1 55 6923 38286.0
london 5 1 55 5492 0
london 5 1 55 3030 0
london 5 1 55 3889 0
london 5 1 55 8405 9071.0
london 5 1 55 4851 0
london 5 1 55 5476 41389.0
london 5 1 55 6687 0
london 5 1 55 6927 38367.0
london 5 1 55 7780 0
london 5 1 55 212 0
london 5 1 55 3955 7270.0
london 5 1 55 4881 15245.0
london 5 1 55 2434 40607.0
london 5 1 55 8129 0
london 5 1 55 8302 0
london 5 1 55 2474 49009.0
london 5 1 55 5363 0
london 5 1 55 3993 0
london 5 1 55 932 138135.0
london 5 1 55 7524 0
london 5 1 55 1479 0
london 5 1 55 533 17246.0
london 5 1 55 8816 0
london 5 1 55 4778 0
london 5 1 55 8557 0
london 5 1 55 8053 0
london 5 1 55 761 17800.0
london 5 1 55 1617 0
london 5 1 55 959 42468.0
london 5 1 55 3591 16946.0
london 5 1 55 521 0
london 5 1 55 8561 0
london 5 1 55 5271 0
london 5 1 55 5127 0
london 5 1 55 4303 0
london 5 1 55 8037 1351.0
london 5 1 55 4067 0
london 5 1 55 3326 5000.0
london 5 1 55 526 0
london 5 1 55 6363 3706.0
london 5 1 55 7765 0
london 5 1 55 2624 0
london 5 1 55 4554 0
london 5 1 55 244 6400.0
london 5 1 55 7393 0
london 5 1 55 2452 0
london 5 1 55 8200 0
london 5 1 55 6575 29430.0
london 5 1 55 7526 16547.0
london 5 1 55 2243 0
london 5 1 55 2910 0
london 5 1 55 4393 0
london 5 1 55 3270 0
london 5 1 55 169 0
london 5 1 55 6319 5103.0
london 5 1 55 4826 0
london 5 1 55 1299 14572.0
london 5 1 55 1909 1711.0
london 5 1 55 2260 14132.0
london 5 1 55 4477 0
london 5 1 55 7468 0
london 5 1 55 6672 6048.0
london 5 1 55 2140 3682.0
london 5 1 55 6500 0
london 5 1 55 6474 10656.0
london 5 1 55 5700 0
london 5 1 55 3354 0
london 5 1 55 188 12985.0
london 5 1 55 2324 54071.0
london 5 1 55 5291 0
london 5 1 55 1741 0
london 5 1 55 7497 0
london 5 1 55 7720 0
london 5 1 55 5396 0
london 5 1 55 5625 3912.0
london 5 1 55 8521 0
london 5 1 55 2408 38691.0
london 5 1 55 2201 0
london 5 1 55 5487 0
london 5 1 55 742 25254.0
london 5 1 55 3502 11439.0
london 5 1 55 1727 0
london 5 1 55 5618 0
london 5 1 55 1272 17230.0
london 5 1 55 3360 1173.0
london 5 1 55 5340 3814.0
london 5 1 55 46 2934.0
london 5 1 55 8750 10505.0
london 5 1 55 2081 0
london 5 1 55 2382 35913.0
london 5 1 55 937 0
london 5 1 55 4956 0
london 5 1 55 7394 0
london 5 1 55 7574 0
london 5 1 55 1996 0
london 5 1 55 6910 0
london 5 1 55 5297 0
london 5 1 55 4818 0
london 5 1 55 2388 30836.0
london 5 1 55 5895 0
london 5 1 55 2780 0
london 5 1 55 8118 42776.0
london 5 1 55 8551 0
london 5 1 55 2218 8665.0
london 5 1 55 5467 14933.0
london 5 1 55 1156 0
london 5 1 55 3298 0
london 5 1 55 7131 0
london 5 1 55 3788 6178.0
london 5 1 55 5923 0
london 5 1 55 6266 75670.0
london 5 1 55 4625 0
london 5 1 55 425 3287.0
london 5 1 55 5701 0
london 5 1 55 224 0
london 5 1 55 6746 0
london 5 1 55 1789 0
london 5 1 55 8480 2925.0
london 5 1 55 2872 18000.0
london 5 1 55 477 2423.0
london 5 1 55 2530 0
london 5 1 55 8286 0
london 5 1 55 8642 0
london 5 1 55 8468 6058.0
london 5 1 55 3314 0
london 5 1 55 3835 10953.0
london 5 1 55 4193 5013.0
london 5 1 55 6577 0
london 5 1 55 251 3992.0
london 5 1 55 2930 0
london 5 1 55 4267 0
london 5 1 55 295 12408.0
london 5 1 55 7691 10301.0
london 5 1 55 3337 24346.0
london 5 1 55 8481 1950.0
london 5 1 55 292 0
london 5 1 55 2717 0
london 5 1 55 7243 0
london 5 1 55 5669 0
london 5 1 55 2229 0
london 5 1 55 3711 10192.0
london 5 1 55 1424 5898.0
london 5 1 55 4116 6735.0
london 5 1 55 5112 23688.0
london 5 1 55 3313 0
london 5 1 55 5578 0
london 5 1 55 3789 3160.0
london 5 1 55 4542 0
london 5 1 55 7185 0
london 5 1 55 8350 0
london 5 1 55 6620 48303.0
london 5 1 55 8689 0
london 5 1 55 3888 0
london 5 1 55 7103 34165.0
london 5 1 55 797 30366.0
london 5 1 55 231 0
london 5 1 55 8188 12060.0
london 5 1 55 4383 0
london 5 1 55 3948 3800.0
london 5 1 55 5729 3104.0
london 5 1 55 2374 0
london 5 1 55 3189 0
london 5 1 55 7220 0
london 5 1 55 395 0
london 5 1 55 1862 12089.0
london 5 1 55 7959 0
london 5 1 55 6532 0
london 5 1 55 2793 0
london 5 1 55 4062 0
london 5 1 55 4546 7656.0
london 5 1 55 3091 18521.0
london 5 1 55 2748 0
london 5 1 55 2757 0
london 5 1 55 7151 20689.0
london 5 1 55 4609 3702.0
london 5 1 55 8301 0
london 5 1 55 619 19848.0
london 5 1 55 6424 14418.0
london 5 1 55 3405 0
london 5 1 55 2681 91584.0
london 5 1 55 4915 0
london 5 1 55 1943 3898.0
london 5 1 55 766 0
london 5 1 55 6250 12294.0
london 5 1 55 759 10680.0
london 5 1 55 5025 10872.0
london 5 1 55 6566 0
london 5 1 55 8076 20038.0
london 5 1 55 6272 14526.0
london 5 1 55 3394 0
london 5 1 55 4700 0
london 5 1 55 2161 0
london 5 1 55 4892 0
london 5 1 55 1458 0
london 5 1 55 8667 20219.0
london 5 1 55 4336 51086.0
london 5 1 55 8103 65329.0
london 5 1 55 6571 29430.0
london 5 1 55 5339 5721.0
london 5 1 55 3529 6106.0
london 5 1 55 1150 0
london 5 1 55 1779 0
london 5 1 55 7367 8990.0
london 5 1 55 3992 11493.0
london 5 1 55 5764 40181.0
london 5 1 55 8150 30246.0
london 5 1 55 5823 0
london 5 1 55 7705 0
london 5 1 55 2703 0
london 5 1 55 3630 44121.0
london 5 1 55 7320 84909.0
london 5 1 55 2570 0
london 5 1 55 125 3492.0
london 5 1 55 4009 11259.0
london 5 1 55 731 21609.0
london 5 1 55 4087 4680.0
london 5 1 55 6241 0
london 5 1 55 5444 0
london 5 1 55 4320 0
london 5 1 55 4690 0
london 5 1 55 7532 17191.0
london 5 1 55 8788 6431.0
london 5 1 55 3775 0
london 5 1 55 4931 30521.0
london 5 1 55 8387 0
london 5 1 55 6735 0
london 5 1 55 5674 5856.0
london 5 1 55 3554 0
london 5 1 55 923 0
london 5 1 55 8364 20956.0
london 5 1 55 7280 8774.0
london 5 1 55 6848 5538.0
london 5 1 55 4266 4852.0
london 5 1 55 7943 3721.0
london 5 1 55 5417 16360.0
london 5 1 55 8552 0
london 5 1 55 6497 0
london 5 1 55 3545 0
london 5 1 55 5931 17964.0
london 5 1 55 2248 0
london 5 1 55 6907 0
london 5 1 55 8500 4053.0
london 5 1 55 7306 0
london 5 1 55 5676 16779.0
london 5 1 55 6590 0
london 5 1 55 5854 0
london 5 1 55 5276 0
london 5 1 55 7282 8990.0
london 5 1 55 5518 29952.0
london 5 1 55 2501 0
london 5 1 55 5129 0
london 5 1 55 2466 0
london 5 1 55 3594 2151.0
london 5 1 55 1243 0
london 5 1 55 4424 0
london 5 1 55 1473 0
london 5 1 55 144 0
london 5 1 55 7161 0
london 5 1 55 5090 0
london 5 1 55 4147 0
london 5 1 55 6096 8102.0
london 5 1 55 4913 0
london 5 1 55 84 0
london 5 1 55 7865 23274.0
london 5 1 55 1238 0
london 5 1 55 6353 0
london 5 1 55 8577 6705.0
london 5 1 55 5752 0
london 5 1 55 2021 7837.0
london 5 1 55 3447 46703.0
london 5 1 55 4553 0
london 5 1 55 8666 19063.0
london 5 1 55 7754 0
london 5 1 55 635 0
london 5 1 55 5744 0
london 5 1 55 95 0
london 5 1 55 5661 0
london 5 1 55 6403 0
london 5 1 55 8052 0
london 5 1 55 6963 0
london 5 1 55 2147 3866.0
london 5 1 55 7326 0
london 5 1 55 1254 0
london 5 1 55 1665 0
london 5 1 55 4376 7370.0
london 5 1 55 7192 0
london 5 1 55 3473 4799.0
london 5 1 55 4055 43792.0
london 5 1 55 1223 0
london 5 1 55 110 0
london 5 1 55 3807 0
london 5 1 55 6033 0
london 5 1 55 2945 0
london 5 1 55 661 98467.0
london 5 1 55 7129 0
london 5 1 55 2913 4526.0
london 5 1 55 7726 0
london 5 1 55 2276 4722.0
london 5 1 55 5537 0
london 5 1 55 3054 0
london 5 1 55 1443 0
london 5 1 55 8232 0
london 5 1 55 6788 3706.0
london 5 1 55 4889 0
london 5 1 55 1429 12296.0
london 5 1 55 2576 45762.0
london 5 1 55 8027 0
london 5 1 55 7006 0
london 5 1 55 7399 3924.0
london 5 1 55 3215 0
london 5 1 55 6763 0
london 5 1 55 7760 0
london 5 1 55 7723 0
london 5 1 55 1217 0
london 5 1 55 3814 11763.0
london 5 1 55 7070 5664.0
london 5 1 55 8159 18690.0
london 5 1 55 1700 0
london 5 1 55 2546 0
london 5 1 55 226 0
london 5 1 55 6387 0
london 5 1 55 2968 0
london 5 1 55 2638 51612.0
london 5 1 55 468 9540.0
london 5 1 55 4916 0
london 5 1 55 6898 9585.0
london 5 1 55 4522 0
london 5 1 55 7313 0
london 5 1 55 2331 0
london 5 1 55 346 0
london 5 1 55 4643 18043.0
london 5 1 55 2062 0
london 5 1 55 7993 14284.0
london 5 1 55 410 11648.0
london 5 1 55 1446 0
london 5 1 55 7444 0
london 5 1 55 1366 32724.0
london 5 1 55 657 29894.0
london 5 1 55 8802 2644.0
london 5 1 55 1928 14384.0
london 5 1 55 8043 0
london 5 1 55 3389 0
london 5 1 55 2004 3096.0
london 5 1 55 6962 0
london 5 1 55 5161 6517.0
london 5 1 55 3939 0
london 5 1 55 5913 0
london 5 1 55 7967 0
london 5 1 55 2815 11250.0
london 5 1 55 5761 5660.0
london 5 1 55 4873 0
london 5 1 55 5325 0
london 5 1 55 5756 0
london 5 1 55 8222 0
london 5 1 55 8181 11925.0
london 5 1 55 7518 8974.0
london 5 1 55 1675 20100.0
london 5 1 55 828 61506.0
london 5 1 55 303 0
london 5 1 55 1892 0
london 5 1 55 8660 842.0
london 5 1 55 2067 10368.0
london 5 1 55 3944 0
london 5 1 55 4936 0
london 5 1 55 1923 15755.0
london 5 1 55 3251 8241.0
london 5 1 55 7635 0
london 5 1 55 7234 36023.0
london 5 1 55 7516 10256.0
london 5 1 55 6833 0
london 5 1 55 3035 14406.0
london 5 1 55 3536 8786.0
london 5 1 55 8313 0
london 5 1 55 7237 7304.0
london 5 1 55 1651 0
london 5 1 55 1179 39250.0
london 5 1 55 7271 0
london 5 1 55 3095 5482.0
london 5 1 55 4953 0
london 5 1 55 7972 0
london 5 1 55 3062 6805.0
london 5 1 55 4419 9258.0
london 5 1 55 7522 0
london 5 1 55 5475 28336.0
london 5 1 55 7177 8388.0
london 5 1 55 8025 0
london 5 1 55 8783 22255.0
london 5 1 55 2629 60446.0
london 5 1 55 5832 0
london 5 1 55 6326 0
london 5 1 55 6230 80242.0
london 5 1 55 6835 0
london 5 1 55 109 0
london 5 1 55 6298 13145.0
london 5 1 55 6291 0
london 5 1 55 7415 0
london 5 1 55 5800 73902.0
london 5 1 55 4830 0
london 5 1 55 7680 9888.0
london 5 1 55 245 4932.0
london 5 1 55 4023 0
london 5 1 55 6244 0
london 5 1 55 4347 7233.0
london 5 1 55 3302 0
london 5 1 55 3141 7722.0
london 5 1 55 1195 0
london 5 1 55 4594 0
london 5 1 55 1521 0
london 5 1 55 6601 44528.0
london 5 1 55 3777 0
london 5 1 55 3787 5201.0
london 5 1 55 975 0
london 5 1 55 5610 13132.0
london 5 1 55 6420 14418.0
london 5 1 55 7099 0
london 5 1 55 6234 0
london 5 1 55 6870 7156.0
london 5 1 55 2956 18000.0
london 5 1 55 6221 1107.0
london 5 1 55 8569 0
london 5 1 55 8106 12159.0
london 5 1 55 5263 0
london 5 1 55 490 35841.0
london 5 1 55 1563 0
london 5 1 55 6143 14618.0
london 5 1 55 964 0
london 5 1 55 6935 0
london 5 1 55 4196 0
london 5 1 55 4400 0
london 5 1 55 509 3561.0
london 5 1 55 6941 0
london 5 1 55 866 0
london 5 1 55 551 0
london 5 1 55 5938 0
london 5 1 55 2435 35042.0
london 5 1 55 263 0
london 5 1 55 624 11400.0
london 5 1 55 7333 0
london 5 1 55 1754 5666.0
london 5 1 55 6704 0
london 5 1 55 7530 52105.0
london 5 1 55 3741 0
london 5 1 55 5495 0
london 5 1 55 6388 0
london 6 1 55 834 0
london 6 1 55 4333 0
london 6 1 55 246 0
london 6 1 55 1137 18378.0
london 6 1 55 6572 0
london 6 1 55 3202 3906.0
london 6 1 55 8586 0
london 6 1 55 4102 4425.0
london 6 1 55 7141 7720.0
london 6 1 55 5639 0
london 6 1 55 7570 0
london 6 1 55 3957 26942.0
london 6 1 55 3624 20516.0
london 6 1 55 2335 0
london 6 1 55 6930 0
london 6 1 55 4508 0
london 6 1 55 7256 8304.0
london 6 1 55 5175 13624.0
london 6 1 55 5997 80571.0
london 6 1 55 7431 10596.0
london 6 1 55 1079 0
london 6 1 55 8326 2527.0
london 6 1 55 4887 0
london 6 1 55 6637 13050.0
london 6 1 55 4953 11116.0
london 6 1 55 3331 42231.0
london 6 1 55 5799 0
london 6 1 55 8589 0
london 6 1 55 6622 0
london 6 1 55 8114 0
london 6 1 55 8044 19070.0
london 6 1 55 1832 3634.0
london 6 1 55 2112 0
london 6 1 55 1348 0
london 6 1 55 4844 0
london 6 1 55 2464 13464.0
london 6 1 55 5125 11016.0
london 6 1 55 5400 0
london 6 1 55 4219 0
london 6 1 55 5727 0
london 6 1 55 2106 7556.0
london 6 1 55 8173 0
london 6 1 55 7750 0
london 6 1 55 3726 11763.0
london 6 1 55 7423 0
london 6 1 55 5159 0
london 6 1 55 4675 1222.0
london 6 1 55 7128 0
london 6 1 55 624 26361.0
london 6 1 55 455 7155.0
london 6 1 55 5507 1572.0
london 6 1 55 1418 0
london 6 1 55 2798 28682.0
london 6 1 55 5623 6792.0
london 6 1 55 1320 0
london 6 1 55 7344 0
london 6 1 55 6864 37611.0
london 6 1 55 5112 0
london 6 1 55 4073 0
london 6 1 55 6019 0
london 6 1 55 1191 0
london 6 1 55 5961 13896.0
london 6 1 55 5207 12818.0
london 6 1 55 3651 0
london 6 1 55 7747 0
london 6 1 55 3916 11574.0
london 6 1 55 5391 47196.0
london 6 1 55 6584 0
london 6 1 55 6275 14886.0
london 6 1 55 6328 0
london 6 1 55 1617 0
london 6 1 55 5843 0
london 6 1 55 132 35208.0
london 6 1 55 3679 0
london 6 1 55 6269 14418.0
london 6 1 55 1989 4512.0
london 6 1 55 366 0
london 6 1 55 5648 0
london 6 1 55 6539 0
london 6 1 55 3381 0
london 6 1 55 6603 0
london 6 1 55 823 14240.0
london 6 1 55 4630 9493.0
london 6 1 55 4126 0
london 6 1 55 5772 0
london 6 1 55 4876 10608.0
london 6 1 55 3088 10927.0
london 6 1 55 2560 0
london 6 1 55 2190 0
london 6 1 55 7285 0
london 6 1 55 3036 0
london 6 1 55 5319 0
london 6 1 55 3946 0
london 6 1 55 7800 19963.0
london 6 1 55 4711 0
london 6 1 55 3476 15491.0
london 6 1 55 6772 0
london 6 1 55 269 0
london 6 1 55 591 0
london 6 1 55 160 10082.0
london 6 1 55 6809 0
london 6 1 55 190 0
london 6 1 55 7734 0
london 6 1 55 2341 0
london 6 1 55 5476 17115.0
london 6 1 55 3718 11655.0
london 6 1 55 979 16060.0
london 6 1 55 2122 8245.0
london 6 1 55 3126 3378.0
london 6 1 55 8582 14361.0
london 6 1 55 3920 5132.0
london 6 1 55 5797 0
london 6 1 55 5671 0
london 6 1 55 6414 29430.0
london 6 1 55 7770 0
london 6 1 55 5451 0
london 6 1 55 4233 53059.0
london 6 1 55 4587 0
london 6 1 55 912 205943.0
london 6 1 55 7833 0
london 6 1 55 4056 0
london 6 1 55 5331 2534.0
london 6 1 55 7364 0
london 6 1 55 5861 0
london 6 1 55 5430 0
london 6 1 55 2887 18000.0
london 6 1 55 4117 0
london 6 1 55 4492 0
london 6 1 55 7722 91038.0
london 6 1 55 3614 0
london 6 1 55 1894 0
london 6 1 55 2651 0
london 6 1 55 402 8736.0
london 6 1 55 4345 0
london 6 1 55 1758 0
london 6 1 55 4359 0
london 6 1 55 7156 0
london 6 1 55 5589 1587.0
london 6 1 55 4334 0
london 6 1 55 1324 0
london 6 1 55 3873 0
london 6 1 55 6957 0
london 6 1 55 7174 6495.0
london 6 1 55 2904 51645.0
london 6 1 55 3154 2794.0
london 6 1 55 5425 80265.0
london 6 1 55 8440 0
london 6 1 55 6830 0
london 6 1 55 6553 15396.0
london 6 1 55 6521 0
london 6 1 55 3744 11178.0
london 6 1 55 6507 11940.0
london 6 1 55 7727 0
london 6 1 55 5081 0
london 6 1 55 4669 0
london 6 1 55 3880 0
london 6 1 55 4715 0
london 6 1 55 7485 0
london 6 1 55 5662 4284.0
london 6 1 55 6681 0
london 6 1 55 7595 0
london 6 1 55 1045 0
london 6 1 55 8270 0
london 6 1 55 2392 0
london 6 1 55 4104 89695.0
london 6 1 55 6189 16521.0
london 6 1 55 5100 0
london 6 1 55 6480 12990.0
london 6 1 55 7238 0
london 6 1 55 8583 15678.0
london 6 1 55 7053 0
london 6 1 55 3196 0
london 6 1 55 5645 1330.0
london 6 1 55 6735 25268.0
london 6 1 55 6599 0
london 6 1 55 5564 0
london 6 1 55 864 0
london 6 1 55 8513 0
london 6 1 55 3845 0
london 6 1 55 7282 8971.0
london 6 1 55 4002 25966.0
london 6 1 55 2791 3618.0
london 6 1 55 2930 0
london 6 1 55 5852 0
london 6 1 55 7686 0
london 6 1 55 7923 0
london 6 1 55 6049 0
london 6 1 55 6909 0
london 6 1 55 3341 15764.0
london 6 1 55 8390 7901.0
london 6 1 55 991 0
london 6 1 55 1182 31227.0
london 6 1 55 7638 83262.0
london 6 1 55 6031 17880.0
london 6 1 55 2809 0
london 6 1 55 5164 0
london 6 1 55 2948 1279.0
london 6 1 55 5481 2407.0
london 6 1 55 3986 33423.0
london 6 1 55 2620 46736.0
london 6 1 55 6239 0
london 6 1 55 4652 0
london 6 1 55 5830 8968.0
london 6 1 55 5482 0
london 6 1 55 2352 39217.0
london 6 1 55 6484 0
london 6 1 55 4230 10363.0
london 6 1 55 6987 0
london 6 1 55 1612 0
london 6 1 55 2755 0
london 6 1 55 1890 2492.0
london 6 1 55 8510 0
london 6 1 55 130 50631.0
london 6 1 55 6902 8496.0
london 6 1 55 87 0
london 6 1 55 4240 0
london 6 1 55 2926 15456.0
london 6 1 55 2927 19758.0
london 6 1 55 5366 0
london 6 1 55 1155 47923.0
london 6 1 55 1039 0
london 6 1 55 5711 26516.0
london 6 1 55 110 0
london 6 1 55 7777 0
