cityname,i_o_length,prediction_horizon,grid_size,thresh,config_cx_sample_whole_data,CSR_MP_no_thresh_mean,CSR_MP_no_thresh_median,CSR_MP_count_y_exceeding_r_x,CSR_MP_sum_y_exceeding_r_x_max,CSR_MP_sum_y_exceeding_r_x_mean,CSR_MP_sum_exp_y_exceeding_r_x_mean,CSR_MP_no_thresh_frac_mean_2,CSR_MP_no_thresh_frac_mean_2_exp,CSR_MP_no_thresh_frac_sum,CSR_PM_no_thresh_mean,CSR_PM_no_thresh_median,CSR_PM_count_y_exceeding_r_x,CSR_PM_sum_y_exceeding_r_x_max,CSR_PM_sum_y_exceeding_r_x_mean,CSR_PM_sum_exp_y_exceeding_r_x_mean,CSR_PM_no_thresh_frac_mean_2,CSR_PM_no_thresh_frac_mean_2_exp,CSR_PM_no_thresh_frac_sum,CSR_NM_no_thresh_mean,CSR_NM_no_thresh_median,CSR_NM_count_y_exceeding_r_x,CSR_NM_sum_y_exceeding_r_x_max,CSR_NM_sum_y_exceeding_r_x_mean,CSR_NM_sum_exp_y_exceeding_r_x_mean,CSR_NM_no_thresh_frac_mean_2,CSR_NM_no_thresh_frac_mean_2_exp,CSR_NM_no_thresh_frac_sum,CSR_GB_no_thresh_mean,CSR_GB_no_thresh_median,CSR_GB_count_y_exceeding_r_x,CSR_GB_sum_y_exceeding_r_x_max,CSR_GB_sum_y_exceeding_r_x_mean,CSR_GB_sum_exp_y_exceeding_r_x_mean,CSR_GB_no_thresh_frac_mean_2,CSR_GB_no_thresh_frac_mean_2_exp,CSR_GB_no_thresh_frac_sum
london,8,1,55,100,3000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1268.4456668429598,1194.2016129032259,6.822333333333333,2384321.7829356464,1376.6097686195426,0.002895955024595273,1.0733453195931204,0.3679179291393234,1.0296194008306985,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
madrid,4,1,55,100,3000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3231.153300112971,2742.5497565429096,4.926,9464676.02317574,4785.160181578645,0.0007544045245681549,1.2817766663160113,0.37260969319444104,1.113198824256274,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
madrid,4,2,55,100,3000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3151.5377812865618,2702.5443548387093,6.148666666666666,10076058.422049234,4687.087522848331,0.0007180357836741114,1.4006171222371449,0.3673081261791548,1.1748217449855864,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
madrid,4,3,55,100,3000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3256.6735112060037,2746.564516129032,7.060333333333333,10125764.206107173,4720.918638964615,0.0005575177337310344,1.4477681951241053,0.3672843481780913,1.2024832440737554,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
madrid,4,4,55,100,3000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3231.528012140538,2752.627016129032,7.730666666666667,10541549.6290492,4659.476348680321,0.0008149354219748509,1.518561301016074,0.36818943148688044,1.247300094142947,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
madrid,4,5,55,100,3000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3240.404154845688,2787.048387096774,8.594666666666667,10692711.834470335,4590.854300485539,0.0004415902418304969,1.5936712645813729,0.3653291861014054,1.295615172939147,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
madrid,4,6,55,100,3000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3224.7797508115723,2739.3790322580644,8.907,10889451.70778434,4483.31564899638,0.0006327210908740879,1.6647016696713068,0.36826137355432337,1.3389182556074999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
madrid,4,7,55,100,3000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3291.302591987986,2786.9193548387098,9.424333333333333,11314253.916657597,4557.055983323224,0.0005162805789019321,1.7338190845989665,0.3659578423633123,1.389822757200047,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
madrid,4,8,55,100,3000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3318.548234299713,2768.3790322580644,9.829333333333333,11359289.902006129,4545.743490303286,0.0006029195348730851,1.7362425645375836,0.36782121752899133,1.3890804725668071,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
melbourne,4,1,55,100,3000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,645.5812944274113,632.516129032258,4.674666666666667,1698005.8904865456,842.3269143899173,0.003128617830577048,1.1009485503979761,0.3654915156623529,1.0410143283085085,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
melbourne,4,2,55,100,3000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,642.8723319876865,632.1693548387098,5.198666666666667,1668537.1638146956,828.3076112669264,0.0031326370207413762,1.1154895290621891,0.36519973108823833,1.0488017335333368,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
melbourne,4,3,55,100,3000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,654.1180143224594,640.9485614646906,5.744666666666666,1693515.0291289468,838.1621391322265,0.002884217200046866,1.127895933956142,0.36543448396066047,1.0557049328652908,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
melbourne,4,4,55,100,3000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,658.6862566060718,650.1854838709678,6.488,1693673.4615673875,834.525176687944,0.0027565381815441476,1.144531706513679,0.36378263319926163,1.067882996115831,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
melbourne,4,5,55,100,3000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,657.3179169138374,643.1875,6.831333333333333,1701716.3176700796,823.2066908575346,0.0028506381932939446,1.1528512724078255,0.3651176842462722,1.0712150164455498,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
melbourne,4,6,55,100,3000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,657.5870670885848,643.0685483870968,7.368666666666667,1716299.0132449754,824.7959345470701,0.002762594341021123,1.16494127250809,0.3653836965884589,1.0795854881087923,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
melbourne,4,7,55,100,3000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,665.1682275415662,656.0806451612902,8.000333333333334,1738111.8468517466,827.155404244528,0.002736398407854627,1.1819754246130705,0.3652255957658214,1.091773693913315,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
melbourne,4,8,55,100,3000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,666.8374355720711,656.5524193548388,8.096333333333334,1696650.3869373868,831.8979447456244,0.0025388590113436748,1.185755111217037,0.36863352277586015,1.0907887999170194,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
london,4,1,55,100,3000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1112.716256863873,1056.4274193548388,4.6226666666666665,2159237.554369122,1323.1205075594687,0.003332853850002597,1.0640942876270223,0.36928980567718267,1.0166090226740458,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
london,4,2,55,100,3000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1107.1296344702444,1056.6532258064517,5.196666666666666,2176050.821089734,1304.0676789375789,0.0029561162502903166,1.0745757619237237,0.368774076517478,1.0231630735981032,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
london,4,3,55,100,3000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1111.3150870999777,1057.5692815249267,5.424,2200892.104866239,1283.2982595955166,0.003108038524378958,1.0810019967817248,0.3684237503066406,1.025666013687631,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
london,4,4,55,100,3000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1113.7033572242212,1060.002460360853,6.056,2338543.4872136735,1280.5776113276909,0.0027791161964395364,1.083575201741018,0.36868254724522465,1.0274238547413785,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
london,4,5,55,100,3000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1105.344586754181,1061.483870967742,6.2716666666666665,2327713.859681873,1261.2420850879791,0.0024572082373917267,1.0916900537833931,0.3698928592470326,1.0295598807219752,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
london,4,6,55,100,3000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1105.1998225701261,1054.0108034083992,6.158333333333333,2264356.8887429796,1251.931816595373,0.0023047542359759163,1.1050978282035073,0.3696250612335901,1.0323134570388548,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
london,4,7,55,100,3000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1109.5205171288321,1060.8870967741937,6.759666666666667,2417479.603540809,1252.8881544676035,0.0026714362726724754,1.1100789545067595,0.3695023513939641,1.0358455353274363,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
london,4,8,55,100,3000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1117.5902050812622,1064.1129032258063,7.39,2361609.588280549,1242.3393662742094,0.0021278309743414546,1.1293912946804785,0.3669356278978621,1.0495067714607402,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
