epoch,CSR_GB_count,CSR_GB_sum,CSR_MP_count,CSR_MP_std,CSR_MP_sum,CSR_NM_count,CSR_NM_sum,CSR_PM_count,CSR_PM_std,CSR_PM_sum,loss,naive-model-mse,naive-model-non-zero,non_zero_mse,val_loss,val_non_zero_mse
0,-1,9999,9135,0.0,0.0,-1,0,9135,2293.1996694989434,1531.7926108374384,4468.18896484375,2254.475857764228,6855.067761560877,15004.6171875,6241.958984375,22339.146484375
1,-1,9999,9135,139.9359714954159,12.960334978331355,-1,0,9135,2293.1996694989434,1531.7926108374384,2093.32373046875,2253.3995507507693,6841.599736287029,7010.92333984375,1934.632568359375,6292.89013671875
2,-1,9999,9660,469.8161891120636,123.37435636404886,-1,0,9660,1427.271076048385,873.5018374741201,751.761474609375,740.5200707676726,2176.833404436509,2394.0146484375,675.4546508789062,2015.627197265625
3,-1,9999,9660,827.4152871380498,379.60733204280194,-1,0,9660,1427.271076048385,873.5018374741201,720.86083984375,740.5601150298178,2177.4137376227936,2286.172607421875,861.6417236328125,2645.95947265625
4,-1,9999,9135,279.5333419778135,46.87037773273628,-1,0,9135,2293.1996694989434,1531.7926108374384,1921.465576171875,2255.208784875016,6839.923352244265,6411.443359375,1928.044921875,6208.166015625
5,-1,9999,9135,244.44457541927864,38.36616073400353,-1,0,9135,2293.1996694989434,1531.7926108374384,1808.51123046875,2254.990917299757,6850.44479620247,5993.98583984375,1764.04638671875,5677.4033203125
6,-1,9999,9660,555.6919175120312,160.25083812099436,-1,0,9660,1427.271076048385,873.5018374741201,674.9503784179688,740.4633944570347,2178.15782215098,2119.0712890625,688.0821533203125,2061.45703125
7,-1,9999,9660,257.87779259061665,45.58166546464028,-1,0,9660,1427.2710760483849,873.5018374741201,649.0526123046875,740.4404544321861,2174.4159841440214,2042.523193359375,595.7166748046875,1790.9317626953125
8,-1,9999,9135,177.94832807981356,22.841128110806913,-1,0,9135,2293.1996694989434,1531.7926108374384,1708.0953369140625,2253.61140373666,6839.578967663456,5633.1630859375,1734.3575439453125,5667.11279296875
9,-1,9999,9135,199.22354572194402,30.15956322220901,-1,0,9135,2293.1996694989434,1531.7926108374384,1599.2548828125,2254.144285480543,6841.485803669957,5231.02978515625,1801.9052734375,5947.0546875
10,-1,9999,9660,366.1135594721795,72.72530233605667,-1,0,9660,1427.271076048385,873.5018374741201,639.4129028320312,740.5159090345048,2174.8022285279417,1995.707763671875,595.0118408203125,1786.34521484375
11,-1,9999,9660,254.27497570814387,39.46757238451045,-1,0,9660,1427.271076048385,873.5018374741201,610.41796875,740.5767527276525,2175.287235729103,1903.6708984375,603.4614868164062,1870.2352294921875
12,-1,9999,9135,337.5451906377772,68.36878423982458,-1,0,9135,2293.1996694989434,1531.7926108374384,1567.0335693359375,2253.832680772373,6841.004026077499,5115.4462890625,1691.26708984375,5355.73876953125
13,-1,9999,9135,401.3586845322402,93.90804778310401,-1,0,9135,2293.1996694989434,1531.7926108374384,1455.762451171875,2254.9199481521596,6848.235413981038,4709.94384765625,1695.925048828125,5346.16796875
14,-1,9999,9660,608.7847415080405,177.9289463147706,-1,0,9660,1427.2710760483849,873.5018374741201,619.74755859375,740.5561277664292,2176.283320753485,1930.850341796875,701.4930419921875,2120.22119140625
15,-1,9999,9660,306.9871844052581,51.63056597727935,-1,0,9660,1427.271076048385,873.5018374741201,582.9727172851562,740.5118682591954,2173.352603291394,1802.0782470703125,586.09130859375,1784.6435546875
16,-1,9999,9135,357.72123054868524,80.75169286185444,-1,0,9135,2293.1996694989434,1531.7926108374384,1458.444580078125,2254.167904635243,6837.579314922569,4716.099609375,1631.1810302734375,5242.02783203125
17,-1,9999,9135,318.89463720955973,68.00146938800061,-1,0,9135,2293.1996694989434,1531.7926108374384,1380.2513427734375,2254.922578590513,6844.7256650583495,4431.0322265625,1678.6712646484375,5479.34375
18,-1,9999,9660,229.60383799857647,33.6975158017121,-1,0,9660,1427.271076048385,873.5018374741201,595.4367065429688,740.7986624603859,2175.214901694832,1848.5072021484375,624.5185546875,1951.955078125
19,-1,9999,9660,299.8313076968267,56.31467905999402,-1,0,9660,1427.271076048385,873.5018374741201,572.0076293945312,740.4461791309974,2175.176751171779,1772.943115234375,597.7854614257812,1821.15576171875
