cityname,i_o_length,prediction_horizon,grid_size,cx_sample_whole_data,CSR_MP_sum_y_exceeding_r_x_max,CSR_PM_sum_y_exceeding_r_x_max,CSR_NM_sum_y_exceeding_r_x_max,CSR_GB_sum_y_exceeding_r_x_max,CSR_PM_std,CSR_MP_std,CSR_MP_count,CSR_PM_count,CSR_NM_count,CSR_GB_count
madrid,1,1,55,10,-1,2.75788,0,9999,4.708490169228879,-1,-1,10,-1,-1
madrid,2,1,55,10,-1,0.383505,0,9999,0.7257112629861824,-1,-1,10,-1,-1
madrid,3,1,55,10,-1,0.7387650000000001,0,9999,1.2277924991728042,-1,-1,10,-1,-1
madrid,4,1,55,10,-1,8.49253,0,9999,8.890898455279983,-1,-1,10,-1,-1
madrid,5,1,55,10,-1,4.33002,0,9999,4.858843504538915,-1,-1,10,-1,-1
madrid,6,1,55,10,-1,1.9202799999999995,0,9999,3.35331226395634,-1,-1,10,-1,-1
madrid,7,1,55,10,-1,7.544207499999999,0,9999,15.483176606772467,-1,-1,10,-1,-1
madrid,8,1,55,10,-1,3.4229024999999993,0,9999,5.2853817492264685,-1,-1,10,-1,-1
