epoch,CSR_GB_count,CSR_GB_sum,CSR_MP_count,CSR_MP_std,CSR_MP_sum,CSR_NM_count,CSR_NM_sum,CSR_PM_count,CSR_PM_std,CSR_PM_sum,loss,naive-model-mse,naive-model-non-zero,non_zero_mse,val_loss,val_non_zero_mse
0,-1,9999,8505,108.19790162788782,13.089011333214403,-1,0,8505,3540.4488676391716,2419.145914168136,4016.9833984375,2888.8200737765487,8709.059238335252,13553.712890625,2764.490234375,9304.634765625
1,-1,9999,8505,248.80078100591498,40.95695111302682,-1,0,8505,3540.4488676391716,2419.145914168136,2085.96533203125,2888.2145115003364,8701.803411068373,6659.79833984375,2014.37109375,6579.36865234375
2,-1,9999,9030,453.440775871869,109.37311407825348,-1,0,9030,2727.9647103244247,1554.255980066445,1034.128173828125,1162.1554434601385,3419.7959015777396,3205.3525390625,810.2750244140625,2347.32666015625
3,-1,9999,9030,641.8453960202125,186.71673281243605,-1,0,9030,2727.964710324425,1554.255980066445,904.0135498046875,1162.0271854957014,3420.745203638887,2746.658203125,826.5097045898438,2388.603759765625
4,-1,9999,8505,742.9247096121262,200.32976336051686,-1,0,8505,3540.4488676391716,2419.145914168136,1611.89697265625,2888.7901213923374,8712.155517405963,4985.0029296875,1445.14306640625,4347.58544921875
5,-1,9999,8505,838.9087790098058,250.77205126005225,-1,0,8505,3540.448867639171,2419.145914168136,1414.4964599609375,2887.7949926938422,8708.272846178334,4300.89990234375,1631.1588134765625,4845.76123046875
6,-1,9999,9030,589.0498716665575,153.0302146313611,-1,0,9030,2727.9647103244247,1554.255980066445,819.4674682617188,1163.845789571717,3422.639514705804,2460.62646484375,711.6104736328125,2096.780517578125
7,-1,9999,9030,709.2287790501506,190.69810890513466,-1,0,9030,2727.964710324425,1554.255980066445,756.1965942382812,1163.3948411342355,3427.4878827845614,2272.267333984375,721.9414672851562,2108.3046875
8,-1,9999,8505,1111.9114245650348,357.1998331386857,-1,0,8505,3540.448867639171,2419.145914168136,1342.87353515625,2888.128427252042,8712.066327767601,4094.0478515625,1448.49267578125,4388.4189453125
9,-1,9999,8505,964.4206304450669,275.72001144729734,-1,0,8505,3540.448867639171,2419.145914168136,1250.6473388671875,2887.453197992149,8696.326506435988,3780.467529296875,1399.03759765625,4418.44287109375
10,-1,9999,9030,678.041582893888,170.45801279658363,-1,0,9030,2727.964710324425,1554.255980066445,728.413330078125,1167.211484730446,3433.2845584805755,2170.42431640625,713.6077270507812,2151.37451171875
11,-1,9999,9030,675.0792580978931,186.0770921757121,-1,0,9030,2727.964710324425,1554.255980066445,708.41015625,1161.2563906098155,3417.4722559588167,2115.391845703125,702.2400512695312,2038.4476318359375
12,-1,9999,8505,957.5370689199351,282.7967469100739,-1,0,8505,3540.448867639171,2419.145914168136,1201.121826171875,2887.8885262004273,8702.91161387988,3617.591552734375,1361.9710693359375,4100.33203125
13,-1,9999,8505,1087.3976731886287,328.43209799407316,-1,0,8505,3540.4488676391716,2419.145914168136,1156.6181640625,2888.391078079576,8696.578967822925,3481.733154296875,1326.774169921875,4065.29443359375
14,-1,9999,9030,701.9299138706314,182.81101377171404,-1,0,9030,2727.964710324425,1554.255980066445,697.122314453125,1162.7758242294367,3418.978818966328,2066.572021484375,798.157958984375,2315.54638671875
15,-1,9999,9030,768.2894053348583,211.96311727796711,-1,0,9030,2727.9647103244247,1554.255980066445,662.4969482421875,1164.6939808098007,3427.196956255785,1960.11865234375,686.4935302734375,2046.65625
16,-1,9999,8505,1001.7676690766386,298.91867730026735,-1,0,8505,3540.4488676391716,2419.145914168136,1130.545166015625,2888.145400404007,8716.51751516761,3388.4287109375,1434.237548828125,4626.720703125
17,-1,9999,8505,1030.778422992572,307.9617717534093,-1,0,8505,3540.4488676391716,2419.145914168136,1069.792236328125,2889.743340100635,8703.816274390796,3196.4599609375,1439.1041259765625,4581.01806640625
18,-1,9999,9030,741.1685238197088,186.77140757299358,-1,0,9030,2727.9647103244247,1554.255980066445,659.568603515625,1163.0512109884762,3421.8742230492453,1942.0479736328125,691.06787109375,2088.88525390625
19,-1,9999,9030,981.1052054269818,287.3738709484884,-1,0,9030,2727.964710324425,1554.255980066445,632.0385131835938,1163.415170689619,3423.54834878253,1861.9805908203125,694.2269287109375,2105.7119140625
